Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Усольская 																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511					
1	"Число избирателей, внесенных в список избирателей"	37243	772	462	172	2001	715	1648	482	1496	1960	2038	1966	588	1219	492	329	389	948	1266	1247	239	476	2237	1511	1113	209	2185	1264	1062	729	246	1065	313	547	1219	193	402	985	141	838	79					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35963	755	465	155	1935	710	1585	465	1430	1925	2000	1915	570	1165	470	315	360	895	1220	1190	230	455	2200	1370	1065	200	2100	1220	1035	700	245	1050	310	525	1200	175	415	930	140	790	83					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19657	319	248	58	1063	292	1247	242	842	1213	1297	1192	293	545	197	142	145	393	657	479	136	299	1394	1020	539	92	872	592	568	298	135	566	109	232	653	81	144	399	73	540	51					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1576	60	14	5	99	51	7	43	64	24	31	38	23	22	24	12	23	35	25	42	7	13	24	47	37	13	130	37	36	140	9	63	49	51	58	12	43	115	10	39	1					
6	Число погашенных избирательных бюллетеней	14730	376	203	92	773	367	331	180	524	688	672	685	254	598	249	161	192	467	538	669	87	143	782	303	489	95	1098	591	431	262	101	421	152	242	489	82	228	416	57	211	31					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1576	60	14	5	99	51	7	43	64	24	31	38	23	22	24	12	23	35	25	42	7	13	24	47	37	13	130	37	36	140	9	63	49	51	58	12	43	115	10	39	1					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19655	319	248	58	1063	292	1247	242	842	1213	1297	1192	293	545	197	142	145	393	657	479	136	299	1392	1020	539	92	872	592	568	298	135	566	109	232	653	81	144	399	73	540	51					
9	Число недействительных избирательных бюллетеней	474	3	3	0	23	8	41	8	5	18	25	26	7	14	5	4	4	18	15	14	1	4	35	28	16	2	24	14	12	12	2	21	7	6	14	0	12	15	1	7	0					
10	Число действительных избирательных бюллетеней	20757	376	259	63	1139	335	1213	277	901	1219	1303	1204	309	553	216	150	164	410	667	507	142	308	1381	1039	560	103	978	615	592	426	142	608	151	277	697	93	175	499	82	572	52					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1265	60	32	29	50	56	15	25	26	75	55	57	20	20	15	9	3	7	30	15	6	14	25	30	26	13	25	30	39	30	19	65	22	31	74	20	48	75	25	40	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1239	60	32	29	50	56	15	25	26	75	49	52	20	20	15	9	3	7	25	12	6	11	25	30	24	13	25	30	39	30	19	65	22	31	74	20	48	75	25	38	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	342	12	6	3	10	14	10	9	9	9	14	16	8	12	7	6	5	6	9	14	4	7	14	16	6	6	5	10	8	10	5	9	4	6	15	3	5	15	6	7	2					
