Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Неверкинская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827					
1	"Число избирателей, внесенных в список избирателей"	13110	974	341	579	335	466	507	930	226	86	480	302	304	546	153	278	1028	862	953	632	288	174	1212	450	581	316	107					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13448	978	343	606	340	483	524	923	241	110	492	314	322	574	161	291	981	935	977	655	324	171	1222	452	605	317	107					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10229	952	197	479	273	407	393	812	184	73	437	261	239	370	89	238	605	428	851	417	236	150	1169	339	308	269	53					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	819	20	28	27	42	41	36	30	20	10	35	29	13	59	15	19	65	36	32	39	21	15	41	8	96	25	17					
6	Число погашенных избирательных бюллетеней	2400	6	118	100	25	35	95	81	37	27	20	24	70	145	57	34	311	471	94	199	67	6	12	105	201	23	37					
7	Число избирательных бюллетеней в переносных ящиках для голосования	819	20	28	27	42	41	36	30	20	10	35	29	13	59	15	19	65	36	32	39	21	15	41	8	96	25	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10229	952	197	479	273	407	393	812	184	73	437	261	239	370	89	238	605	428	851	417	236	150	1169	339	308	269	53					
9	Число недействительных избирательных бюллетеней	149	20	1	2	1	0	6	0	0	0	9	0	5	0	0	0	8	5	52	1	7	0	8	3	21	0	0					
10	Число действительных избирательных бюллетеней	10899	952	224	504	314	448	423	842	204	83	463	290	247	429	104	257	662	459	831	455	250	165	1202	344	383	294	70					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	185	10	5	10	5	5	10	10	6	5	5	5	6	5	5	5	10	13	12	10	5	5	10	5	8	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	127	10	4	5	5	3	3	3	6	0	4	3	6	5	3	1	9	12	12	9	4	3	2	2	8	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	22	1	1	0	0	0	0	3	0	0	0	0	0	1	0	0	7	1	2	1	0	1	2	0	1	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	58	0	1	5	0	2	7	7	0	5	1	2	0	0	2	4	1	1	0	1	1	2	8	3	0	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	319	4	14	0	7	2	18	25	6	7	3	7	7	5	6	2	58	29	20	37	13	2	2	6	32	3	4					
		2.89%	0.41%	6.22%	0.00%	2.22%	0.45%	4.20%	2.97%	2.94%	8.43%	0.64%	2.41%	2.78%	1.17%	5.77%	0.78%	8.66%	6.25%	2.27%	8.11%	5.06%	1.21%	0.17%	1.73%	7.92%	1.02%	5.71%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	336	3	10	0	4	14	29	13	1	6	4	6	10	6	7	2	76	24	14	26	24	5	2	21	21	3	5					
		3.04%	0.31%	4.44%	0.00%	1.27%	3.13%	6.76%	1.54%	0.49%	7.23%	0.85%	2.07%	3.97%	1.40%	6.73%	0.78%	11.34%	5.17%	1.59%	5.70%	9.34%	3.03%	0.17%	6.05%	5.20%	1.02%	7.14%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	0	2	0	0	0	1	6	1	1	2	0	0	0	0	0	2	1	0	3	1	0	2	0	3	0	0					
		0.23%	0.00%	0.89%	0.00%	0.00%	0.00%	0.23%	0.71%	0.49%	1.20%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.22%	0.00%	0.66%	0.39%	0.00%	0.17%	0.00%	0.74%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1564	18	104	72	52	53	64	53	27	16	24	15	16	26	45	22	180	131	176	137	57	8	36	86	111	16	19					
		14.16%	1.85%	46.22%	14.23%	16.51%	11.83%	14.92%	6.29%	13.24%	19.28%	5.08%	5.17%	6.35%	6.06%	43.27%	8.56%	26.87%	28.23%	19.93%	30.04%	22.18%	4.85%	2.98%	24.78%	27.48%	5.44%	27.14%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	0	0	0	0	0	1	3	0	0	3	0	1	0	1	0	5	1	4	9	1	0	0	3	1	0	0					
		0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.36%	0.00%	0.00%	0.64%	0.00%	0.40%	0.00%	0.96%	0.00%	0.75%	0.22%	0.45%	1.97%	0.39%	0.00%	0.00%	0.86%	0.25%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8606	927	93	432	250	379	308	741	168	53	427	262	213	392	45	231	339	272	617	241	152	150	1158	228	214	272	42					
		77.90%	95.37%	41.33%	85.38%	79.37%	84.60%	71.79%	88.00%	82.35%	63.86%	90.47%	90.34%	84.52%	91.38%	43.27%	89.88%	50.60%	58.62%	69.88%	52.85%	59.14%	90.91%	95.70%	65.71%	52.97%	92.52%	60.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	16	0	1	0	1	0	2	1	1	0	0	0	0	0	0	0	2	1	0	2	2	0	2	0	1	0	0					
		0.14%	0.00%	0.44%	0.00%	0.32%	0.00%	0.47%	0.12%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.22%	0.00%	0.44%	0.78%	0.00%	0.17%	0.00%	0.25%	0.00%	0.00%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
