Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Питкярантская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182					
1	"Число избирателей, внесенных в списки избирателей"	18895	2675	2754	1082	2568	1431	711	88	89	401	1388	1245	370	52	75	843	250	80	194	429	1451	560	159					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17766	2600	2600	900	2400	1300	650	82	86	400	1300	1200	350	52	75	800	240	82	194	400	1400	500	155					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9117	1387	1346	552	1278	697	324	34	47	209	643	570	162	31	34	395	112	43	78	197	655	261	62					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	521	46	36	12	24	37	15	7	3	23	44	23	10	0	20	68	21	0	7	28	47	23	27					
6	Число погашенных избирательных бюллетеней	8128	1167	1218	336	1098	566	311	41	36	168	613	607	178	21	21	337	107	39	109	175	698	216	66					
7	Число избирательных бюллетеней в переносных ящиках для голосования	521	46	36	12	24	37	15	7	3	23	44	23	10	0	20	68	21	0	7	28	47	23	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9113	1385	1346	552	1276	697	324	34	47	209	643	570	162	31	34	395	112	43	78	197	655	261	62					
9	Число недействительных избирательных бюллетеней	85	9	19	6	11	10	3	0	1	2	0	9	1	0	2	3	0	0	1	2	5	0	1					
10	Число действительных избирательных бюллетеней	9549	1422	1363	558	1289	724	336	41	49	230	687	584	171	31	52	460	133	43	84	223	697	284	88					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	260	20	20	10	20	20	10	10	10	10	20	10	10	5	5	10	5	5	10	10	20	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	106	12	17	4	15	6	8	3	0	4	9	0	2	1	0	10	0	0	0	4	4	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	80	11	5	11	5	4	1	6	3	1	1	4	0	4	5	3	2	1	1	3	5	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	154	8	3	6	5	14	2	7	10	6	11	10	8	4	5	0	5	5	10	6	16	3	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	220	36	21	7	26	23	7	2	0	15	17	6	4	3	3	9	2	1	4	3	15	10	6					
		2.28%	2.52%	1.52%	1.24%	2.00%	3.13%	2.06%	4.88%	0.00%	6.47%	2.47%	1.01%	2.33%	9.68%	5.56%	1.94%	1.50%	2.33%	4.71%	1.33%	2.14%	3.52%	6.74%					
19	2.Всероссийская политическая партия «Гражданская Сила»	72	15	13	4	11	5	2	1	0	2	3	6	0	0	0	3	2	0	1	1	2	1	0					
		0.75%	1.05%	0.94%	0.71%	0.85%	0.68%	0.59%	2.44%	0.00%	0.86%	0.44%	1.01%	0.00%	0.00%	0.00%	0.65%	1.50%	0.00%	1.18%	0.44%	0.28%	0.35%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	2	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0					
		0.08%	0.14%	0.07%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.58%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1099	168	139	88	152	76	32	4	2	46	139	55	14	1	6	46	17	4	10	10	57	30	3					
		11.41%	11.74%	10.06%	15.60%	11.69%	10.35%	9.44%	9.76%	4.00%	19.83%	20.23%	9.27%	8.14%	3.23%	11.11%	9.94%	12.78%	9.30%	11.76%	4.44%	8.12%	10.56%	3.37%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	35	4	9	5	6	2	0	0	0	0	1	1	0	0	0	1	2	0	0	0	3	1	0					
		0.36%	0.28%	0.65%	0.89%	0.46%	0.27%	0.00%	0.00%	0.00%	0.00%	0.15%	0.17%	0.00%	0.00%	0.00%	0.22%	1.50%	0.00%	0.00%	0.00%	0.43%	0.35%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	20	3	1	1	1	1	0	0	0	0	3	1	0	0	0	0	0	0	0	1	5	2	1					
		0.21%	0.21%	0.07%	0.18%	0.08%	0.14%	0.00%	0.00%	0.00%	0.00%	0.44%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.71%	0.70%	1.12%					
24	7.Политическая партия «Либерально-демократическая партия России»	844	118	139	46	131	65	21	6	2	26	54	55	14	7	2	33	10	4	13	20	45	20	13					
		8.76%	8.25%	10.06%	8.16%	10.08%	8.86%	6.19%	14.63%	4.00%	11.21%	7.86%	9.27%	8.14%	22.58%	3.70%	7.13%	7.52%	9.30%	15.29%	8.89%	6.41%	7.04%	14.61%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1015	212	169	65	142	84	35	4	0	17	58	42	25	2	0	49	9	0	9	18	50	20	5					
		10.54%	14.81%	12.23%	11.52%	10.92%	11.44%	10.32%	9.76%	0.00%	7.33%	8.44%	7.08%	14.53%	6.45%	0.00%	10.58%	6.77%	0.00%	10.59%	8.00%	7.12%	7.04%	5.62%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	92	18	13	4	13	7	4	0	0	0	2	3	4	0	0	3	3	1	3	3	7	4	0					
		0.95%	1.26%	0.94%	0.71%	1.00%	0.95%	1.18%	0.00%	0.00%	0.00%	0.29%	0.51%	2.33%	0.00%	0.00%	0.65%	2.26%	2.33%	3.53%	1.33%	0.99%	1.41%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5904	805	795	321	763	435	232	24	45	120	408	407	108	18	41	312	83	33	43	166	496	190	59					
		61.28%	56.25%	57.53%	56.91%	58.69%	59.26%	68.44%	58.54%	90.00%	51.72%	59.39%	68.63%	62.79%	58.06%	75.93%	67.39%	62.41%	76.74%	50.59%	73.78%	70.66%	66.90%	66.29%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	240	41	63	17	43	26	3	0	0	4	1	8	1	0	0	4	4	0	1	1	16	6	1					
		2.49%	2.87%	4.56%	3.01%	3.31%	3.54%	0.88%	0.00%	0.00%	1.72%	0.15%	1.35%	0.58%	0.00%	0.00%	0.86%	3.01%	0.00%	1.18%	0.44%	2.28%	2.11%	1.12%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
