Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Даниловская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698					
1	"Число избирателей, внесенных в список"	15664	2428	2680	194	146	810	113	556	704	201	173	1035	191	147	1574	211	460	44	668	114	109	1319	128	188	557	752	162					
2	Число полученных избирательных бюллетеней	15918	2411	2720	215	146	841	124	559	727	208	172	1052	190	146	1598	211	459	45	684	120	104	1322	126	193	597	777	171					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8250	1095	1305	139	115	394	75	316	356	133	94	459	139	61	816	124	281	23	365	66	91	727	81	132	321	423	119					
5	"Число избирательных бюллетеней, выданных вне помещения"	1241	156	73	4	3	96	13	32	99	21	17	195	19	20	139	22	34	4	35	18	11	121	5	9	28	53	14					
6	Число погашенных избирательных бюллетеней	6427	1160	1342	72	28	351	36	211	272	54	61	398	32	65	643	65	144	18	284	36	2	474	40	52	248	301	38					
7	Число избирательных бюллетеней в переносных ящиках	1241	156	73	4	3	96	13	32	99	21	17	195	19	20	139	22	34	4	35	18	11	121	5	9	28	53	14					
8	Число бюллетеней в стационарных ящиках для голосования	8250	1095	1305	139	115	394	75	316	356	133	94	459	139	61	816	124	281	23	365	66	91	727	81	132	321	423	119					
9	Число недействительных избирательных бюллетеней	74	13	6	1	4	2	0	0	4	1	0	4	0	3	6	3	5	0	4	0	0	8	3	1	1	4	1					
10	Число действительных избирательных бюллетеней	9417	1238	1372	142	114	488	88	348	451	153	111	650	158	78	949	143	310	27	396	84	102	840	83	140	348	472	132					
11	Число полученных открепительных  удостоверений	275	15	15	10	10	10	10	10	10	10	10	10	10	10	15	10	10	5	10	5	10	15	10	10	10	15	10					
12	Число выданных открепительных удостоверений	46	7	12	4	0	1	0	1	2	0	0	2	0	0	12	0	0	0	1	0	0	0	0	0	3	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	30	6	4	0	0	1	0	3	1	1	0	3	0	1	3	0	2	0	1	0	0	2	0	0	0	2	0					
14	Число неиспользованных открепительных удостоверений	229	8	3	6	10	9	10	9	8	10	10	8	10	10	3	10	10	5	9	5	10	15	10	10	7	14	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																	
18	. Глазьев Сергей Юрьевич	214	44	29	2	2	15	3	7	16	2	4	10	1	4	38	1	3	1	7	1	2	9	0	0	8	3	2					
		2.25%	3.52%	2.10%	1.40%	1.69%	3.06%	3.41%	2.01%	3.52%	1.30%	3.60%	1.53%	0.63%	4.94%	3.98%	0.68%	0.95%	3.70%	1.75%	1.19%	1.96%	1.06%	0.00%	0.00%	2.29%	0.63%	1.50%					
19	. Малышкин Олег Александрович	235	25	24	5	5	17	4	4	10	6	5	17	2	1	29	7	6	0	16	4	5	25	0	3	6	6	3					
		2.48%	2.00%	1.74%	3.50%	4.24%	3.47%	4.55%	1.15%	2.20%	3.90%	4.50%	2.60%	1.27%	1.23%	3.04%	4.79%	1.90%	0.00%	4.00%	4.76%	4.90%	2.95%	0.00%	2.13%	1.72%	1.26%	2.26%					
20	. Миронов Сергей Михайлович	77	7	11	2	3	7	0	3	2	0	1	1	1	1	8	2	5	0	4	0	0	9	2	0	4	4	0					
		0.81%	0.56%	0.80%	1.40%	2.54%	1.43%	0.00%	0.86%	0.44%	0.00%	0.90%	0.15%	0.63%	1.23%	0.84%	1.37%	1.59%	0.00%	1.00%	0.00%	0.00%	1.06%	2.33%	0.00%	1.15%	0.84%	0.00%					
21	. Путин Владимир Владимирович	5175	635	750	62	54	218	32	193	264	71	31	365	85	49	597	69	198	10	222	49	55	494	64	109	157	267	75					
		54.53%	50.76%	54.43%	43.36%	45.76%	44.49%	36.36%	55.46%	58.02%	46.10%	27.93%	55.81%	53.80%	60.49%	62.51%	47.26%	62.86%	37.04%	55.50%	58.33%	53.92%	58.25%	74.42%	77.30%	44.99%	56.09%	56.39%					
22	. Хакамада Ирина Муцуовна	157	17	12	0	3	7	2	6	2	8	8	14	4	0	24	3	0	1	6	0	1	16	0	3	5	14	1					
		1.65%	1.36%	0.87%	0.00%	2.54%	1.43%	2.27%	1.72%	0.44%	5.19%	7.21%	2.14%	2.53%	0.00%	2.51%	2.05%	0.00%	3.70%	1.50%	0.00%	0.98%	1.89%	0.00%	2.13%	1.43%	2.94%	0.75%					
23	. Харитонов Николай Михайлович	3339	475	489	69	44	217	47	128	148	62	62	232	64	23	226	57	94	15	137	29	39	275	17	24	156	162	48					
		35.18%	37.97%	35.49%	48.25%	37.29%	44.29%	53.41%	36.78%	32.53%	40.26%	55.86%	35.47%	40.51%	28.40%	23.66%	39.04%	29.84%	55.56%	34.25%	34.52%	38.24%	32.43%	19.77%	17.02%	44.70%	34.03%	36.09%					
																																	
24	Против всех	220	35	57	2	3	7	0	7	9	4	0	11	1	0	27	4	4	0	4	1	0	12	0	1	12	16	3					
		2.32%	2.80%	4.14%	1.40%	2.54%	1.43%	0.00%	2.01%	1.98%	2.60%	0.00%	1.68%	0.63%	0.00%	2.83%	2.74%	1.27%	0.00%	1.00%	1.19%	0.00%	1.42%	0.00%	0.71%	3.44%	3.36%	2.26%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
