Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Белозерская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №212	УИК №213	УИК №214	УИК №215	УИК №217	УИК №218	УИК №219	УИК №221	УИК №222	УИК №223	УИК №224	УИК №226	УИК №227	УИК №230	УИК №232	УИК №234	УИК №236	УИК №238	УИК №239	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №247	УИК №249	УИК №250	УИК №251	УИК №252	УИК №254	УИК №255									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13218	212	84	1112	1042	1116	642	325	521	276	539	188	263	176	245	86	290	187	435	257	254	497	159	579	186	275	139	107	330	384	153	657	191	285	302	307	417									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13400	200	90	1150	1000	1100	650	300	650	300	550	200	250	200	250	80	300	200	450	250	250	500	170	600	180	280	150	100	350	400	150	650	200	250	300	300	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5181	107	38	461	397	387	272	126	198	114	209	60	98	98	87	33	130	39	163	101	93	193	44	172	75	101	72	59	137	168	92	196	45	149	125	126	216									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1415	15	11	30	43	19	33	12	65	45	89	40	62	20	41	23	29	86	87	41	48	58	29	56	24	23	15	17	35	87	15	48	23	32	41	38	35									
6	Число погашенных избирательных бюллетеней	6804	78	41	659	560	694	345	162	387	141	252	100	90	82	122	24	141	75	200	108	109	249	97	372	81	156	63	24	178	145	43	406	132	69	134	136	149									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1415	15	11	30	43	19	33	12	65	45	89	40	62	20	41	23	29	86	87	41	48	58	29	56	24	23	15	17	35	87	15	48	23	32	41	38	35									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5180	107	38	461	397	387	272	126	198	114	209	60	98	98	87	33	130	39	163	101	93	193	44	172	75	101	72	59	137	168	92	195	45	149	125	126	216									
9	Число недействительных избирательных бюллетеней	122	4	1	3	8	12	11	2	7	1	14	2	3	4	2	0	3	0	4	8	2	8	0	2	1	1	1	0	2	3	0	0	2	2	4	4	1									
10	Число действительных избирательных бюллетеней	6473	118	48	488	432	394	294	136	256	158	284	98	157	114	126	56	156	125	246	134	139	243	73	226	98	123	86	76	170	252	107	243	66	179	162	160	250									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	433	19	2	30	25	22	29	6	20	12	18	10	12	14	16	4	16	2	12	6	8	20	8	10	6	6	4	4	12	20	4	12	4	8	14	4	14									
