Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Тегульдетская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655					
1	"Число избирателей, внесенных в списки избирателей"	6032	50	43	81	156	91	433	370	403	1212	1179	778	232	387	83	32	502					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	5304	52	46	87	155	90	350	350	350	1000	1000	700	200	350	90	34	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3636	37	39	53	98	61	263	216	251	752	662	431	162	230	58	25	298					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	296	3	1	3	9	4	14	14	26	53	33	77	11	27	3	0	18					
6	Число погашенных избирательных бюллетеней	1372	12	6	31	48	25	73	120	73	195	305	192	27	93	29	9	134					
7	Число избирательных бюллетеней в переносных ящиках для голосования	296	3	1	3	9	4	14	14	26	53	33	77	11	27	3	0	18					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3634	37	39	53	98	61	263	216	249	752	662	431	162	230	58	25	298					
9	Число недействительных избирательных бюллетеней	47	0	0	0	0	1	4	5	2	9	9	4	3	5	0	0	5					
10	Число действительных избирательных бюллетеней	3883	40	40	56	107	64	273	225	273	796	686	504	170	252	61	25	311					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	150	5	5	5	8	5	10	10	10	20	20	15	7	10	5	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	62	2	0	2	4	0	3	3	3	13	9	8	1	2	4	0	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	26	2	1	1	2	1	0	2	0	2	5	1	2	0	1	1	5					
14	Число погашенных неиспользованных открепительных удостоверений	88	3	5	3	4	5	7	7	7	7	11	7	6	8	1	5	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	60	1	0	1	3	3	6	1	5	8	12	6	6	7	0	1	0					
		1.53%	2.50%	0.00%	1.79%	2.80%	4.62%	2.17%	0.43%	1.82%	0.99%	1.73%	1.18%	3.47%	2.72%	0.00%	4.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	27	0	0	0	0	0	0	1	3	6	7	2	2	2	3	0	1					
		0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	1.09%	0.75%	1.01%	0.39%	1.16%	0.78%	4.92%	0.00%	0.32%					
20	3.Политическая партия «Демократическая партия России»	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	240	2	0	1	1	3	18	12	25	60	44	27	14	9	4	1	19					
		6.11%	5.00%	0.00%	1.79%	0.93%	4.62%	6.50%	5.22%	9.09%	7.45%	6.33%	5.31%	8.09%	3.50%	6.56%	4.00%	6.01%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	16	0	0	0	0	0	1	0	1	8	3	2	0	0	0	0	1					
		0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.36%	0.99%	0.43%	0.39%	0.00%	0.00%	0.00%	0.00%	0.32%					
23	6.Политическая партия «Партия социальной справедливости»	9	1	0	0	0	0	0	0	2	3	0	2	0	1	0	0	0					
		0.23%	2.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.37%	0.00%	0.39%	0.00%	0.39%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	401	2	3	4	4	2	36	26	48	86	79	41	14	20	11	3	22					
		10.20%	5.00%	7.50%	7.14%	3.74%	3.08%	12.99%	11.30%	17.45%	10.68%	11.37%	8.07%	8.09%	7.78%	18.03%	12.00%	6.96%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	244	2	3	2	2	1	24	17	15	70	60	19	4	7	4	1	13					
		6.21%	5.00%	7.50%	3.57%	1.87%	1.54%	8.66%	7.39%	5.45%	8.70%	8.63%	3.74%	2.31%	2.72%	6.56%	4.00%	4.11%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	24	0	0	0	0	0	0	1	0	8	5	8	0	1	0	1	0					
		0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.99%	0.72%	1.57%	0.00%	0.39%	0.00%	4.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2836	32	34	48	94	54	187	167	170	544	469	396	130	203	38	18	252					
		72.16%	80.00%	85.00%	85.71%	87.85%	83.08%	67.51%	72.61%	61.82%	67.58%	67.48%	77.95%	75.14%	78.99%	62.30%	72.00%	79.75%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	24	0	0	0	3	1	1	0	4	2	7	1	0	1	1	0	3					
		0.61%	0.00%	0.00%	0.00%	2.80%	1.54%	0.36%	0.00%	1.45%	0.25%	1.01%	0.20%	0.00%	0.39%	1.64%	0.00%	0.95%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
