Выборы Президента Российской Федерации																																																												
Дата голосования: 02.03.2008																																																												
																																																												
Наименование Избирательной комиссии:    Рутульская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
	Число участковых избирательных комиссий	53																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																										
																																																												
		Сумма	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198					
1	"Число избирателей, включенных в списки избирателей"	13356	317	339	496	245	750	435	673	480	29	197	442	170	225	338	263	40	400	320	180	100	310	101	548	487	373	317	287	231	185	132	264	30	182	73	217	120	333	175	40	73	95	40	390	184	211	567	347	40	170	120	82	45	148					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12926	310	320	480	225	750	420	600	470	29	180	440	170	200	320	260	40	380	320	170	90	300	100	540	470	370	300	280	220	180	130	260	28	175	65	200	120	320	175	40	70	85	40	382	184	211	560	342	40	170	120	82	45	148					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	12081	300	309	462	205	716	403	446	465	29	175	429	157	200	310	247	37	368	309	160	89	272	86	497	420	361	288	236	193	161	120	251	20	153	47	192	118	310	170	38	68	84	35	372	170	187	539	320	34	162	103	69	43	146					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	4	0	0	0	0	0	0	0	0	0	0	0	0	2	3	7	3	5	1	2	4	2	0	0					
6	Число погашенных избирательных бюллетеней	801	10	11	18	20	34	17	154	5	0	5	11	13	0	10	13	3	12	11	10	1	28	14	43	50	9	12	44	18	17	6	9	8	22	18	8	2	10	5	2	2	1	5	8	11	17	18	17	5	6	13	11	2	2					
