Выборы Президента Российской Федерации																																																																				
Дата голосования: 02.03.2008																																																																				
																																																																				
Наименование Избирательной комиссии:    Мишкинская																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
	Число участковых избирательных комиссий	61																																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	61																																																																		
																																																																				
		Сумма	УИК №2695	УИК №2696	УИК №2697	УИК №2698	УИК №2699	УИК №2700	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755					
1	"Число избирателей, включенных в списки избирателей"	17973	236	157	286	204	279	238	175	292	382	114	131	334	920	496	847	484	543	514	518	293	410	117	43	324	417	186	365	121	79	127	242	475	290	163	359	365	131	113	250	168	409	201	408	412	423	729	246	321	118	348	231	95	315	306	134	105	143	174	172	384	111					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19798	243	166	311	204	312	267	195	317	392	145	133	365	933	523	933	536	564	529	549	331	440	118	53	383	441	207	397	129	91	131	296	536	330	171	373	396	136	125	259	163	399	219	446	453	477	801	322	376	132	406	291	110	419	380	160	126	144	208	197	470	139					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	16702	212	150	273	190	256	223	161	280	354	102	119	301	882	473	817	474	532	502	474	280	402	111	39	309	384	151	342	109	74	126	226	425	268	154	316	360	130	110	233	155	315	190	385	365	399	671	244	305	108	332	202	89	278	280	108	103	110	155	146	342	96					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	926	22	6	10	14	23	15	14	9	24	10	12	27	28	18	14	8	4	4	27	13	0	6	4	9	26	31	18	12	5	1	10	40	17	8	36	5	0	3	12	8	16	11	15	40	23	36	0	10	7	9	20	5	35	22	21	1	6	17	24	40	15					
6	Число погашенных избирательных бюллетеней	2170	9	10	28	0	33	29	20	28	14	33	2	37	23	32	102	54	28	23	48	38	38	1	10	65	31	25	37	8	12	4	60	71	45	9	21	31	6	12	14	0	68	18	46	48	55	94	78	61	17	65	69	16	106	78	31	22	28	36	27	88	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	926	22	6	10	14	23	15	14	9	24	10	12	27	28	18	14	8	4	4	27	13	0	6	4	9	26	31	18	12	5	1	10	40	17	8	36	5	0	3	12	8	16	11	15	40	23	36	0	10	7	9	20	5	35	22	21	1	6	17	24	40	15					
8	Число бюллетеней в стационарных ящиках для голосования	16702	212	150	273	190	256	223	161	280	354	102	119	301	882	473	817	474	532	502	474	280	402	111	39	309	384	151	342	109	74	126	226	425	268	154	316	360	130	110	233	155	315	190	385	365	399	671	244	305	108	332	202	89	278	280	108	103	110	155	146	342	96					
9	Число недействительных избирательных бюллетеней	60	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	4	0	1	1	0	0	1	14	0	0	2	0	5	0					
10	Число действительных избирательных бюллетеней	17568	234	156	279	204	279	238	175	289	378	112	131	328	910	491	831	482	536	502	497	293	402	117	43	316	408	177	360	121	79	127	236	465	285	162	352	365	130	113	239	158	331	201	400	405	422	707	244	311	115	340	221	94	313	301	115	104	116	170	170	377	111					
11	Число полученных открепительных  удостоверений	1737	8	5	25	5	45	40	20	20	10	17	3	30	11	30	75	56	20	8	20	47	20	16	6	55	20	15	20	5	11	5	40	40	30	5	25	36	5	10	10	0	50	20	23	20	45	65	70	37	5	35	60	15	85	70	26	25	25	40	32	90	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1723	8	5	25	5	45	40	20	20	10	17	3	30	11	30	75	56	20	8	20	47	20	16	6	55	20	15	13	5	11	5	40	40	30	5	25	36	5	10	10	0	50	20	23	20	42	65	70	37	5	35	60	15	83	68	26	25	25	40	32	90	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	274	2	1	1	2	4	3	3	1	5	5	3	5	7	16	11	10	7	1	4	7	3	14	5	2	1	2	2	2	7	4	0	5	2	2	17	3	2	0	2	5	8	3	2	2	4	9	6	6	1	6	6	4	3	9	2	3	2	4	7	7	2					
14	Число неиспользованных открепительных удостоверений	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	62	0	1	0	4	1	0	1	0	1	0	0	0	4	6	10	0	3	1	1	0	0	0	0	1	1	0	8	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	3	1	0	1	0	1	2	0	0	0	0	0	1	0	1	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																				
