Выборы Президента Российской Федерации																																																																							
Дата голосования: 04.03.2012																																																																							
																																																																							
Наименование Избирательной комиссии:    Мишкинская																																																																							
																																																																							
Сводная таблица итогов голосования																																																																							
																																																																							
	Число участковых избирательных комиссий	60																																																																					
	Число участковых избирательных комиссий, приступивших к передаче сведений	60																																																																					
																																																																							
		Сумма	УИК №2667	УИК №2668	УИК №2669	УИК №2670	УИК №2671	УИК №2672	УИК №2673	УИК №2674	УИК №2675	УИК №2676	УИК №2677	УИК №2678	УИК №2679	УИК №2680	УИК №2681	УИК №2682	УИК №2683	УИК №2684	УИК №2685	УИК №2686	УИК №2687	УИК №2688	УИК №2689	УИК №2690	УИК №2691	УИК №2692	УИК №2693	УИК №2694	УИК №2695	УИК №2696	УИК №2697	УИК №2698	УИК №2699	УИК №2700	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726									
1	Число избирателей, включенных в список избирателей	16683	156	258	263	203	198	128	273	273	315	101	327	109	628	736	650	595	561	498	538	149	225	101	264	125	467	235	156	342	350	392	230	93	327	106	63	98	311	345	122	281	183	339	357	411	624	234	278	350	100	141	324	298	96	245	162	162	117	120	436	114									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	20530	190	320	300	210	240	160	330	310	390	130	370	120	760	910	900	660	740	570	600	170	270	140	330	160	650	310	200	440	430	520	320	130	400	120	90	110	330	410	140	380	220	430	450	490	800	300	340	390	120	160	400	400	110	290	220	210	150	150	490	150									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	12887	122	228	232	154	144	99	205	219	255	77	264	87	481	581	542	443	462	361	383	122	156	86	199	83	347	201	116	241	230	277	186	87	258	81	51	85	190	293	87	221	135	275	272	309	457	204	192	266	90	98	270	256	84	181	125	127	106	89	317	98									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2053	28	22	31	26	39	19	61	30	27	18	34	20	50	80	51	50	38	50	49	14	30	12	36	36	56	13	23	60	79	74	40	6	58	25	12	13	61	51	32	34	38	28	69	50	71	27	25	59	7	24	15	15	10	14	28	17	10	25	21	12									
6	Число погашенных избирательных бюллетеней	5590	40	70	37	30	57	42	64	61	108	35	72	13	229	249	307	167	240	159	168	34	84	42	95	41	247	96	61	139	121	169	94	37	84	14	27	12	79	66	21	125	47	127	109	131	272	69	123	65	23	38	115	129	16	95	67	66	34	36	152	40									
