Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																	
Дата голосования: 04.12.2011																	
																	
Наименование Избирательной комиссии:    Октябрьская																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480					
1	"Число избирателей, внесенных в список избирателей"	4306	365	160	139	328	270	2263	129	225	208	219					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	3990	330	150	130	310	240	2100	120	210	190	210					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	2144	200	86	66	144	106	1141	73	115	101	112					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	343	27	16	18	46	28	127	16	12	28	25					
6	Число погашенных избирательных бюллетеней	1503	103	48	46	120	106	832	31	83	61	73					
7	Число избирательных бюллетеней в переносных ящиках для голосования	343	27	16	18	46	28	127	16	12	28	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2144	200	86	66	144	106	1141	73	115	101	112					
9	Число недействительных избирательных бюллетеней	26	0	0	4	1	1	18	1	0	0	1					
10	Число действительных избирательных бюллетеней	2461	227	102	80	189	133	1250	88	127	129	136					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	59	5	3	3	8	5	17	3	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	26	1	0	3	8	0	10	2	1	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	22	1	0	1	1	1	14	1	1	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	33	4	3	0	0	5	7	1	4	5	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	0	0	0	2	3	14	1	0	0	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	541	49	26	20	36	25	241	42	28	35	39					
		21.75%	21.59%	25.49%	23.81%	18.95%	18.66%	19.01%	47.19%	22.05%	27.13%	28.47%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	476	42	20	19	54	25	218	11	31	33	23					
		19.14%	18.50%	19.61%	22.62%	28.42%	18.66%	17.19%	12.36%	24.41%	25.58%	16.79%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	2	0	1	2	1	10	0	0	1	0					
		0.68%	0.88%	0.00%	1.19%	1.05%	0.75%	0.79%	0.00%	0.00%	0.78%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	578	50	24	14	39	32	328	12	24	21	34					
		23.24%	22.03%	23.53%	16.67%	20.53%	23.88%	25.87%	13.48%	18.90%	16.28%	24.82%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	3	0	0	1	0	17	1	2	0	0					
		0.97%	1.32%	0.00%	0.00%	0.53%	0.00%	1.34%	1.12%	1.57%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	814	79	32	23	57	50	431	22	41	39	40					
		32.73%	34.80%	31.37%	27.38%	30.00%	37.31%	33.99%	24.72%	32.28%	30.23%	29.20%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	11	2	0	3	0	0	5	0	1	0	0					
		0.44%	0.88%	0.00%	3.57%	0.00%	0.00%	0.39%	0.00%	0.79%	0.00%	0.00%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
