Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																		
Дата голосования: 02.12.2007																		
																		
Наименование Избирательной комиссии:    Октябрьская																		
																		
Сводная таблица результатов выборов																		
																		
		Сумма	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485					
1	"Число избирателей, внесенных в списки избирателей"	4453	166	2264	143	231	233	250	367	177	152	98	372					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	4050	139	2039	132	212	214	240	334	166	140	95	339					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	2487	100	1188	101	136	126	159	242	104	77	64	190					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	411	15	150	12	27	32	27	32	13	16	9	78					
6	Число погашенных избирательных бюллетеней	1152	24	701	19	49	56	54	60	49	47	22	71					
7	Число избирательных бюллетеней в переносных ящиках для голосования	411	15	150	12	27	32	27	32	13	16	9	78					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2487	100	1188	101	136	126	159	242	104	77	64	190					
9	Число недействительных избирательных бюллетеней	17	0	7	1	1	1	3	1	1	0	0	2					
10	Число действительных избирательных бюллетеней	2881	115	1331	112	162	157	183	273	116	93	73	266					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	48	3	18	2	3	3	3	4	3	3	2	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	21	0	17	0	1	0	1	0	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	15	1	7	1	0	1	1	1	0	1	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	27	3	1	2	2	3	2	4	3	3	2	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	3	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
																		
18	1.Политическая партия «Аграрная партия России»	196	6	100	0	11	7	9	18	16	8	1	20					
		6.76%	5.22%	7.47%	0.00%	6.75%	4.43%	4.84%	6.57%	13.68%	8.60%	1.37%	7.46%					
19	2.Всероссийская политическая партия «Гражданская Сила»	3	0	1	0	0	1	0	1	0	0	0	0					
		0.10%	0.00%	0.07%	0.00%	0.00%	0.63%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	4	0	2	1	1	0	0	0	0	0	0	0					
		0.14%	0.00%	0.15%	0.88%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	225	6	108	8	11	9	16	19	11	8	4	25					
		7.76%	5.22%	8.07%	7.08%	6.75%	5.70%	8.60%	6.93%	9.40%	8.60%	5.48%	9.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	3	0	2	0	0	0	0	0	0	0	1	0					
		0.10%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.37%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	8	0	6	2	0	0	0	0	0	0	0	0					
		0.28%	0.00%	0.45%	1.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	243	6	122	6	10	9	23	28	6	4	8	21					
		8.39%	5.22%	9.12%	5.31%	6.13%	5.70%	12.37%	10.22%	5.13%	4.30%	10.96%	7.84%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	314	8	130	17	25	14	26	46	10	4	13	21					
		10.84%	6.96%	9.72%	15.04%	15.34%	8.86%	13.98%	16.79%	8.55%	4.30%	17.81%	7.84%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	8	1	5	0	0	0	0	1	0	0	1	0					
		0.28%	0.87%	0.37%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	1.37%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	1870	88	851	78	103	117	109	160	72	69	45	178					
		64.53%	76.52%	63.60%	69.03%	63.19%	74.05%	58.60%	58.39%	61.54%	74.19%	61.64%	66.42%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	7	0	4	0	1	0	0	0	1	0	0	1					
		0.24%	0.00%	0.30%	0.00%	0.61%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.37%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
