Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Первомайская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338					
1	"Число избирателей, внесенных в список избирателей"	21849	148	682	335	538	197	572	199	572	417	174	204	931	81	85	63	825	185	215	75	178	623	110	126	246	117	836	116	676	2524	1129	1854	1664	379	292	161	114	167	350	420	646	433	491	314	772	613					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21860	150	660	340	535	200	580	205	570	400	175	205	900	85	90	85	800	185	225	80	185	625	110	135	250	115	835	120	670	2590	1130	1800	1650	390	285	165	120	165	350	420	645	435	495	315	770	620					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10681	97	289	180	241	83	271	145	255	154	84	107	526	54	69	61	419	94	113	53	115	324	79	73	128	59	405	72	346	1026	568	804	708	202	142	96	52	47	209	177	347	244	293	211	365	294					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	974	2	30	26	68	36	16	1	42	51	13	7	37	0	0	2	27	9	6	6	10	30	9	5	11	6	18	5	52	35	10	18	45	11	14	12	0	51	5	37	56	15	52	16	44	28					
6	Число погашенных избирательных бюллетеней	10205	51	341	134	226	81	293	59	273	195	78	91	337	31	21	22	354	82	106	21	60	271	22	57	111	50	412	43	272	1529	552	978	897	177	129	57	68	67	136	206	242	176	150	88	361	298					
7	Число избирательных бюллетеней в переносных ящиках для голосования	974	2	30	26	68	36	16	1	42	51	13	7	37	0	0	2	27	9	6	6	10	30	9	5	11	6	18	5	52	35	10	18	45	11	14	12	0	51	5	37	56	15	52	16	44	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10681	97	289	180	241	83	271	145	255	154	84	107	526	54	69	61	419	94	113	53	115	324	79	73	128	59	405	72	346	1026	568	804	708	202	142	96	52	47	209	177	347	244	293	211	365	294					
9	Число недействительных избирательных бюллетеней	146	1	6	0	3	2	6	0	4	4	1	1	6	0	0	1	10	1	1	0	1	1	0	1	2	0	11	1	11	11	6	6	11	3	5	3	1	0	0	1	7	8	1	3	4	1					
10	Число действительных избирательных бюллетеней	11509	98	313	206	306	117	281	146	293	201	96	113	557	54	69	62	436	102	118	59	124	353	88	77	137	65	412	76	387	1050	572	816	742	210	151	105	51	98	214	213	396	251	344	224	405	321					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	95	1	2	1	4	1	2	1	2	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	2	7	7	12	5	3	2	2	1	1	1	1	2	2	3	1	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	57	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	1	5	6	12	5	3	2	1	0	0	0	0	2	2	3	1	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	39	1	0	2	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	2	0	0	0	0	1	1	3	3	1	5	4	0	0	0	0	1	0	1	0	3	0	1	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	38	1	2	1	0	1	2	1	2	0	1	1	2	1	1	1	2	1	1	1	1	1	1	1	0	1	1	0	1	2	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
