Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Буйнакская городская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125					
1	"Число избирателей, внесенных в списки"	37931	1982	2028	2034	1447	1030	2970	1561	2006	1118	2464	1125	2035	1653	1570	2227	2430	1480	1500	1904	1677	1690					
2	"Число бюллетеней, полученных участковыми комиссиями"	37556	1630	2030	2030	1450	1030	2970	1560	2006	1120	2430	1130	2030	1650	1570	2240	2430	1480	1500	1900	1680	1690					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	25479	1058	1887	1512	980	744	1871	935	1459	756	1711	704	1111	1331	1076	1732	1637	962	924	1145	928	1016					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	138	6	0	0	4	0	53	0	0	0	0	0	0	0	0	32	43	0	0	0	0	0					
6	Число погашенных бюллетеней	11939	566	143	518	466	286	1046	625	547	364	719	426	919	319	494	476	750	518	576	755	752	674					
7	Число бюллетеней в переносных ящиках для голосования	138	6	0	0	4	0	53	0	0	0	0	0	0	0	0	32	43	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	25479	1058	1887	1512	980	744	1871	935	1459	756	1711	704	1111	1331	1076	1732	1637	962	924	1145	928	1016					
9	Число недействительных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных бюллетеней	25617	1064	1887	1512	984	744	1924	935	1459	756	1711	704	1111	1331	1076	1764	1680	962	924	1145	928	1016					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	155	15	5	5	5	5	5	5	5	5	5	5	15	5	5	15	15	15	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	26	2	0	2	1	0	0	1	0	0	1	0	5	3	0	6	5	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	37	5	0	3	1	2	5	3	0	0	2	1	1	2	0	0	0	2	3	2	1	4					
14	Число погашенных открепительных удостоверений	129	13	5	3	4	5	5	4	5	5	4	5	10	2	5	9	10	15	5	5	5	5					
15	Число открепительных удостоверений выданных ТИК	6	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	5	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0					
		0.01%	0.09%	0.0%	0.06%	0.0%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0					
		0.01%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.05%	0.0%	0.10%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
