Выборы Президента Российской Федерации																																											
																																											
Наименование Избирательной комиссии:    Звениговская																																											
																																											
Итоги голосования 																																											
																																											
		Сумма	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273					
1	"Число избирателей, внесенных в список"	32232	2232	1907	2169	1660	1685	867	1427	1200	1452	1141	1639	488	109	1832	1113	342	166	1475	796	756	543	272	66	689	74	425	50	464	1716	962	635	440	770	153	176	341					
2	Число полученных избирательных бюллетеней	30766	2060	1730	2060	1470	1540	900	1320	1140	1220	1070	1570	470	100	1640	1070	330	170	1460	850	790	550	270	70	760	80	470	60	500	1600	970	624	450	740	172	170	320					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	19793	1422	1066	1314	1000	1078	415	816	783	746	732	1052	330	96	1183	786	221	114	960	510	423	333	181	51	426	61	254	28	310	1002	584	302	295	517	101	91	210					
5	"Число избирательных бюллетеней, выданных вне помещения"	2789	51	21	54	134	45	356	140	67	105	18	124	42	4	50	70	57	25	106	68	122	83	28	0	88	10	58	8	79	264	60	172	52	86	34	56	52					
6	Число погашенных избирательных бюллетеней	8184	587	643	692	336	417	129	364	290	369	320	394	98	0	407	214	52	31	394	272	245	134	61	19	246	9	158	24	111	334	326	150	103	137	37	23	58					
7	Число избирательных бюллетеней в переносных ящиках	2789	51	21	54	134	45	356	140	67	105	18	124	42	4	50	70	57	25	106	68	122	83	28	0	88	10	58	8	79	264	60	172	52	86	34	56	52					
8	Число бюллетеней в стационарных ящиках для голосования	19791	1422	1066	1314	1000	1076	415	816	783	746	732	1052	330	96	1183	786	221	114	960	510	423	333	181	51	426	61	254	28	310	1002	584	302	295	517	101	91	210					
9	Число недействительных избирательных бюллетеней	285	24	18	8	13	12	3	15	4	15	5	13	4	0	12	9	4	2	10	5	7	3	2	2	15	1	3	0	6	31	2	5	7	14	2	1	8					
10	Число действительных избирательных бюллетеней	22295	1449	1069	1360	1121	1109	768	941	846	836	745	1163	368	100	1221	847	274	137	1056	573	538	413	207	49	499	70	309	36	383	1235	642	469	340	589	133	146	254					
