Выборы Президента Российской Федерации																																																									
Дата голосования: 02.03.2008																																																									
																																																									
Наименование Избирательной комиссии:    Звениговская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
	Число участковых избирательных комиссий	50																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																							
																																																									
		Сумма	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279					
1	"Число избирателей, включенных в списки избирателей"	32334	606	650	744	852	932	736	1042	848	1051	853	694	261	684	316	1297	1243	814	1115	729	316	434	153	495	1514	823	1479	803	549	1148	466	501	502	484	427	224	343	266	599	1006	987	477	736	375	171	144	678	462	130	57	118					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34750	690	715	860	920	1160	740	1040	1100	1200	970	860	250	690	340	1330	1260	920	1150	760	330	390	140	450	1500	900	1650	850	550	1200	500	500	550	550	490	250	380	300	650	1000	1000	530	740	350	160	170	770	530	150	65	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	24398	532	547	685	674	761	703	868	747	783	579	663	184	455	230	934	840	535	839	599	232	321	115	341	1090	459	1042	491	373	921	308	321	426	331	316	164	221	195	505	829	818	361	574	249	86	96	505	346	86	43	75					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4203	33	46	59	92	79	33	74	62	79	189	31	45	218	50	189	201	64	45	30	58	53	19	84	191	213	200	122	96	128	105	120	29	101	48	55	99	46	63	72	83	60	58	75	71	38	134	72	41	10	40					
6	Число погашенных избирательных бюллетеней	6149	125	122	116	154	320	4	98	291	338	202	166	21	17	60	207	219	321	266	131	40	16	6	25	219	228	408	237	81	151	87	59	95	118	126	31	60	59	82	99	99	109	108	26	3	36	131	112	23	12	85					
