Выборы Президента Российской Федерации																																																																																																																	
Дата голосования: 04.03.2012																																																																																																																	
																																																																																																																	
Наименование Избирательной комиссии:    Казань, Советская																																																																																																																	
																																																																																																																	
Сводная таблица итогов голосования																																																																																																																	
																																																																																																																	
	Число участковых избирательных комиссий	102																																																																																																															
	Число участковых избирательных комиссий, приступивших к передаче сведений	102																																																																																																															
																																																																																																																	
		Сумма	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450									
1	Число избирателей, включенных в список избирателей	220330	1418	3121	2864	2816	1346	2165	2690	1197	2360	2757	2741	2764	2577	1702	2318	2850	2335	2547	2597	2170	680	1825	812	2465	2770	2109	2275	2130	2579	2010	2631	2078	2445	2071	1627	2208	1893	1847	2364	1327	620	2795	2284	2468	1196	2322	2208	2196	2104	2280	2165	2429	2361	2079	2083	2314	1468	2680	2560	2482	2508	2766	2725	2779	2765	2745	2920	2807	2781	2895	2810	2610	2723	2798	2452	2512	2467	2485	2484	2344	2965	2416	2769	2304	2382	2724	2794	2617	2697	2218	2377	2313	2838	175	256	146	204	411	189	647	846	91									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	177189	1100	2400	2200	2000	1000	1700	2200	1000	1700	2300	2200	2200	2100	1300	1900	2300	1800	2100	2000	1700	500	1500	700	2000	2200	1700	1900	1700	2100	1600	2200	1700	2000	1700	1300	1800	1500	1500	1900	1000	500	2200	1800	2000	1000	1900	1800	1800	1700	1800	1800	1900	1900	1700	1700	1900	1100	2200	1900	2000	2000	2300	2200	2300	2200	2200	2300	2300	2300	2300	2300	2200	2300	2200	2000	2100	2000	2000	2100	1900	2300	1700	2300	1900	1900	2200	2300	2100	2200	1800	1800	1700	2200	175	256	146	214	423	190	647	847	91									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	139129	710	1935	1709	1845	901	1502	1572	759	1458	1885	1696	1858	1526	1122	1369	1726	1616	1585	1607	1400	449	1022	527	1495	1650	1324	1356	1300	1473	1251	1669	1345	1534	1239	1066	1453	1214	1361	1505	663	452	1714	1611	1578	525	1560	1303	1326	1299	1360	1250	1463	1445	1288	1240	1490	952	1707	1632	1367	1386	1738	1777	1783	1808	1854	1949	1669	2169	1781	1772	1535	1887	1796	1449	1550	1588	1491	1724	1307	2007	1574	1856	1454	1569	1754	1792	1673	1787	1361	1485	1330	1723	175	240	128	129	273	176	545	846	0									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	6297	150	32	64	61	7	71	55	31	51	44	40	27	72	49	65	149	28	75	10	140	9	128	66	58	139	33	41	31	103	199	19	26	81	50	41	22	86	51	46	191	17	227	46	31	335	16	50	61	58	76	126	65	125	106	65	41	25	55	60	148	168	85	111	31	39	13	31	27	25	37	22	105	41	25	26	17	44	48	43	42	27	24	19	32	16	28	44	28	21	15	56	88	105	0	3	18	75	138	13	102	0	91									
6	Число погашенных избирательных бюллетеней	31763	240	433	427	94	92	127	573	210	191	371	464	315	502	129	466	425	156	440	383	160	42	350	107	447	411	343	503	369	524	150	512	329	385	411	193	325	200	88	349	146	31	259	143	391	140	324	447	413	343	364	424	372	330	306	395	369	123	438	208	485	446	477	312	486	353	333	320	604	106	482	506	560	372	379	525	533	368	461	333	551	266	102	425	414	315	418	464	399	392	424	259	282	372	0	13	0	10	12	1	0	1	0									
7	Число избирательных бюллетеней в переносных ящиках для голосования	6297	150	32	64	61	7	71	55	31	51	44	40	27	72	49	65	149	28	75	10	140	9	128	66	58	139	33	41	31	103	199	19	26	81	50	41	22	86	51	46	191	17	227	46	31	335	16	50	61	58	76	126	65	125	106	65	41	25	55	60	148	168	85	111	31	39	13	31	27	25	37	22	105	41	25	26	17	44	48	43	42	27	24	19	32	16	28	44	28	21	15	56	88	105	0	3	18	75	138	13	102	0	91									
8	Число бюллетеней в стационарных ящиках для голосования	138996	710	1933	1705	1845	901	1501	1572	758	1458	1885	1696	1858	1524	1121	1368	1725	1616	1585	1601	1400	449	1022	527	1495	1650	1324	1356	1300	1472	1251	1669	1342	1534	1239	1064	1452	1212	1359	1505	663	452	1713	1611	1574	525	1560	1299	1326	1289	1360	1250	1463	1443	1286	1240	1490	952	1700	1632	1366	1383	1738	1775	1781	1802	1854	1949	1669	2169	1781	1771	1533	1887	1772	1449	1550	1587	1491	1724	1303	2004	1574	1851	1450	1567	1754	1787	1673	1787	1359	1479	1330	1723	175	240	128	129	273	176	545	846	0									
9	Число недействительных избирательных бюллетеней	1436	5	18	26	5	25	9	10	19	5	31	11	27	16	16	18	25	20	15	29	15	7	7	2	20	11	15	24	16	9	17	11	18	0	11	5	34	7	25	8	3	3	5	11	10	12	1	21	5	20	15	7	14	6	23	9	8	16	33	14	2	6	18	5	26	19	24	5	25	12	15	22	21	22	7	9	12	76	31	4	10	38	12	11	24	38	10	9	5	0	22	23	5	3	0	6	0	0	4	2	25	0	0									
10	Число действительных избирательных бюллетеней	143857	855	1947	1743	1901	883	1563	1617	770	1504	1898	1725	1858	1580	1154	1415	1849	1624	1645	1582	1525	451	1143	591	1533	1778	1342	1373	1315	1566	1433	1677	1350	1615	1278	1100	1440	1291	1385	1543	851	466	1935	1646	1595	848	1575	1328	1382	1327	1421	1369	1514	1562	1369	1296	1523	961	1722	1678	1512	1545	1805	1881	1786	1822	1843	1975	1671	2182	1803	1771	1617	1906	1790	1466	1555	1555	1508	1763	1335	1993	1586	1859	1458	1545	1772	1822	1696	1808	1352	1512	1413	1825	175	237	146	204	407	187	622	846	91									
11	Число полученных открепительных  удостоверений	4225	20	66	70	63	35	40	40	25	35	65	40	60	40	30	40	55	30	61	76	40	20	30	20	30	40	50	40	40	35	40	45	40	40	45	35	46	30	30	30	20	10	45	33	58	20	45	30	30	50	35	45	35	40	30	45	50	40	45	50	35	44	50	45	48	40	55	50	60	60	55	70	50	46	53	76	55	45	70	80	60	94	45	60	55	50	61	80	50	50	45	30	30	50	0	5	0	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	3981	20	63	67	63	34	37	40	23	35	65	29	59	40	24	36	55	26	59	76	30	20	30	15	30	39	50	34	38	31	40	44	40	40	45	31	46	28	28	25	20	6	37	31	57	14	42	24	30	42	35	43	35	35	18	45	44	40	41	47	35	41	50	45	45	33	52	49	52	55	55	70	50	45	53	75	55	45	66	75	51	94	45	60	52	50	61	75	38	50	45	22	18	50	0	3	0	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	3504	13	59	179	67	71	46	26	16	34	37	45	55	15	43	41	19	90	40	57	26	27	49	20	5	55	26	24	56	25	26	16	52	29	4	23	12	26	17	38	19	21	19	22	19	9	27	37	27	27	65	29	38	24	6	15	28	23	32	50	22	43	41	29	34	25	30	48	17	43	40	45	17	13	45	32	28	49	32	21	41	97	50	37	41	41	83	13	67	11	53	23	23	23	4	129	20	5	25	7	1	0	10									
14	Число неиспользованных открепительных удостоверений	244	0	3	3	0	1	3	0	2	0	0	11	1	0	6	4	0	4	2	0	10	0	0	5	0	1	0	6	2	4	0	1	0	0	0	4	0	2	2	5	0	4	8	2	1	6	3	6	0	8	0	2	0	5	12	0	6	0	4	3	0	3	0	0	3	7	3	1	8	5	0	0	0	1	0	1	0	0	4	5	9	0	0	0	3	0	0	5	12	0	0	8	12	0	0	2	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	75	0	2	2	4	0	0	0	2	1	3	1	2	0	0	0	1	1	1	1	1	0	0	0	0	1	3	1	0	0	0	1	1	0	3	2	0	1	2	0	2	0	0	1	0	0	1	0	0	0	2	1	0	2	0	1	2	0	1	0	2	0	2	0	0	2	0	1	0	0	1	2	0	3	1	1	1	0	2	0	1	1	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0									
