Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Вяземская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563					
1	"Число избирателей, внесенных в списки"	20265	105	226	576	173	237	431	228	576	700	343	665	413	147	1274	410	204	347	209	1452	881	805	1540	1070	1635	1615	1375	1671	957					
2	"Число бюллетеней, полученных участковыми комиссиями"	18815	130	220	535	190	204	435	320	570	700	335	660	416	200	1280	420	195	375	200	1300	850	740	1320	1002	1423	1410	1186	1459	740					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9297	103	133	308	104	167	240	216	315	329	222	355	227	136	545	227	86	165	141	477	312	283	626	354	769	775	528	590	564					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	562	2	40	14	3	14	10	12	12	9	20	25	3	11	60	14	0	11	7	45	17	52	23	29	33	20	25	23	28					
6	Число погашенных бюллетеней	8956	25	47	213	83	23	185	92	243	362	93	280	186	53	675	179	109	199	52	778	521	405	671	619	621	615	633	846	148					
7	Число бюллетеней в переносных ящиках для голосования	562	2	40	14	3	14	10	12	12	9	20	25	3	11	60	14	0	11	7	45	17	52	23	29	33	20	25	23	28					
8	Число бюллетеней в стационарных ящиках для голосования	9291	103	133	308	104	167	239	216	315	329	222	355	227	136	545	227	86	165	141	477	312	283	626	354	769	774	526	588	564					
9	Число недействительных бюллетеней	130	0	1	2	6	2	3	1	11	10	1	11	7	0	10	2	0	4	3	4	0	2	5	6	8	6	4	7	14					
10	Число действительных бюллетеней	9723	105	172	320	101	179	246	227	316	328	241	369	223	147	595	239	86	172	145	518	329	333	644	377	794	788	547	604	578					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	290	7	7	8	7	7	8	8	9	9	7	8	8	7	13	7	7	7	7	15	15	15	15	15	15	15	15	15	14					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	77	3	0	4	0	1	2	0	6	0	6	6	1	0	3	2	0	2	2	2	1	1	3	5	12	6	5	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	58	0	1	1	1	0	0	0	1	2	1	6	1	1	1	3	1	0	2	4	2	3	4	2	3	2	5	9	2					
14	Число погашенных открепительных удостоверений	213	4	7	4	7	6	6	8	3	9	1	2	7	7	10	5	7	5	5	13	14	14	12	10	3	9	10	14	11					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	123	0	3	4	3	1	5	2	3	9	5	5	11	1	13	4	1	4	0	8	8	4	3	1	6	2	1	10	6					
