Выборы Президента Российской Федерации																																																
																																																
Наименование Избирательной комиссии:    Ленинский территориальный округ г. Томска																																																
																																																
Итоги голосования 																																																
																																																
		Сумма	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №261	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744					
1	"Число избирателей, внесенных в список"	78596	1144	1591	2450	760	382	2387	300	1115	1533	2310	2097	1448	1348	1106	2365	2363	2338	2302	2578	2727	2049	2018	2371	2133	2554	2422	2748	2218	2524	1043	1955	2616	2394	2507	2895	2070	1915	1000	751	1246	2523					
2	Число полученных избирательных бюллетеней	75000	1100	1500	2400	700	350	2300	250	1000	1500	2200	2000	1300	1300	950	2200	2300	2300	2200	2500	2500	2000	2000	2300	2000	2500	2400	2500	2200	2500	950	1900	2500	2300	2500	2700	2000	1800	900	700	1200	2300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	45054	613	664	1253	358	191	1427	141	608	654	1028	1126	761	658	637	1419	1504	1404	1385	1553	1659	1253	1267	1564	1347	1644	1495	1605	1470	1540	607	1195	1372	1287	1433	1595	1189	1016	582	418	792	1340					
5	"Число избирательных бюллетеней, выданных вне помещения"	1360	22	68	39	42	27	50	14	34	26	34	32	23	34	26	38	49	18	37	34	34	30	24	19	37	29	36	75	35	36	18	26	29	55	31	37	75	14	27	8	14	24					
6	Число погашенных избирательных бюллетеней	28586	465	768	1108	300	132	823	95	358	820	1138	842	516	608	287	743	747	878	778	913	807	717	709	717	616	827	869	820	695	924	325	679	1099	958	1036	1068	736	770	291	274	394	936					
7	Число избирательных бюллетеней в переносных ящиках	1360	22	68	39	42	27	50	14	34	26	34	32	23	34	26	38	49	18	37	34	34	30	24	19	37	29	36	75	35	36	18	26	29	55	31	37	75	14	27	8	14	24					
8	Число бюллетеней в стационарных ящиках для голосования	45026	613	664	1253	358	191	1427	141	607	654	1028	1123	761	658	637	1419	1504	1403	1385	1553	1656	1253	1264	1564	1345	1642	1493	1604	1470	1540	607	1194	1372	1287	1433	1595	1189	1008	582	418	791	1340					
9	Число недействительных избирательных бюллетеней	390	8	10	15	3	7	10	0	11	7	11	16	16	14	9	8	22	9	12	9	11	13	7	11	5	13	11	10	15	8	4	7	8	9	5	16	12	12	2	3	6	5					
10	Число действительных избирательных бюллетеней	45996	627	722	1277	397	211	1467	155	630	673	1051	1139	768	678	654	1449	1531	1412	1410	1578	1679	1270	1281	1572	1377	1658	1518	1669	1490	1568	621	1213	1393	1333	1459	1616	1252	1010	607	423	799	1359					
11	Число полученных открепительных  удостоверений	1540	30	40	40	30	30	40	30	30	40	40	40	40	40	30	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	30	40	40	40	40	40	40	40	30	30	30	40					
12	Число выданных открепительных удостоверений	691	9	8	13	6	3	18	1	10	3	19	10	16	20	4	29	13	33	31	26	21	22	15	13	22	29	26	19	29	32	9	19	20	21	14	20	16	11	15	11	16	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	629	12	9	5	13	16	15	10	20	10	9	13	20	9	27	20	17	15	19	17	18	18	11	21	18	23	19	16	17	10	19	17	23	18	13	15	24	14	7	12	13	7					
14	Число неиспользованных открепительных удостоверений	849	21	32	27	24	27	22	29	20	37	21	30	24	20	26	11	27	7	9	14	19	18	25	27	18	11	14	21	11	8	21	21	20	19	26	20	24	29	15	19	14	21					
