Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Район Замоскворечье																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №3010	УИК №3011	УИК №3012					
1	"Число избирателей, внесенных в списки"	33152	2198	1989	1932	1795	1688	3008	2319	1557	1474	936	2287	1684	2199	1596	1204	1964	2837	192	167	126					
2	"Число бюллетеней, полученных участковыми комиссиями"	30545	2010	1800	1800	1600	1520	2400	2190	1400	2060	840	1990	1460	1950	1460	1100	1800	2550	200	225	190					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19354	1247	1139	1072	967	827	1637	1301	912	1401	485	1406	1058	1194	814	678	1128	1606	192	164	126					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	694	50	51	53	29	55	53	49	21	73	19	33	30	38	32	17	34	57	0	0	0					
6	Число погашенных бюллетеней	10484	702	610	675	604	638	710	840	465	586	336	551	372	718	614	405	638	887	8	61	64					
7	Число бюллетеней в переносных ящиках для голосования	694	50	51	53	29	55	53	49	21	73	19	33	30	38	32	17	34	57	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	19187	1186	1139	1072	965	824	1632	1298	909	1394	485	1406	1029	1143	812	678	1127	1606	192	164	126					
9	Число недействительных бюллетеней	156	13	11	15	6	4	15	9	8	13	8	15	9	7	5	6	2	9	0	0	1					
10	Число действительных бюллетеней	19725	1223	1179	1110	988	875	1670	1338	922	1454	496	1424	1050	1174	839	689	1159	1654	192	164	125					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	867	45	35	46	40	25	305	45	35	45	25	45	25	45	26	35	0	45	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	719	32	35	45	35	14	299	34	22	33	18	25	17	33	23	20	0	34	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	851	29	40	25	60	76	52	32	54	138	42	123	0	29	38	55	29	29	0	0	0					
14	Число погашенных открепительных удостоверений	148	13	0	1	5	11	6	11	13	12	7	20	8	12	3	15	0	11	0	0	0					
15	Число открепительных удостоверений выданных ТИК	9	0	2	0	0	1	2	0	0	1	0	0	0	1	0	1	0	1	0	0	0					
16	Число утраченных бюллетеней	13	11	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	145	7	13	9	7	9	35	4	10	9	1	7	6	5	11	1	6	3	1	1	0					
		0.72%	0.56%	1.09%	0.8%	0.70%	1.02%	2.07%	0.29%	1.07%	0.61%	0.19%	0.48%	0.56%	0.42%	1.30%	0.14%	0.51%	0.18%	0.52%	0.60%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2278	145	182	153	138	122	143	184	134	176	32	118	117	154	124	45	105	186	5	7	8					
		11.45%	11.73%	15.29%	13.6%	13.88%	13.87%	8.48%	13.65%	14.40%	11.99%	6.34%	8.20%	11.04%	13.03%	14.69%	6.47%	9.04%	11.18%	2.60%	4.26%	6.34%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	401	27	24	23	20	11	28	18	13	30	10	30	29	23	22	16	22	32	10	11	2					
		2.01%	2.18%	2.01%	2.04%	2.01%	1.25%	1.66%	1.33%	1.39%	2.04%	1.98%	2.08%	2.73%	1.94%	2.60%	2.30%	1.89%	1.92%	5.20%	6.70%	1.58%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2656	165	154	150	161	133	172	226	145	191	54	188	137	171	116	100	137	219	10	17	10					
		13.35%	13.34%	12.94%	13.33%	16.19%	15.13%	10.20%	16.77%	15.59%	13.01%	10.71%	13.06%	12.93%	14.47%	13.74%	14.38%	11.80%	13.16%	5.20%	10.36%	7.93%					
22	"5. ""За Русь Святую"""	94	6	5	9	4	2	4	8	5	5	6	4	5	5	6	1	6	8	3	0	2					
