Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Пономаревская ТИК																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414					
1	"Число избирателей, внесенных в список избирателей"	12515	492	298	93	478	43	676	1013	208	70	341	88	500	178	559	442	296	61	152	383	265	232	670	141	1514	625	689	1501	102	405					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12166	538	293	91	462	40	664	1000	204	67	341	84	505	173	561	436	287	59	155	372	259	233	693	140	1431	568	643	1367	100	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7360	349	212	65	284	26	362	456	142	37	204	67	237	100	326	353	183	43	76	258	148	124	401	76	880	359	374	903	91	224					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	956	25	21	17	39	4	74	46	16	7	32	9	110	30	28	11	44	0	48	60	62	48	47	9	47	25	39	12	0	46					
6	Число погашенных избирательных бюллетеней	3850	164	60	9	139	10	228	498	46	23	105	8	158	43	207	72	60	16	31	54	49	61	245	55	504	184	230	452	9	130					
7	Число избирательных бюллетеней в переносных ящиках для голосования	956	25	21	17	39	4	74	46	16	7	32	9	110	30	28	11	44	0	48	60	62	48	47	9	47	25	39	12	0	46					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7360	349	212	65	284	26	362	456	142	37	204	67	237	100	326	353	183	43	76	258	148	124	401	76	880	359	374	903	91	224					
9	Число недействительных избирательных бюллетеней	90	11	0	0	2	0	6	5	3	0	4	1	3	0	5	0	4	7	0	3	1	0	10	0	8	2	0	14	0	1					
10	Число действительных избирательных бюллетеней	8226	363	233	82	321	30	430	497	155	44	232	75	344	130	349	364	223	36	124	315	209	172	438	85	919	382	413	901	91	269					
