Выборы Президента Российской Федерации																																																							
																																																							
Наименование Избирательной комиссии:    район Хорошево-Мневники																																																							
																																																							
Итоги голосования 																																																							
																																																							
		Сумма	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859	УИК №2860	УИК №2861	УИК №2862	УИК №2863	УИК №3200	УИК №3201	УИК №3202					
1	"Число избирателей, внесенных в список"	101800	2865	2442	2443	2376	2495	2747	2453	2446	2239	2336	2143	1929	1959	2243	2724	1603	1884	1638	1984	2395	2483	2330	2477	2211	2210	1719	2645	2767	1854	2656	2147	1828	2504	2043	1977	2114	1371	2222	1626	2188	2149	1889	2696	1932	1951	1014	1315	138					
2	Число полученных избирательных бюллетеней	90700	2300	2100	2200	2100	2200	2500	2200	2200	2000	2100	1900	1700	1700	2000	2400	1400	1600	1400	1700	2100	2200	2100	2200	1900	1900	1500	2300	2500	1700	2300	1900	1600	2200	1800	1700	1900	1200	1900	1400	1900	1900	1600	2400	1700	1700	1800	1500	200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	54649	1602	1324	1205	1184	1254	1380	1205	1178	1042	1175	1099	998	1015	1162	1405	887	1059	888	1108	1318	1246	1285	1301	1199	1258	981	1449	1505	1035	1367	962	921	1268	1005	1025	1104	793	1159	914	1267	1104	1001	1484	979	1092	1014	1315	128					
5	"Число избирательных бюллетеней, выданных вне помещения"	1196	3	19	12	43	23	25	22	31	20	29	24	17	28	40	26	23	27	19	22	20	48	37	28	31	31	26	28	27	33	33	29	30	47	36	14	49	16	27	24	38	21	22	14	24	10	0	0	0					
6	Число погашенных избирательных бюллетеней	34855	695	757	983	873	923	1095	973	991	938	896	777	685	657	798	969	490	514	493	570	762	906	778	871	670	611	493	823	968	632	900	909	649	885	759	661	747	391	714	462	595	775	577	902	697	598	786	185	72					
7	Число избирательных бюллетеней в переносных ящиках	1195	3	18	12	43	23	25	22	31	20	29	24	17	28	40	26	23	27	19	22	20	48	37	28	31	31	26	28	27	33	33	29	30	47	36	14	49	16	27	24	38	21	22	14	24	10	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	54270	1593	1317	1205	1173	1250	1380	1205	1177	1042	1175	1099	996	1011	1162	1401	887	1028	880	1108	1318	1241	1281	1273	1199	1225	981	1416	1505	1029	1367	959	918	1266	1005	988	1104	777	1159	914	1267	1104	995	1372	979	1082	1014	1315	128					
9	Число недействительных избирательных бюллетеней	697	14	12	17	14	14	21	14	12	11	9	4	9	16	49	11	8	12	8	9	5	10	14	12	9	8	15	26	7	20	11	24	4	8	23	49	14	6	7	12	6	18	5	16	12	5	22	65	0					
10	Число действительных избирательных бюллетеней	54768	1582	1323	1200	1202	1259	1384	1213	1196	1051	1195	1119	1004	1023	1153	1416	902	1043	891	1121	1333	1279	1304	1289	1221	1248	992	1418	1525	1042	1389	964	944	1305	1018	953	1139	787	1179	926	1299	1107	1012	1370	991	1087	992	1250	128					
11	Число полученных открепительных  удостоверений	2475	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	0	0	0					
12	Число выданных открепительных удостоверений	1018	32	19	26	20	22	26	25	22	24	26	20	23	21	25	29	16	18	22	14	25	17	29	25	26	22	21	26	31	30	16	18	19	30	19	19	19	12	19	21	22	19	27	40	17	19	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	817	21	24	17	19	22	15	12	17	10	14	8	11	24	17	21	10	24	28	11	26	4	22	8	16	25	15	19	16	20	12	4	15	20	14	16	7	16	23	13	27	25	25	31	22	19	0	32	0					
14	Число неиспользованных открепительных удостоверений	1457	23	36	29	35	33	29	30	33	31	29	35	32	34	30	26	39	37	33	41	30	38	26	30	29	33	34	29	24	25	39	37	36	25	36	36	36	43	36	34	33	36	28	15	38	36	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	18	0	1	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																							
18	. Глазьев Сергей Юрьевич	3685	99	80	70	78	81	69	82	70	48	74	65	68	65	75	72	78	61	62	87	80	124	87	96	86	98	95	98	86	89	89	55	69	73	58	69	73	43	107	66	118	73	77	106	78	89	15	100	4					
		6.64%	6.20%	5.99%	5.75%	6.41%	6.36%	4.91%	6.68%	5.79%	4.52%	6.15%	5.79%	6.71%	6.26%	6.24%	5.05%	8.57%	5.78%	6.90%	7.70%	5.98%	9.62%	6.60%	7.38%	6.99%	7.80%	9.43%	6.79%	5.61%	8.38%	6.36%	5.57%	7.28%	5.56%	5.57%	6.89%	6.33%	5.42%	9.02%	7.04%	9.04%	6.49%	7.57%	7.65%	7.78%	8.15%	1.48%	7.60%	3.12%					
19	. Малышкин Олег Александрович	709	26	15	18	17	14	16	16	14	17	4	13	10	10	12	29	10	9	15	15	9	17	11	17	14	12	18	21	26	13	20	17	12	15	12	7	6	6	9	11	19	15	6	17	14	8	64	12	1					
		1.28%	1.63%	1.12%	1.48%	1.40%	1.10%	1.14%	1.30%	1.16%	1.60%	0.33%	1.16%	0.99%	0.96%	1.00%	2.03%	1.10%	0.85%	1.67%	1.33%	0.67%	1.32%	0.83%	1.31%	1.14%	0.96%	1.79%	1.45%	1.70%	1.22%	1.43%	1.72%	1.27%	1.14%	1.15%	0.70%	0.52%	0.76%	0.76%	1.17%	1.46%	1.33%	0.59%	1.23%	1.40%	0.73%	6.31%	0.91%	0.78%					
20	. Миронов Сергей Михайлович	307	7	6	6	9	10	10	5	6	5	5	5	4	8	7	10	6	5	5	6	7	7	4	5	7	7	7	4	13	11	8	4	4	7	8	2	6	4	4	6	7	8	4	9	9	6	6	8	0					
		0.55%	0.44%	0.45%	0.49%	0.74%	0.79%	0.71%	0.41%	0.50%	0.47%	0.42%	0.45%	0.39%	0.77%	0.58%	0.70%	0.66%	0.47%	0.56%	0.53%	0.52%	0.54%	0.30%	0.38%	0.57%	0.56%	0.70%	0.28%	0.85%	1.04%	0.57%	0.40%	0.42%	0.53%	0.77%	0.20%	0.52%	0.50%	0.34%	0.64%	0.54%	0.71%	0.39%	0.65%	0.90%	0.55%	0.59%	0.61%	0.00%					
21	. Путин Владимир Владимирович	36512	1040	853	824	834	846	975	872	839	720	842	779	675	698	762	995	599	693	597	718	894	829	853	856	821	786	630	934	994	608	854	691	637	921	697	624	779	535	731	611	844	768	718	863	634	667	576	907	89					
