Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Динская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1251									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	33647	908	2431	2634	2546	2301	2544	2675	397	610	2616	1592	1747	1742	1498	834	945	2306	1515	155	1651									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32500	900	2400	2600	2500	2300	2500	2600	350	600	2500	1500	1600	1600	1400	800	900	2300	1400	150	1600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11801	337	609	709	698	744	1036	812	119	238	799	901	516	399	576	425	560	666	736	100	821									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1607	23	124	41	79	128	19	24	57	66	25	79	107	185	72	58	49	198	147	0	126									
6	Число погашенных избирательных бюллетеней	19092	540	1667	1850	1723	1428	1445	1764	174	296	1676	520	977	1016	752	317	291	1436	517	50	653									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1607	23	124	41	79	128	19	24	57	66	25	79	107	185	72	58	49	198	147	0	126									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11801	337	609	709	698	744	1036	812	119	238	799	901	516	399	576	425	560	666	736	100	821									
9	Число недействительных избирательных бюллетеней	126	2	2	7	4	2	11	4	5	0	2	17	10	2	11	3	6	19	10	0	9									
10	Число действительных избирательных бюллетеней	13282	358	731	743	773	870	1044	832	171	304	822	963	613	582	637	480	603	845	873	100	938									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	648	16	45	50	50	45	50	50	5	10	50	30	30	30	25	20	20	45	30	8	39									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	473	13	45	24	35	28	50	29	3	4	20	11	30	16	20	20	20	43	30	8	24									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	172	5	14	20	19	18	12	8	7	3	8	12	4	8	5	3	6	6	6	1	7									
14	Число погашенных неиспользованных открепительных удостоверений	175	3	0	26	15	17	0	21	2	6	30	19	0	14	5	0	0	2	0	0	15									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	3	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	232	8	4	18	15	15	6	17	6	2	13	21	10	8	17	10	6	16	17	3	20									
		1.73%	2.22%	0.55%	2.40%	1.93%	1.72%	0.57%	2.03%	3.41%	0.66%	1.58%	2.14%	1.61%	1.37%	2.62%	2.07%	0.99%	1.85%	1.93%	3.00%	2.11%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	241	11	5	15	12	13	12	13	1	3	9	17	26	12	20	10	11	23	16	5	7									
		1.80%	3.06%	0.68%	2.00%	1.54%	1.49%	1.14%	1.56%	0.57%	0.99%	1.09%	1.73%	4.17%	2.05%	3.09%	2.07%	1.81%	2.66%	1.81%	5.00%	0.74%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	173	17	1	8	8	6	2	10	4	3	2	15	17	4	7	7	7	22	16	2	15									
		1.29%	4.72%	0.14%	1.07%	1.03%	0.69%	0.19%	1.20%	2.27%	0.99%	0.24%	1.53%	2.73%	0.68%	1.08%	1.45%	1.15%	2.55%	1.81%	2.00%	1.58%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8782	166	512	415	545	660	722	562	121	232	558	648	301	377	443	325	461	456	580	45	653									
		65.50%	46.11%	69.85%	55.33%	70.14%	75.69%	68.44%	67.22%	68.75%	76.32%	67.72%	66.12%	48.31%	64.55%	68.36%	67.29%	75.70%	52.78%	65.69%	45.00%	68.95%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	58	2	1	2	3	1	2	6	0	2	7	7	7	3	2	3	0	3	3	0	4									
		0.43%	0.56%	0.14%	0.27%	0.39%	0.11%	0.19%	0.72%	0.00%	0.66%	0.85%	0.71%	1.12%	0.51%	0.31%	0.62%	0.00%	0.35%	0.34%	0.00%	0.42%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	0	0	0	2	1	4	0	0	2	1	3	0	0	2	0	0	0	0	1									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.23%	0.09%	0.48%	0.00%	0.00%	0.24%	0.10%	0.48%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.11%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1422	37	37	113	38	59	114	84	12	29	63	107	115	78	77	56	56	124	99	31	93									
		10.61%	10.28%	5.05%	15.07%	4.89%	6.77%	10.81%	10.05%	6.82%	9.54%	7.65%	10.92%	18.46%	13.36%	11.88%	11.59%	9.20%	14.35%	11.21%	31.00%	9.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	56	6	2	7	6	4	0	7	0	0	3	2	1	6	2	1	1	3	2	0	3									
		0.42%	1.67%	0.27%	0.93%	0.77%	0.46%	0.00%	0.84%	0.00%	0.00%	0.36%	0.20%	0.16%	1.03%	0.31%	0.21%	0.16%	0.35%	0.23%	0.00%	0.32%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	103	3	1	4	7	3	10	7	1	0	5	20	2	5	5	5	0	4	10	0	11									
		0.77%	0.83%	0.14%	0.53%	0.90%	0.34%	0.95%	0.84%	0.57%	0.00%	0.61%	2.04%	0.32%	0.86%	0.77%	1.04%	0.00%	0.46%	1.13%	0.00%	1.16%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	3	1	0	1									
		0.07%	0.00%	0.00%	0.13%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.10%	0.16%	0.00%	0.00%	0.00%	0.00%	0.35%	0.11%	0.00%	0.11%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	108	8	7	4	6	2	10	17	0	0	10	11	7	3	1	0	2	7	2	0	11									
		0.81%	2.22%	0.95%	0.53%	0.77%	0.23%	0.95%	2.03%	0.00%	0.00%	1.21%	1.12%	1.12%	0.51%	0.15%	0.00%	0.33%	0.81%	0.23%	0.00%	1.16%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1771	87	151	139	116	94	146	85	20	30	129	84	109	71	53	49	47	159	97	12	93									
		13.21%	24.17%	20.60%	18.53%	14.93%	10.78%	13.84%	10.17%	11.36%	9.87%	15.66%	8.57%	17.50%	12.16%	8.18%	10.14%	7.72%	18.40%	10.99%	12.00%	9.82%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	0	1	2	0	0	5	1	1	0	6	2	1	2	2	1	2	3	9	0	3									
		0.31%	0.00%	0.14%	0.27%	0.00%	0.00%	0.47%	0.12%	0.57%	0.00%	0.73%	0.20%	0.16%	0.34%	0.31%	0.21%	0.33%	0.35%	1.02%	0.00%	0.32%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	269	13	9	15	16	11	14	19	5	3	14	27	13	13	8	11	10	22	21	2	23									
		2.01%	3.61%	1.23%	2.00%	2.06%	1.26%	1.33%	2.27%	2.84%	0.99%	1.70%	2.76%	2.09%	2.23%	1.23%	2.28%	1.64%	2.55%	2.38%	2.00%	2.43%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
