Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
Наименование Избирательной комиссии:    Мензелинская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991					
1	"Число избирателей, внесенных в список избирателей"	22000	341	282	229	399	108	422	57	366	253	420	272	164	244	204	651	197	685	153	88	314	356	95	279	440	80	364	238	297	137	253	172	233	169	264	280	230	990	659	772	773	794	757	970	1074	800	951	842	819	1038	434	591					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22197	345	284	229	397	111	423	60	366	253	422	274	166	243	204	652	197	682	156	90	316	361	95	281	441	85	364	242	296	139	253	174	235	169	264	284	232	997	662	780	801	798	775	962	1056	821	983	884	838	1037	428	590					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20302	341	282	222	364	105	394	57	362	248	395	272	155	217	196	593	180	650	149	88	309	349	95	220	389	67	343	220	275	137	230	167	227	161	252	271	220	915	621	650	725	756	679	868	928	761	909	601	740	1009	370	568					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1325	0	0	7	33	3	28	0	4	5	25	0	9	26	8	52	17	17	4	0	5	7	0	59	46	13	21	18	20	0	23	5	6	8	12	9	10	56	28	91	16	24	63	74	92	39	36	154	79	21	35	17					
6	Число погашенных избирательных бюллетеней	570	4	2	0	0	3	1	3	0	0	2	2	2	0	0	7	0	15	3	2	2	5	0	2	6	5	0	4	1	2	0	2	2	0	0	4	2	26	13	39	60	18	33	20	36	21	38	129	19	7	23	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1325	0	0	7	33	3	28	0	4	5	25	0	9	26	8	52	17	17	4	0	5	7	0	59	46	13	21	18	20	0	23	5	6	8	12	9	10	56	28	91	16	24	63	74	92	39	36	154	79	21	35	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20302	341	282	222	364	105	394	57	362	248	395	272	155	217	196	593	180	650	149	88	309	349	95	220	389	67	343	220	275	137	230	167	227	161	252	271	220	915	621	650	725	756	679	868	928	761	909	601	740	1009	370	568					
9	Число недействительных избирательных бюллетеней	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	2	2	4	0	0					
10	Число действительных избирательных бюллетеней	21609	341	282	229	397	108	422	57	366	253	420	272	164	243	203	645	197	667	153	88	314	356	95	279	435	80	364	238	295	137	253	172	233	169	264	280	230	971	649	741	732	780	742	942	1020	800	945	753	817	1026	405	585					
