Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Ачинская городская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №2146	УИК №2151	УИК №2152	УИК №2153	УИК №2155	УИК №2156	УИК №2157	УИК №2158					
1	"Число избирателей, внесенных в список избирателей"	86450	2468	1874	2543	2320	2501	951	2365	1927	1508	995	1879	2145	2401	2698	2422	2514	2504	2199	1520	1141	1239	2058	2536	1022	1030	2671	2430	2424	2520	2703	2434	1915	2294	2035	2563	2132	2747	1097	1093	1464	1116	255	1824	1666	59	32	26	97	93					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	83788	2400	1800	2500	2300	2400	900	2100	1800	1500	900	1800	2100	2300	2700	2400	2500	2500	2200	1500	1100	1200	2000	2400	1000	1000	2600	2400	2300	2400	2700	2400	1800	2200	2000	2500	2100	2700	1000	1000	1400	1000	273	1800	1600	60	32	27	101	95					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	43626	1153	937	1196	1387	1251	314	1140	793	635	389	810	1057	1272	1562	1484	1377	1376	1234	890	642	648	1117	1299	502	519	1381	1346	1217	1287	1313	859	866	1154	1066	1284	1115	1290	477	564	572	625	255	930	895	12	24	17	0	93					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1125	18	25	20	10	42	25	31	19	17	18	21	30	17	15	28	25	21	28	18	12	24	31	56	10	12	24	30	39	13	17	20	9	15	31	25	20	21	26	17	1	14	0	25	44	47	8	9	97	0					
6	Число погашенных избирательных бюллетеней	39037	1229	838	1284	903	1107	561	929	988	848	493	969	1013	1011	1123	888	1098	1103	938	592	446	528	852	1045	488	469	1195	1024	1044	1100	1370	1521	925	1031	903	1191	965	1389	497	419	827	361	18	845	661	1	0	1	4	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1125	18	25	20	10	42	25	31	19	17	18	21	30	17	15	28	25	21	28	18	12	24	31	56	10	12	24	30	39	13	17	20	9	15	31	25	20	21	26	17	1	14	0	25	44	47	8	9	97	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	43600	1153	937	1196	1387	1251	314	1140	793	635	389	810	1057	1272	1562	1482	1377	1376	1234	890	642	648	1117	1299	502	519	1381	1346	1217	1286	1313	859	866	1154	1066	1279	1115	1290	477	564	572	625	255	930	877	12	24	17	0	93					
9	Число недействительных избирательных бюллетеней	767	23	22	18	20	20	5	15	20	16	1	17	26	32	32	18	27	21	20	20	18	5	18	19	13	14	12	16	16	18	32	22	13	15	26	25	20	19	12	12	5	8	1	21	10	0	0	0	4	0					
10	Число действительных избирательных бюллетеней	43958	1148	940	1198	1377	1273	334	1156	792	636	406	814	1061	1257	1545	1492	1375	1376	1242	888	636	667	1130	1336	499	517	1393	1360	1240	1281	1298	857	862	1154	1071	1279	1115	1292	491	569	568	631	254	934	911	59	32	26	93	93					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	837	20	15	20	20	20	10	20	30	10	10	20	20	25	25	25	25	30	27	15	15	15	20	20	10	15	30	25	15	30	27	13	10	20	20	25	20	25	10	10	10	25	0	20	20	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	563	16	9	13	14	17	3	16	16	2	4	10	17	18	25	20	17	25	22	12	10	8	12	10	6	6	20	21	13	18	24	8	6	9	16	12	12	22	3	3	3	17	0	15	13	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	427	11	8	4	6	11	0	9	6	6	2	7	7	13	10	12	10	14	8	11	5	14	10	9	5	4	5	10	9	9	12	11	11	11	6	6	13	9	8	7	3	8	52	16	10	0	4	2	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	274	4	6	7	6	3	7	4	14	8	6	10	3	7	0	5	8	5	5	3	5	7	8	10	4	9	10	4	2	12	3	5	4	11	4	13	8	3	7	7	7	8	0	5	7	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7954	222	196	223	294	238	49	186	108	83	72	113	169	246	300	266	271	258	215	152	122	155	205	251	77	96	266	276	242	244	272	169	159	199	193	208	186	211	89	120	74	95	16	183	143	12	3	3	13	11					
		17.78%	18.96%	20.37%	18.34%	21.05%	18.41%	14.45%	15.88%	13.30%	12.73%	17.69%	13.60%	15.55%	19.08%	19.02%	17.62%	19.33%	18.47%	17.04%	16.74%	18.65%	23.07%	17.86%	18.52%	15.04%	18.08%	18.93%	20.06%	19.27%	18.78%	20.45%	19.23%	18.17%	17.02%	17.59%	15.95%	16.39%	16.09%	17.69%	20.65%	12.91%	14.87%	6.27%	19.16%	15.53%	20.34%	9.38%	11.54%	13.40%	11.83%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10053	304	203	278	313	287	95	245	207	199	84	203	242	236	322	294	313	307	272	208	127	136	211	283	123	109	327	291	243	285	288	248	239	234	237	332	253	320	139	149	177	140	99	194	202	12	3	11	17	12					
