Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Хостинская г.Сочи																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №4501	УИК №4502	УИК №4503	УИК №4504	УИК №4505	УИК №4506	УИК №4507	УИК №4508	УИК №4509	УИК №4510	УИК №4511	УИК №4512	УИК №4513	УИК №4514	УИК №4515	УИК №4516	УИК №4517	УИК №4518	УИК №4519	УИК №4520	УИК №4521	УИК №4522	УИК №4523	УИК №4524	УИК №4525	УИК №4526	УИК №4527	УИК №4528	УИК №4529	УИК №4530	УИК №4531	УИК №4532	УИК №4533	УИК №4534					
1	"Число избирателей, внесенных в списки избирателей"	58157	1523	1269	2138	1846	1249	1437	1168	1852	2509	1871	2038	1181	2791	2588	2086	1243	1155	1955	2378	1176	2777	1113	1110	2395	860	524	1694	1758	1649	646	2710	2525	2641	302					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	55222	1500	1250	2100	1800	1250	1400	1150	1800	2450	1400	1900	1100	2750	2550	2100	1050	950	1700	2500	1150	2700	1000	1000	2250	700	400	1650	1650	1500	620	2700	2400	2500	302					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	27416	1204	542	1450	516	355	480	544	811	896	1009	935	384	1287	1304	975	566	578	850	1187	458	1097	511	508	1019	486	206	857	1014	875	318	1386	1210	1374	224					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1626	15	1	4	300	75	44	71	64	33	33	30	24	29	43	59	23	33	23	139	37	93	13	12	54	17	44	113	26	59	16	46	22	28	3					
6	Число погашенных избирательных бюллетеней	26180	281	707	646	984	820	876	535	925	1521	358	935	692	1434	1203	1066	461	339	827	1174	655	1510	476	480	1177	197	150	680	610	566	286	1268	1168	1098	75					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1625	15	1	4	300	75	44	71	64	32	33	30	24	29	43	59	23	33	23	139	37	93	13	12	54	17	44	113	26	59	16	46	22	28	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27407	1204	542	1450	516	355	480	544	811	896	1009	935	384	1287	1303	975	566	578	850	1187	458	1091	511	508	1019	486	205	857	1014	874	318	1386	1210	1374	224					
9	Число недействительных избирательных бюллетеней	632	8	36	13	5	8	14	18	17	26	17	19	10	24	36	32	19	7	16	58	12	22	11	6	14	12	4	12	26	23	3	40	27	37	0					
10	Число действительных избирательных бюллетеней	28400	1211	507	1441	811	422	510	597	858	902	1025	946	398	1292	1310	1002	570	604	857	1268	483	1162	513	514	1059	491	245	958	1014	910	331	1392	1205	1365	227					
