Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Духовницкая																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10929	1103	1096	838	1203	462	536	715	253	338	256	290	254	430	407	244	592	145	335	255	600	577									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11024	1136	1124	857	1247	455	559	722	252	330	259	288	246	430	400	236	585	145	328	250	600	575									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5683	481	481	406	432	142	362	486	176	245	149	167	167	334	219	150	320	59	183	155	199	370									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	759	21	46	44	43	30	52	106	12	19	19	32	48	32	27	36	32	19	10	30	79	22									
6	Число погашенных избирательных бюллетеней	4582	634	597	407	772	283	145	130	64	66	91	89	31	64	154	50	233	67	135	65	322	183									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	759	21	46	44	43	30	52	106	12	19	19	32	48	32	27	36	32	19	10	30	79	22									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5642	481	481	366	431	142	362	486	176	245	149	167	167	334	219	150	320	59	183	155	199	370									
9	Число недействительных избирательных бюллетеней	92	12	11	2	15	1	2	15	1	0	0	1	2	0	3	0	5	0	4	4	9	5									
10	Число действительных избирательных бюллетеней	6309	490	516	408	459	171	412	577	187	264	168	198	213	366	243	186	347	78	189	181	269	387									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	388	20	20	20	20	10	20	40	10	20	15	14	18	18	25	10	30	5	20	20	18	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	195	14	4	20	20	1	15	28	3	20	12	0	2	1	8	0	21	0	7	9	4	6									
