Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Верхнемамонская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619					
1	"Число избирателей, внесенных в списки"	17558	561	1242	1851	1904	869	596	607	69	214	1169	729	1107	737	557	1832	870	565	1581	498					
2	"Число бюллетеней, полученных участковыми комиссиями"	17468	579	1233	1689	1913	831	603	615	71	220	1189	737	1086	740	583	1854	846	571	1592	516					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10641	350	698	1094	1268	553	390	419	58	100	525	455	669	402	360	1158	616	406	766	354					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2368	61	118	69	41	97	105	98	10	92	330	135	311	180	113	189	81	58	205	75					
6	Число погашенных бюллетеней	4459	168	417	526	604	181	108	98	3	28	334	147	106	158	110	507	149	107	621	87					
7	Число бюллетеней в переносных ящиках для голосования	2368	61	118	69	41	97	105	98	10	92	330	135	311	180	113	189	81	58	205	75					
8	Число бюллетеней в стационарных ящиках для голосования	10641	350	698	1094	1268	553	390	419	58	100	525	455	669	402	360	1158	616	406	766	354					
9	Число недействительных бюллетеней	109	7	14	11	8	4	7	3	0	0	6	9	0	8	0	4	10	5	8	5					
10	Число действительных бюллетеней	12900	404	802	1152	1301	646	488	514	68	192	849	581	980	574	473	1343	687	459	963	424					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	199	5	10	15	19	10	5	5	5	5	20	5	15	10	5	25	10	5	20	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	16	0	1	2	0	1	0	0	0	1	2	0	0	0	0	0	4	0	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	18	2	2	2	4	0	1	0	1	1	1	1	0	1	0	1	1	0	0	0					
14	Число погашенных открепительных удостоверений	183	5	9	13	19	9	5	5	5	4	18	5	15	10	5	25	6	5	19	1					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	159	6	9	14	9	7	12	6	0	2	8	10	12	5	11	16	11	3	15	3					
		1.22%	1.45%	1.10%	1.20%	0.68%	1.07%	2.42%	1.16%	0.0%	1.04%	0.93%	1.69%	1.22%	0.85%	2.32%	1.18%	1.57%	0.64%	1.54%	0.69%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	140	6	6	8	26	5	4	0	0	0	19	36	4	2	0	13	1	0	10	0					
