Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Саровская городская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072					
1	"Число избирателей, внесенных в списки"	74235	1019	1357	269	3038	2142	2178	1924	3068	2149	2726	2214	2530	2848	1758	2601	1952	1909	1981	1889	2134	2168	2118	2123	2205	2132	2346	2274	2097	2217	2230	2094	2126	2087	2247	2066	19					
2	"Число бюллетеней, полученных участковыми комиссиями"	66457	853	1200	244	2670	1920	1940	1730	2740	1960	2440	1990	2280	2490	1570	2240	1760	1720	1790	1700	1920	1960	1910	1890	1970	1900	2090	2040	1900	2010	2000	1870	1910	1880	2020	1900	50					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	37267	366	375	83	1606	1029	1022	811	1335	928	1348	1092	1237	1640	861	873	920	1007	1022	959	1130	1262	1148	1125	1175	1249	1155	1277	1177	1177	1204	1128	1158	1066	1204	1108	10					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	979	4	19	4	15	2	8	7	20	10	3	4	8	17	26	451	8	6	8	18	21	16	51	19	39	31	18	23	17	20	20	17	15	10	8	7	9					
6	Число погашенных бюллетеней	28214	483	806	157	1049	889	910	912	1385	1022	1089	894	1035	833	683	919	832	707	760	723	769	682	711	746	756	620	917	740	706	813	776	725	737	804	808	785	31					
7	Число бюллетеней в переносных ящиках для голосования	979	4	19	4	15	2	8	7	20	10	3	4	8	17	26	451	8	6	8	18	21	16	51	19	39	31	18	23	17	20	20	17	15	10	8	7	9					
8	Число бюллетеней в стационарных ящиках для голосования	37217	366	375	83	1602	1028	1021	811	1334	924	1346	1091	1235	1640	860	872	917	1004	1022	959	1128	1262	1145	1125	1173	1249	1155	1274	1177	1176	1200	1127	1156	1064	1202	1104	10					
9	Число недействительных бюллетеней	314	5	0	0	16	10	8	3	17	8	8	6	13	21	12	8	8	6	8	7	15	17	14	9	10	8	7	7	19	8	2	6	8	3	4	13	0					
10	Число действительных бюллетеней	37882	365	394	87	1601	1020	1021	815	1337	926	1341	1089	1230	1636	874	1315	917	1004	1022	970	1134	1261	1182	1135	1202	1272	1166	1290	1175	1188	1218	1138	1163	1071	1206	1098	19					
