Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Теучежская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248					
1	"Число избирателей, внесенных в списки избирателей"	14034	1201	1405	236	213	98	165	601	1232	1293	385	216	684	780	239	546	153	195	410	829	450	177	1272	547	707					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13564	1173	1257	227	208	98	163	584	1219	1250	382	213	656	765	231	540	147	197	409	792	430	170	1248	534	671					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12556	1141	1072	202	153	92	137	526	1197	1221	326	183	614	744	195	374	139	167	409	734	415	136	1230	495	654					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	473	31	180	18	0	0	4	49	12	17	0	10	41	16	7	0	8	0	0	16	6	0	18	24	16					
6	Число погашенных избирательных бюллетеней	535	1	5	7	55	6	22	9	10	12	56	20	1	5	29	166	0	30	0	42	9	34	0	15	1					
7	Число избирательных бюллетеней в переносных ящиках для голосования	473	31	180	18	0	0	4	49	12	17	0	10	41	16	7	0	8	0	0	16	6	0	18	24	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12556	1141	1072	202	153	92	137	526	1197	1221	326	183	614	744	195	374	139	167	409	734	415	136	1230	495	654					
9	Число недействительных избирательных бюллетеней	134	2	1	0	0	2	5	0	1	0	0	0	115	0	0	4	0	1	0	0	1	0	0	2	0					
10	Число действительных избирательных бюллетеней	12895	1170	1251	220	153	90	136	575	1208	1238	326	193	540	760	202	370	147	166	409	750	420	136	1248	517	670					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	150	9	9	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	18	2	9	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	9	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	132	7	0	5	5	6	6	6	5	5	5	6	6	5	6	5	6	6	6	6	6	6	6	6	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	7	0	0	0	0	0	2	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	1.42%	0.00%	0.17%	0.00%	0.31%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
