Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Колпнянская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349					
1	"Число избирателей, внесенных в списки"	13928	986	1146	720	751	862	1082	307	248	588	206	340	395	134	632	633	518	310	530	312	562	402	265	309	246	569	232	302	341					
2	"Число бюллетеней, полученных участковыми комиссиями"	13654	962	1128	690	705	861	1011	324	245	566	207	331	396	139	622	606	510	306	535	306	539	405	271	307	243	570	228	299	342					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9969	771	919	594	668	761	881	197	186	319	92	238	284	130	342	260	363	254	360	249	356	317	184	290	236	357	90	125	146					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2804	48	41	65	25	19	40	110	37	213	104	87	32	4	221	325	139	42	165	54	179	81	80	11	5	204	134	156	183					
6	Число погашенных бюллетеней	881	143	168	31	12	81	90	17	22	34	11	6	80	5	59	21	8	10	10	3	4	7	7	6	2	9	4	18	13					
7	Число бюллетеней в переносных ящиках для голосования	2804	48	41	65	25	19	40	110	37	213	104	87	32	4	221	325	139	42	165	54	179	81	80	11	5	204	134	156	183					
8	Число бюллетеней в стационарных ящиках для голосования	9966	771	919	594	668	761	881	197	186	319	92	238	284	130	339	260	363	254	360	249	356	317	184	290	236	357	90	125	146					
9	Число недействительных бюллетеней	161	3	10	3	7	3	5	3	2	15	13	2	2	0	2	1	12	11	44	0	16	2	0	0	2	0	3	0	0					
10	Число действительных бюллетеней	12609	816	950	656	686	777	916	304	221	517	183	323	314	134	558	584	490	285	481	303	519	396	264	301	239	561	221	281	329					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	19	14	10	10	10	10	6	6	7	5	6	6	4	7	2	6	6	6	6	6	6	6	6	6	7	5	6	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	70	15	11	4	2	7	9	4	0	0	2	2	1	0	2	0	1	1	3	0	0	2	1	1	1	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	66	10	4	3	6	2	4	0	2	5	1	2	0	0	0	0	3	3	2	1	1	1	0	3	1	2	5	4	1					
14	Число погашенных открепительных удостоверений	130	4	3	6	8	3	1	2	6	7	3	4	5	4	5	2	5	5	3	6	6	4	5	5	5	7	5	6	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	109	9	20	16	4	7	11	5	1	4	0	4	2	0	3	5	0	0	2	0	2	12	0	1	1	0	0	0	0					
		0.85%	1.09%	2.08%	2.42%	0.57%	0.89%	1.19%	1.62%	0.44%	0.75%	0.0%	1.23%	0.63%	0.0%	0.53%	0.85%	0.0%	0.0%	0.38%	0.0%	0.37%	3.01%	0.0%	0.33%	0.41%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	69	6	3	7	8	8	10	1	0	3	1	6	4	0	3	0	0	1	0	0	3	1	2	0	1	1	0	0	0					
		0.54%	0.73%	0.31%	1.06%	1.15%	1.02%	1.08%	0.32%	0.0%	0.56%	0.51%	1.84%	1.26%	0.0%	0.53%	0.0%	0.0%	0.33%	0.0%	0.0%	0.56%	0.25%	0.75%	0.0%	0.41%	0.17%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	107	17	9	10	4	12	11	2	1	2	3	2	1	0	6	2	0	1	5	0	3	2	0	3	0	0	0	8	3					
		0.83%	2.07%	0.93%	1.51%	0.57%	1.53%	1.19%	0.65%	0.44%	0.37%	1.53%	0.61%	0.31%	0.0%	1.07%	0.34%	0.0%	0.33%	0.95%	0.0%	0.56%	0.50%	0.0%	0.99%	0.0%	0.0%	0.0%	2.84%	0.91%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	65	6	11	10	4	1	7	2	0	0	0	1	5	0	2	2	3	0	0	0	4	1	0	0	0	0	0	6	0					
