Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Кызылская городская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31					
1	"Число избирателей, внесенных в списки"	53249	1471	1703	1253	1932	1122	2436	1438	1932	2177	1244	1484	1054	2289	2431	1712	1957	1619	1831	2169	1655	1760	1973	1873	1637	1652	1501	1801	1600	2004	1899	640					
2	"Число бюллетеней, полученных участковыми комиссиями"	46900	1300	1400	1100	1900	1000	1800	1200	1600	2300	1100	1200	900	1700	2300	1600	1800	1500	1600	2100	1300	1600	1500	1600	1500	1600	1000	1700	1400	1900	1800	600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23464	634	733	414	879	391	1226	589	795	1040	542	637	456	807	1057	993	924	662	607	896	901	827	819	1006	794	782	480	727	603	941	998	304					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1806	58	28	142	24	92	40	57	25	31	18	103	11	477	23	27	21	60	73	36	18	28	37	25	24	19	173	50	21	28	26	11					
6	Число погашенных бюллетеней	21630	608	639	544	997	517	534	554	780	1229	540	460	433	416	1220	580	855	778	920	1168	381	745	644	569	682	799	347	923	776	931	776	285					
7	Число бюллетеней в переносных ящиках для голосования	1805	57	28	142	24	92	40	57	25	31	18	103	11	477	23	27	21	60	73	36	18	28	37	25	24	19	173	50	21	28	26	11					
8	Число бюллетеней в стационарных ящиках для голосования	23317	633	733	414	879	391	1225	588	795	1009	542	637	456	781	1011	991	918	662	607	896	901	827	819	1006	794	779	474	726	581	941	997	304					
9	Число недействительных бюллетеней	365	6	14	6	7	11	8	9	20	0	9	11	9	32	8	17	21	12	19	6	17	8	13	18	10	11	17	6	8	15	8	9					
10	Число действительных бюллетеней	24757	684	747	550	896	472	1257	636	800	1040	551	729	458	1226	1026	1001	918	710	661	926	902	847	843	1013	808	787	630	770	594	954	1015	306					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	360	10	10	10	10	10	50	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	166	1	9	0	2	1	43	1	4	4	6	1	2	2	12	4	6	4	4	7	3	9	2	3	10	6	5	1	2	2	8	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	136	6	6	3	2	3	6	4	5	3	5	3	3	15	4	6	3	1	3	6	6	2	7	6	8	1	2	0	1	4	5	7					
14	Число погашенных открепительных удостоверений	194	9	1	10	8	9	7	9	6	6	4	9	8	8	8	6	4	6	6	3	7	1	8	7	0	4	5	9	8	8	2	8					
15	Число открепительных удостоверений выданных ТИК	7	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	547	20	12	6	19	8	26	16	25	19	23	23	10	35	16	14	17	15	21	17	14	7	26	21	26	10	21	14	10	24	19	13					
		2.17%	2.89%	1.57%	1.07%	2.10%	1.65%	2.05%	2.48%	3.04%	1.82%	4.10%	3.10%	2.14%	2.78%	1.54%	1.37%	1.81%	2.07%	3.08%	1.82%	1.52%	0.81%	3.03%	2.03%	3.17%	1.25%	3.24%	1.80%	1.66%	2.47%	1.85%	4.12%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	438	9	12	6	14	8	31	6	11	17	15	13	9	15	32	34	11	9	5	22	18	32	7	17	10	11	1	11	2	19	25	6					
		1.74%	1.30%	1.57%	1.07%	1.55%	1.65%	2.45%	0.93%	1.34%	1.63%	2.67%	1.75%	1.92%	1.19%	3.09%	3.33%	1.17%	1.24%	0.73%	2.36%	1.95%	3.74%	0.81%	1.64%	1.22%	1.37%	0.15%	1.41%	0.33%	1.96%	2.44%	1.90%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	537	26	13	12	27	17	24	10	21	19	14	12	13	25	17	19	37	12	22	18	21	14	21	18	13	13	9	13	15	15	24	3					
		2.13%	3.76%	1.70%	2.15%	2.99%	3.51%	1.89%	1.55%	2.56%	1.82%	2.49%	1.62%	2.78%	1.98%	1.64%	1.86%	3.94%	1.66%	3.23%	1.93%	2.28%	1.63%	2.45%	1.74%	1.58%	1.62%	1.39%	1.67%	2.49%	1.54%	2.34%	0.95%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	839	8	9	27	30	19	41	13	16	25	23	32	12	39	53	55	32	32	10	25	33	38	19	55	31	18	5	24	27	46	35	7					
		3.33%	1.15%	1.18%	4.85%	3.32%	3.93%	3.24%	2.01%	1.95%	2.40%	4.10%	4.32%	2.56%	3.10%	5.12%	5.40%	3.40%	4.43%	1.47%	2.68%	3.59%	4.44%	2.21%	5.33%	3.78%	2.25%	0.77%	3.09%	4.48%	4.74%	3.42%	2.22%					
22	"5. ""За Русь Святую"""	58	4	0	0	3	1	3	1	4	2	1	3	3	3	1	6	2	1	2	2	0	3	1	2	1	2	1	2	1	2	1	0					
		0.23%	0.57%	0.0%	0.0%	0.33%	0.20%	0.23%	0.15%	0.48%	0.19%	0.17%	0.40%	0.64%	0.23%	0.09%	0.58%	0.21%	0.13%	0.29%	0.21%	0.0%	0.35%	0.11%	0.19%	0.12%	0.25%	0.15%	0.25%	0.16%	0.20%	0.09%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	35	1	1	0	1	1	6	0	3	1	1	0	1	3	2	1	1	2	0	3	2	1	0	0	0	1	1	1	0	0	1	0					
		0.13%	0.14%	0.13%	0.0%	0.11%	0.20%	0.47%	0.0%	0.36%	0.09%	0.17%	0.0%	0.21%	0.23%	0.19%	0.09%	0.10%	0.27%	0.0%	0.32%	0.21%	0.11%	0.0%	0.0%	0.0%	0.12%	0.15%	0.12%	0.0%	0.0%	0.09%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	140	3	2	3	7	2	13	4	4	4	3	1	5	4	7	8	5	4	1	4	1	8	0	4	7	3	3	9	3	9	5	4					
		0.55%	0.43%	0.26%	0.53%	0.77%	0.41%	1.02%	0.62%	0.48%	0.38%	0.53%	0.13%	1.07%	0.31%	0.67%	0.78%	0.53%	0.55%	0.14%	0.42%	0.10%	0.93%	0.0%	0.38%	0.85%	0.37%	0.46%	1.15%	0.49%	0.92%	0.48%	1.26%					
25	"8. ""Народно-республиканская партия России"""	16	1	0	1	0	0	0	0	0	0	1	1	0	3	2	0	2	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0					
