Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Щербиновская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №5701	УИК №5702	УИК №5703	УИК №5704	УИК №5705	УИК №5706	УИК №5707	УИК №5708	УИК №5709	УИК №5710	УИК №5711	УИК №5712	УИК №5713	УИК №5714	УИК №5715	УИК №5716	УИК №5717	УИК №5718					
1	"Число избирателей, внесенных в список избирателей"	29096	2218	2092	2398	1816	1795	2360	1770	2447	2308	1836	1856	1152	1635	1010	1071	862	347	123					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29508	2240	2125	2410	1840	1820	2380	1760	2480	2370	1900	1850	1150	1690	1020	1080	900	370	123					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17631	1207	1387	1380	1027	1016	1314	968	1298	1220	1022	1351	860	1103	715	797	650	216	100					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2158	172	182	137	130	102	257	154	155	181	154	137	79	56	108	87	44	14	9					
6	Число погашенных избирательных бюллетеней	9719	861	556	893	683	702	809	638	1027	969	724	362	211	531	197	196	206	140	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2158	172	182	137	130	102	257	154	155	181	154	137	79	56	108	87	44	14	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17630	1207	1387	1380	1027	1016	1313	968	1298	1220	1022	1351	860	1103	715	797	650	216	100					
9	Число недействительных избирательных бюллетеней	346	23	0	34	33	32	26	21	14	21	22	25	14	20	13	17	25	6	0					
10	Число действительных избирательных бюллетеней	19442	1356	1569	1483	1124	1086	1544	1101	1439	1380	1154	1463	925	1139	810	867	669	224	109					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	467	36	26	36	26	26	31	26	31	31	31	26	26	27	26	30	17	13	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	467	36	26	36	26	26	31	26	31	31	31	26	26	27	26	30	17	13	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	92	7	12	22	3	2	10	4	4	3	1	8	2	8	2	3	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	83	7	7	19	15	14	7	8	0	0	1	1	1	1	0	0	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2654	209	205	248	181	168	159	143	179	179	197	72	121	201	136	131	64	26	35					
		13.41%	15.16%	13.07%	16.35%	15.64%	15.03%	10.13%	12.75%	12.32%	12.78%	16.75%	4.84%	12.89%	17.34%	16.52%	14.82%	9.22%	11.30%	32.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2128	211	171	35	187	50	174	192	200	147	156	99	44	149	66	116	79	36	16					
		10.75%	15.30%	10.90%	2.31%	16.16%	4.47%	11.08%	17.11%	13.76%	10.49%	13.27%	6.65%	4.69%	12.86%	8.02%	13.12%	11.38%	15.65%	14.68%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	167	15	10	16	20	5	9	7	14	20	6	12	3	17	3	4	5	0	1					
		0.84%	1.09%	0.64%	1.05%	1.73%	0.45%	0.57%	0.62%	0.96%	1.43%	0.51%	0.81%	0.32%	1.47%	0.36%	0.45%	0.72%	0.00%	0.92%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4044	337	355	222	287	301	393	290	286	223	219	212	95	301	96	195	160	48	24					
		20.44%	24.44%	22.63%	14.63%	24.81%	26.92%	25.03%	25.85%	19.68%	15.92%	18.62%	14.25%	10.12%	25.97%	11.66%	22.06%	23.05%	20.87%	22.02%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	209	15	7	32	27	5	13	12	7	13	22	13	2	17	5	8	6	3	2					
		1.06%	1.09%	0.45%	2.11%	2.33%	0.45%	0.83%	1.07%	0.48%	0.93%	1.87%	0.87%	0.21%	1.47%	0.61%	0.90%	0.86%	1.30%	1.83%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10170	565	818	919	415	557	796	455	747	790	547	1046	659	450	502	409	354	110	31					
		51.39%	40.97%	52.14%	60.58%	35.87%	49.82%	50.70%	40.55%	51.41%	56.39%	46.51%	70.30%	70.18%	38.83%	60.99%	46.27%	51.01%	47.83%	28.44%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	70	4	3	11	7	0	0	2	6	8	7	9	1	4	2	4	1	1	0					
		0.35%	0.29%	0.19%	0.73%	0.61%	0.00%	0.00%	0.18%	0.41%	0.57%	0.60%	0.60%	0.11%	0.35%	0.24%	0.45%	0.14%	0.43%	0.00%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
