Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Павловская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481					
1	"Число избирателей, внесенных в списки"	12982	1113	1374	1366	869	261	491	543	227	154	506	80	582	378	459	110	584	604	142	94	864	556	255	366	94	623	287					
2	"Число бюллетеней, полученных участковыми комиссиями"	12943	1116	1367	1358	868	261	488	547	221	152	507	77	579	379	459	109	579	605	139	94	866	552	255	365	94	622	284					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8915	648	774	818	590	186	368	390	160	121	405	63	449	301	337	78	419	410	111	68	525	347	207	290	81	533	236					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	551	38	36	42	15	17	37	33	13	10	33	12	19	11	24	19	14	34	10	12	46	36	11	2	4	9	14					
6	Число погашенных бюллетеней	3477	430	557	498	263	58	83	124	48	21	69	2	111	67	98	12	146	161	18	14	295	169	37	73	9	80	34					
7	Число бюллетеней в переносных ящиках для голосования	551	38	36	42	15	17	37	33	13	10	33	12	19	11	24	19	14	34	10	12	46	36	11	2	4	9	14					
8	Число бюллетеней в стационарных ящиках для голосования	8911	647	774	818	587	186	368	390	160	121	405	63	449	301	337	78	419	410	111	68	525	347	207	290	81	533	236					
9	Число недействительных бюллетеней	174	19	13	24	7	3	8	6	1	1	8	0	14	0	10	0	27	2	1	2	17	5	0	0	0	6	0					
10	Число действительных бюллетеней	9288	666	797	836	595	200	397	417	172	130	430	75	454	312	351	97	406	442	120	78	554	378	218	292	85	536	250					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	380	33	40	40	25	8	14	16	6	4	15	2	17	11	13	3	15	20	4	5	25	15	6	10	5	20	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	46	9	5	14	5	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	3	1	2	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	37	2	0	4	2	0	2	1	2	1	1	1	4	1	1	1	2	0	3	1	1	4	0	1	0	0	2					
14	Число погашенных открепительных удостоверений	334	24	35	26	20	7	14	16	6	4	14	2	17	10	13	3	15	19	4	4	22	14	4	10	5	20	6					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	96	4	6	4	0	0	4	8	0	6	6	2	7	0	7	2	4	8	1	0	7	10	2	2	0	6	0					
		1.01%	0.58%	0.74%	0.46%	0.0%	0.0%	0.98%	1.89%	0.0%	4.58%	1.36%	2.66%	1.49%	0.0%	1.93%	2.06%	0.92%	1.80%	0.82%	0.0%	1.22%	2.61%	0.91%	0.68%	0.0%	1.10%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	52	7	3	10	7	0	2	4	3	1	1	0	1	1	1	0	0	5	1	0	0	4	0	0	0	1	0					
		0.54%	1.02%	0.37%	1.16%	1.16%	0.0%	0.49%	0.94%	1.73%	0.76%	0.22%	0.0%	0.21%	0.32%	0.27%	0.0%	0.0%	1.12%	0.82%	0.0%	0.0%	1.04%	0.0%	0.0%	0.0%	0.18%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	116	7	17	28	6	1	5	5	1	2	3	0	6	1	8	0	3	2	0	1	5	10	0	1	0	4	0					
		1.22%	1.02%	2.09%	3.25%	0.99%	0.49%	1.23%	1.18%	0.57%	1.52%	0.68%	0.0%	1.28%	0.32%	2.21%	0.0%	0.69%	0.45%	0.0%	1.25%	0.87%	2.61%	0.0%	0.34%	0.0%	0.73%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	45	5	10	6	2	3	0	2	0	0	3	1	0	0	2	0	0	2	1	0	0	0	2	2	1	1	2					
		0.47%	0.72%	1.23%	0.69%	0.33%	1.47%	0.0%	0.47%	0.0%	0.0%	0.68%	1.33%	0.0%	0.0%	0.55%	0.0%	0.0%	0.45%	0.82%	0.0%	0.0%	0.0%	0.91%	0.68%	1.17%	0.18%	0.8%					
22	"5. ""За Русь Святую"""	24	2	2	0	4	2	0	3	1	0	2	1	0	0	2	0	0	2	0	0	0	0	0	1	0	0	2					
		0.25%	0.29%	0.24%	0.0%	0.66%	0.98%	0.0%	0.70%	0.57%	0.0%	0.45%	1.33%	0.0%	0.0%	0.55%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.8%					
23	"6. ""Объединенная Российская партия ""Русь"""	21	1	1	0	1	2	1	1	0	0	1	0	0	3	2	0	0	2	1	0	0	2	2	0	0	1	0					
		0.22%	0.14%	0.12%	0.0%	0.16%	0.98%	0.24%	0.23%	0.0%	0.0%	0.22%	0.0%	0.0%	0.96%	0.55%	0.0%	0.0%	0.45%	0.82%	0.0%	0.0%	0.52%	0.91%	0.0%	0.0%	0.18%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	24	2	1	1	0	0	3	1	2	0	5	0	0	0	0	0	0	2	0	2	0	1	0	0	0	4	0					
		0.25%	0.29%	0.12%	0.11%	0.0%	0.0%	0.74%	0.23%	1.15%	0.0%	1.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	2.5%	0.0%	0.26%	0.0%	0.0%	0.0%	0.73%	0.0%					
25	"8. ""Народно-республиканская партия России"""	7	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0					
		0.07%	0.14%	0.24%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	1.17%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	13	3	2	1	2	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0					
		0.13%	0.43%	0.24%	0.11%	0.33%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.27%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	634	42	29	27	29	20	24	31	13	4	38	1	100	7	31	7	36	53	8	0	33	32	27	18	6	10	8					
