Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Рыбинская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779					
1	"Число избирателей, внесенных в список избирателей"	23540	987	196	1919	251	393	675	409	2268	379	577	773	304	548	1900	1397	166	879	1851	526	2113	366	759	1532	1101	1271					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23603	995	200	1930	257	393	650	395	2270	377	573	773	305	550	1925	1435	159	830	1830	565	2140	363	758	1580	1100	1250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9939	421	9	851	83	166	233	157	1041	67	257	311	124	162	925	620	32	383	706	242	1019	161	308	729	394	538					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2392	170	114	122	46	38	112	70	93	120	71	112	76	155	52	43	58	98	128	108	112	21	121	77	154	121					
6	Число погашенных избирательных бюллетеней	11272	404	77	957	128	189	305	168	1136	190	245	350	105	233	948	772	69	349	996	215	1009	181	329	774	552	591					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2392	170	114	122	46	38	112	70	93	120	71	112	76	155	52	43	58	98	128	108	112	21	121	77	154	121					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9939	421	9	851	83	166	233	157	1041	67	257	311	124	162	925	620	32	383	706	242	1019	161	308	729	394	538					
9	Число недействительных избирательных бюллетеней	213	6	0	18	1	2	2	3	29	1	8	2	1	1	12	11	0	10	15	4	25	5	7	22	10	18					
10	Число действительных избирательных бюллетеней	12118	585	123	955	128	202	343	224	1105	186	320	421	199	316	965	652	90	471	819	346	1106	177	422	784	538	641					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	496	20	5	25	10	15	15	15	30	15	15	20	15	15	30	28	7	15	25	31	30	15	20	30	25	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	260	7	0	20	3	6	10	7	12	0	8	6	3	6	20	28	3	4	20	31	23	0	9	23	5	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	231	4	0	13	3	6	28	16	11	4	13	12	7	6	7	8	13	5	12	10	13	4	11	7	10	8					
14	Число погашенных неиспользованных открепительных удостоверений	236	13	5	5	7	9	5	8	18	15	7	14	12	9	10	0	4	11	5	0	7	15	11	7	20	19					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2695	112	13	259	27	44	72	66	303	33	61	78	39	57	229	130	9	122	172	66	279	26	94	148	120	136					
		21.86%	18.95%	10.57%	26.62%	20.93%	21.57%	20.87%	29.07%	26.72%	17.65%	18.60%	18.44%	19.50%	17.98%	23.44%	19.61%	10.00%	25.36%	20.62%	18.86%	24.67%	14.29%	21.91%	18.36%	21.90%	20.64%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1945	86	21	156	21	30	40	27	166	33	58	65	32	57	142	98	20	77	153	54	184	32	85	126	82	100					
		15.77%	14.55%	17.07%	16.03%	16.28%	14.71%	11.59%	11.89%	14.64%	17.65%	17.68%	15.37%	16.00%	17.98%	14.53%	14.78%	22.22%	16.01%	18.35%	15.43%	16.27%	17.58%	19.81%	15.63%	14.96%	15.17%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	118	5	0	4	0	1	2	3	11	4	1	4	4	1	8	10	2	5	8	2	13	2	4	11	7	6					
		0.96%	0.85%	0.00%	0.41%	0.00%	0.49%	0.58%	1.32%	0.97%	2.14%	0.30%	0.95%	2.00%	0.32%	0.82%	1.51%	2.22%	1.04%	0.96%	0.57%	1.15%	1.10%	0.93%	1.36%	1.28%	0.91%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2428	123	16	199	35	56	75	33	218	43	60	73	39	55	140	160	8	102	159	37	240	39	76	208	100	134					
		19.69%	20.81%	13.01%	20.45%	27.13%	27.45%	21.74%	14.54%	19.22%	22.99%	18.29%	17.26%	19.50%	17.35%	14.33%	24.13%	8.89%	21.21%	19.06%	10.57%	21.22%	21.43%	17.72%	25.81%	18.25%	20.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	267	8	3	22	2	5	9	2	25	3	11	5	4	9	13	8	2	12	18	8	32	9	14	16	10	17					
		2.17%	1.35%	2.44%	2.26%	1.55%	2.45%	2.61%	0.88%	2.20%	1.60%	3.35%	1.18%	2.00%	2.84%	1.33%	1.21%	2.22%	2.49%	2.16%	2.29%	2.83%	4.95%	3.26%	1.99%	1.82%	2.58%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4610	249	69	311	41	65	140	93	376	69	129	192	81	134	431	245	49	151	307	177	348	66	148	274	218	247					
		37.39%	42.13%	56.10%	31.96%	31.78%	31.86%	40.58%	40.97%	33.16%	36.90%	39.33%	45.39%	40.50%	42.27%	44.11%	36.95%	54.44%	31.39%	36.81%	50.57%	30.77%	36.26%	34.50%	33.99%	39.78%	37.48%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	55	2	1	4	2	1	5	0	6	1	0	4	0	3	2	1	0	2	2	2	10	3	1	1	1	1					
		0.45%	0.34%	0.81%	0.41%	1.55%	0.49%	1.45%	0.00%	0.53%	0.53%	0.00%	0.95%	0.00%	0.95%	0.20%	0.15%	0.00%	0.42%	0.24%	0.57%	0.88%	1.65%	0.23%	0.12%	0.18%	0.15%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
