Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Рыбинская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791					
1	"Число избирателей, внесенных в списки избирателей"	22884	1101	141	1129	760	263	376	605	400	1663	501	219	532	127	630	282	515	1579	348	1373	187	939	1435	366	489	982	774	322	441	317	251	1561	465	643	1168					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23880	1120	150	1160	790	250	380	680	420	1780	520	360	550	120	680	300	540	1600	370	1440	190	820	1470	380	550	1060	890	320	430	310	260	1570	500	680	1240					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11347	452	24	565	384	104	150	230	158	900	279	69	222	30	285	143	149	910	178	793	70	464	683	133	238	619	426	239	219	149	107	939	240	243	553					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3079	251	67	93	43	76	67	159	77	80	18	150	98	55	84	70	181	62	60	36	62	74	92	68	116	40	66	32	105	88	53	146	94	166	150					
6	Число погашенных избирательных бюллетеней	9454	417	59	502	363	70	163	291	185	800	223	141	230	35	311	87	210	628	132	611	58	282	695	179	196	401	398	49	106	73	100	485	166	271	537					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3079	251	67	93	43	76	67	159	77	80	18	150	98	55	84	70	181	62	60	36	62	74	92	68	116	40	66	32	105	88	53	146	94	166	150					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11341	452	24	564	384	104	150	230	158	900	279	69	222	30	285	143	149	910	178	793	70	464	683	133	234	619	426	239	218	149	107	939	240	243	553					
9	Число недействительных избирательных бюллетеней	97	3	0	4	4	0	0	3	2	5	2	0	3	0	2	1	3	6	0	8	1	6	4	1	2	7	3	1	6	0	1	12	3	2	2					
10	Число действительных избирательных бюллетеней	14323	700	91	653	423	180	217	386	233	975	295	219	317	85	367	212	327	966	238	821	131	532	771	200	348	652	489	270	317	237	159	1073	331	407	701					
