Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Коношская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392					
1	"Число избирателей, внесенных в списки"	22339	113	893	365	311	441	509	126	303	81	136	2378	507	241	388	88	46	426	1541	1690	1480	1201	1110	1467	620	311	304	295	2365	299	93	304	107	157	199	581	210	349	79	225					
2	"Число бюллетеней, полученных участковыми комиссиями"	21585	155	950	400	300	450	500	125	300	80	140	2000	500	280	400	90	45	400	1500	1600	1400	1100	1000	1400	600	310	270	300	2400	290	90	300	140	150	190	590	200	330	80	230					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11472	79	467	208	118	271	192	81	182	34	62	1103	259	141	176	46	22	219	757	1023	789	661	531	647	299	134	212	157	1154	139	48	157	59	65	117	363	140	198	55	107					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	847	34	10	0	4	23	82	12	11	21	36	76	35	3	27	10	6	7	34	33	21	10	27	20	34	15	3	23	79	0	0	3	6	20	10	32	10	23	2	45					
6	Число погашенных бюллетеней	9266	42	473	192	178	156	226	32	107	25	42	821	206	136	197	34	17	174	709	544	590	429	442	733	267	161	55	120	1167	151	42	140	75	65	63	195	50	109	23	78					
7	Число бюллетеней в переносных ящиках для голосования	847	34	10	0	4	23	82	12	11	21	36	76	35	3	27	10	6	7	34	33	21	10	27	20	34	15	3	23	79	0	0	3	6	20	10	32	10	23	2	45					
8	Число бюллетеней в стационарных ящиках для голосования	11420	79	467	208	118	271	192	81	182	34	62	1103	259	141	176	46	22	219	707	1023	787	661	531	647	299	134	212	157	1154	139	48	157	59	65	117	363	140	198	55	107					
9	Число недействительных бюллетеней	245	2	14	10	0	10	7	1	2	3	0	25	4	2	3	1	1	4	17	13	11	11	9	16	9	3	4	7	11	3	0	7	1	2	7	8	6	8	1	2					
10	Число действительных бюллетеней	12022	111	463	198	122	284	267	92	191	52	98	1154	290	142	200	55	27	222	724	1043	797	660	549	651	324	146	211	173	1222	136	48	153	64	83	120	387	144	213	56	150					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	332	3	10	10	5	5	5	5	6	3	3	15	10	3	10	5	3	25	15	15	13	15	10	10	10	5	5	5	15	5	5	5	5	3	5	15	10	10	10	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	119	2	4	0	0	3	0	4	5	1	3	9	3	0	0	0	0	6	8	14	11	7	4	2	1	3	0	1	5	1	0	0	0	3	2	7	4	3	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	91	1	2	1	0	0	4	7	4	2	3	2	3	0	2	1	1	3	4	12	9	5	1	1	0	1	0	1	10	0	1	0	1	0	0	2	3	1	0	3					
14	Число погашенных открепительных удостоверений	213	1	6	10	5	2	5	1	1	2	0	6	7	3	10	5	3	19	7	1	2	8	6	8	9	2	5	4	10	4	5	5	5	0	3	8	6	7	10	12					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	159	1	4	2	3	8	12	0	3	0	0	15	5	0	1	0	0	5	6	11	9	15	8	8	3	2	5	1	8	5	0	0	2	1	1	8	0	3	0	4					
		1.29%	0.88%	0.83%	0.96%	2.45%	2.72%	4.37%	0.0%	1.55%	0.0%	0.0%	1.27%	1.70%	0.0%	0.49%	0.0%	0.0%	2.21%	0.80%	1.04%	1.11%	2.23%	1.43%	1.19%	0.90%	1.34%	2.32%	0.55%	0.64%	3.59%	0.0%	0.0%	3.07%	1.17%	0.78%	2.02%	0.0%	1.35%	0.0%	2.63%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	306	0	4	1	1	2	3	1	1	0	1	12	4	2	4	1	0	13	31	51	44	26	12	34	5	0	5	1	26	0	0	3	2	2	0	3	1	5	2	3					
		2.49%	0.0%	0.83%	0.48%	0.81%	0.68%	1.09%	1.07%	0.51%	0.0%	1.02%	1.01%	1.36%	1.38%	1.97%	1.78%	0.0%	5.75%	4.18%	4.82%	5.44%	3.87%	2.15%	5.09%	1.50%	0.0%	2.32%	0.55%	2.10%	0.0%	0.0%	1.87%	3.07%	2.35%	0.0%	0.75%	0.66%	2.26%	3.50%	1.97%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	485	1	23	6	8	19	13	3	5	1	3	51	26	2	11	5	1	4	24	33	20	20	22	29	5	3	7	12	58	3	3	3	3	6	6	18	8	10	3	7					
		3.95%	0.88%	4.82%	2.88%	6.55%	6.46%	4.74%	3.22%	2.59%	1.81%	3.06%	4.32%	8.84%	1.38%	5.41%	8.92%	3.57%	1.76%	3.23%	3.12%	2.47%	2.98%	3.94%	4.34%	1.50%	2.01%	3.25%	6.66%	4.70%	2.15%	6.25%	1.87%	4.61%	7.05%	4.72%	4.55%	5.33%	4.52%	5.26%	4.60%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	237	1	21	1	1	6	3	1	1	0	0	13	7	0	2	0	1	8	21	30	11	20	18	18	8	4	2	2	20	0	0	5	4	0	4	4	0	0	0	0					
		1.93%	0.88%	4.40%	0.48%	0.81%	2.04%	1.09%	1.07%	0.51%	0.0%	0.0%	1.10%	2.38%	0.0%	0.98%	0.0%	3.57%	3.53%	2.83%	2.84%	1.36%	2.98%	3.22%	2.69%	2.40%	2.68%	0.93%	1.11%	1.62%	0.0%	0.0%	3.12%	6.15%	0.0%	3.14%	1.01%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	62	1	3	1	0	3	1	0	0	1	0	6	0	2	0	2	0	0	4	3	5	3	1	3	1	2	2	3	6	0	1	1	0	0	3	1	1	1	0	1					
		0.50%	0.88%	0.62%	0.48%	0.0%	1.02%	0.36%	0.0%	0.0%	1.81%	0.0%	0.50%	0.0%	1.38%	0.0%	3.57%	0.0%	0.0%	0.53%	0.28%	0.61%	0.44%	0.17%	0.44%	0.30%	1.34%	0.93%	1.66%	0.48%	0.0%	2.08%	0.62%	0.0%	0.0%	2.36%	0.25%	0.66%	0.45%	0.0%	0.65%					
