Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Сямженская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721					
1	"Число избирателей, внесенных в списки избирателей"	8028	421	263	312	188	145	132	223	52	155	642	146	583	363	120	156	224	759	1442	1094	121	235	252					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7900	400	250	310	180	130	140	220	50	140	660	150	620	360	130	180	250	750	1400	1000	120	230	230					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4426	204	125	188	121	94	85	107	34	71	353	95	336	180	87	108	137	392	830	610	66	110	93					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1305	135	93	67	31	16	24	80	4	64	103	28	57	76	21	23	43	69	109	51	19	80	112					
6	Число погашенных избирательных бюллетеней	2169	61	32	55	28	20	31	33	12	5	204	27	227	104	22	49	70	289	461	339	35	40	25					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1305	135	93	67	31	16	24	80	4	64	103	28	57	76	21	23	43	69	109	51	19	80	112					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4426	204	125	188	121	94	85	107	34	71	353	95	336	180	87	108	137	392	830	610	66	110	93					
9	Число недействительных избирательных бюллетеней	28	3	0	1	0	0	1	0	0	0	0	1	3	1	0	0	1	6	4	7	0	0	0					
10	Число действительных избирательных бюллетеней	5703	336	218	254	152	110	108	187	38	135	456	122	390	255	108	131	179	455	935	654	85	190	205					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	459	20	10	20	15	14	15	15	5	5	41	15	70	10	20	35	40	12	30	16	19	17	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	433	20	10	20	15	12	14	10	0	2	41	15	68	10	17	35	40	10	27	16	19	17	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	108	5	2	4	1	2	2	1	1	0	14	3	4	3	5	3	6	8	23	12	3	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	26	0	0	0	0	2	1	5	5	3	0	0	2	0	3	0	0	2	3	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	0	0	0	0	0	0	1	0	1	4	0	6	10	0	5	3	4	5	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	388	22	10	15	5	1	7	21	1	13	29	6	6	6	4	8	22	36	88	67	2	9	10					
		6.77%	6.49%	4.59%	5.88%	3.29%	0.91%	6.42%	11.23%	2.63%	9.63%	6.36%	4.88%	1.53%	2.34%	3.70%	6.11%	12.22%	7.81%	9.37%	10.14%	2.35%	4.74%	4.88%					
19	2.Всероссийская политическая партия «Гражданская Сила»	25	0	0	0	0	0	1	1	0	0	1	0	4	0	0	1	2	0	10	4	0	0	1					
		0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.53%	0.00%	0.00%	0.22%	0.00%	1.02%	0.00%	0.00%	0.76%	1.11%	0.00%	1.06%	0.61%	0.00%	0.00%	0.49%					
20	3.Политическая партия «Демократическая партия России»	9	0	2	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	1	1	0	0	0					
		0.16%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.25%	0.78%	0.00%	0.00%	0.00%	0.22%	0.11%	0.15%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	508	18	7	22	4	6	11	14	1	8	45	6	35	37	7	6	14	42	136	76	2	10	1					
		8.86%	5.31%	3.21%	8.63%	2.63%	5.45%	10.09%	7.49%	2.63%	5.93%	9.87%	4.88%	8.91%	14.45%	6.48%	4.58%	7.78%	9.11%	14.48%	11.50%	2.35%	5.26%	0.49%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.32%	0.15%	1.18%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	5	0	0	0	1					
		0.21%	0.00%	0.46%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	1.11%	0.00%	0.53%	0.00%	0.00%	0.00%	0.49%					
24	7.Политическая партия «Либерально-демократическая партия России»	532	27	13	16	19	5	10	15	10	13	51	8	34	30	12	18	14	36	90	63	8	21	19					
		9.28%	7.96%	5.96%	6.27%	12.50%	4.55%	9.17%	8.02%	26.32%	9.63%	11.18%	6.50%	8.65%	11.72%	11.11%	13.74%	7.78%	7.81%	9.58%	9.53%	9.41%	11.05%	9.27%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	373	14	5	17	7	12	6	13	4	2	21	8	32	29	1	9	13	45	57	51	13	9	5					
		6.51%	4.13%	2.29%	6.67%	4.61%	10.91%	5.50%	6.95%	10.53%	1.48%	4.61%	6.50%	8.14%	11.33%	0.93%	6.87%	7.22%	9.76%	6.07%	7.72%	15.29%	4.74%	2.44%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	30	0	1	1	0	0	0	2	0	0	0	2	3	1	0	1	4	0	6	6	0	1	2					
		0.52%	0.00%	0.46%	0.39%	0.00%	0.00%	0.00%	1.07%	0.00%	0.00%	0.00%	1.63%	0.76%	0.39%	0.00%	0.76%	2.22%	0.00%	0.64%	0.91%	0.00%	0.53%	0.98%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3796	254	178	182	113	86	73	121	21	98	305	91	274	150	84	87	108	292	533	383	58	140	165					
		66.24%	74.93%	81.65%	71.37%	74.34%	78.18%	66.97%	64.71%	55.26%	72.59%	66.89%	73.98%	69.72%	58.59%	77.78%	66.41%	60.00%	63.34%	56.76%	57.94%	68.24%	73.68%	80.49%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	24	1	1	0	4	0	0	0	1	0	4	0	1	0	0	0	0	2	6	2	1	0	1					
		0.42%	0.29%	0.46%	0.00%	2.63%	0.00%	0.00%	0.00%	2.63%	0.00%	0.88%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.43%	0.64%	0.30%	1.18%	0.00%	0.49%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
