Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    ТИК Кизеловского МР																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417					
1	"Число избирателей, внесенных в списки избирателей"	25150	1062	1823	1775	1771	1705	1555	1350	1708	1387	1244	1105	583	1636	1801	1559	1442	1644					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25050	1050	1800	1800	1750	1650	1600	1300	1700	1400	1250	1100	650	1600	1800	1550	1400	1650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12173	502	1020	906	959	811	805	701	844	652	424	314	583	690	762	834	632	734					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1122	35	46	70	62	87	55	99	92	77	79	64	0	72	119	49	76	40					
6	Число погашенных избирательных бюллетеней	11755	513	734	824	729	752	740	500	764	671	747	722	67	838	919	667	692	876					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1122	35	46	70	62	87	55	99	92	77	79	64	0	72	119	49	76	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12172	501	1020	906	959	811	805	701	844	652	424	314	583	690	762	834	632	734					
9	Число недействительных избирательных бюллетеней	116	7	11	9	11	8	7	6	6	4	4	2	6	4	9	8	6	8					
10	Число действительных избирательных бюллетеней	13178	529	1055	967	1010	890	853	794	930	725	499	376	577	758	872	875	702	766					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	569	30	45	45	35	35	45	40	35	35	29	20	0	35	35	35	35	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	476	25	44	42	28	26	43	40	33	29	27	11	0	35	18	21	23	31					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	628	12	16	6	15	21	8	2	22	11	15	5	467	3	7	14	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	93	5	1	3	7	9	2	0	2	6	2	9	0	0	17	14	12	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	2	1	3	0	0	1	0	3	1	0	0	2	0	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	254	22	21	11	20	21	21	18	21	11	7	4	1	9	21	10	19	17					
		1.91%	4.10%	1.97%	1.13%	1.96%	2.34%	2.44%	2.25%	2.24%	1.51%	1.39%	1.06%	0.17%	1.18%	2.38%	1.13%	2.68%	2.20%					
19	2.Всероссийская политическая партия «Гражданская Сила»	64	1	7	6	7	5	8	5	5	5	0	1	0	1	4	6	0	3					
		0.48%	0.19%	0.66%	0.61%	0.69%	0.56%	0.93%	0.63%	0.53%	0.69%	0.00%	0.26%	0.00%	0.13%	0.45%	0.68%	0.00%	0.39%					
20	3.Политическая партия «Демократическая партия России»	16	1	0	0	1	0	0	1	1	2	0	0	1	1	3	1	2	2					
