Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Касимовская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131					
1	"Число избирателей, внесенных в списки избирателей"	28615	1468	1520	2104	1315	1161	1333	674	686	1448	1386	1379	1391	1486	1551	1493	1241	1499	1345	1425	1396	1314					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	28663	1500	1544	2105	1293	1096	1318	672	677	1450	1384	1334	1410	1498	1570	1495	1247	1528	1344	1401	1389	1408					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13591	644	716	1049	595	606	612	341	311	728	654	489	675	722	724	786	659	783	576	603	672	646					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	986	23	23	42	52	110	45	19	15	45	70	156	27	26	30	44	34	40	58	55	41	31					
6	Число погашенных избирательных бюллетеней	14086	833	805	1014	646	380	661	312	351	677	660	689	708	750	816	665	554	705	710	743	676	731					
7	Число избирательных бюллетеней в переносных ящиках для голосования	986	23	23	42	52	110	45	19	15	45	70	156	27	26	30	44	34	40	58	55	41	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13591	644	716	1049	595	606	612	341	311	728	654	489	675	722	724	786	659	783	576	603	672	646					
9	Число недействительных избирательных бюллетеней	131	6	5	11	8	9	8	3	3	13	4	3	8	1	9	4	5	5	7	9	8	2					
10	Число действительных избирательных бюллетеней	14446	661	734	1080	639	707	649	357	323	760	720	642	694	747	745	826	688	818	627	649	705	675					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	251	11	11	11	9	12	11	7	5	15	9	14	11	16	13	14	12	18	11	13	12	16					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	220	11	11	11	7	12	10	3	4	14	6	11	10	16	13	9	10	14	8	13	11	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	108	3	4	5	13	8	9	3	6	5	2	6	6	1	2	2	6	5	9	7	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	31	0	0	0	2	0	1	4	1	1	3	3	1	0	0	5	2	4	3	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	0	0	0	0	2	1	0	1	0	1	0	0	2	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	411	17	13	35	20	16	25	9	8	20	24	13	15	23	26	24	24	24	14	24	14	23					
		2.82%	2.55%	1.76%	3.21%	3.09%	2.23%	3.81%	2.50%	2.45%	2.59%	3.31%	2.02%	2.14%	3.07%	3.45%	2.89%	3.46%	2.92%	2.21%	3.65%	1.96%	3.40%					
19	2.Всероссийская политическая партия «Гражданская Сила»	123	4	9	8	4	4	2	3	3	8	6	4	7	4	6	9	4	9	7	9	7	6					
		0.84%	0.60%	1.22%	0.73%	0.62%	0.56%	0.30%	0.83%	0.92%	1.03%	0.83%	0.62%	0.99%	0.53%	0.80%	1.08%	0.58%	1.09%	1.10%	1.37%	0.98%	0.89%					
20	3.Политическая партия «Демократическая партия России»	11	0	0	2	0	0	0	0	0	2	1	0	0	0	1	2	0	1	1	0	1	0					
		0.08%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.14%	0.00%	0.00%	0.00%	0.13%	0.24%	0.00%	0.12%	0.16%	0.00%	0.14%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2182	95	107	146	66	141	91	40	39	121	117	97	83	88	112	151	94	162	115	106	120	91					
		14.97%	14.24%	14.48%	13.38%	10.20%	19.69%	13.85%	11.11%	11.96%	15.65%	16.16%	15.04%	11.82%	11.76%	14.85%	18.19%	13.56%	19.68%	18.14%	16.11%	16.83%	13.44%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	109	1	3	7	7	5	1	7	4	6	5	1	6	5	6	9	3	4	7	5	8	9					
		0.75%	0.15%	0.41%	0.64%	1.08%	0.70%	0.15%	1.94%	1.23%	0.78%	0.69%	0.16%	0.85%	0.67%	0.80%	1.08%	0.43%	0.49%	1.10%	0.76%	1.12%	1.33%					
23	6.Политическая партия «Партия социальной справедливости»	30	0	1	2	1	2	4	0	0	1	1	1	1	1	3	3	0	2	2	3	2	0					
		0.21%	0.00%	0.14%	0.18%	0.15%	0.28%	0.61%	0.00%	0.00%	0.13%	0.14%	0.16%	0.14%	0.13%	0.40%	0.36%	0.00%	0.24%	0.32%	0.46%	0.28%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1616	94	74	116	77	88	80	50	38	81	77	69	74	93	84	79	57	85	64	83	78	75					
		11.09%	14.09%	10.01%	10.63%	11.90%	12.29%	12.18%	13.89%	11.66%	10.48%	10.64%	10.70%	10.54%	12.43%	11.14%	9.52%	8.23%	10.33%	10.09%	12.61%	10.94%	11.08%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1806	75	121	125	71	120	83	42	33	94	74	74	91	105	90	102	67	108	87	77	105	62					
		12.39%	11.24%	16.37%	11.46%	10.97%	16.76%	12.63%	11.67%	10.12%	12.16%	10.22%	11.47%	12.96%	14.04%	11.94%	12.29%	9.67%	13.12%	13.72%	11.70%	14.73%	9.16%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	239	11	10	18	15	10	7	4	5	12	13	1	15	16	13	16	8	5	12	7	21	20					
		1.64%	1.65%	1.35%	1.65%	2.32%	1.40%	1.07%	1.11%	1.53%	1.55%	1.80%	0.16%	2.14%	2.14%	1.72%	1.93%	1.15%	0.61%	1.89%	1.06%	2.95%	2.95%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7653	356	381	606	369	318	340	195	183	400	390	374	386	398	391	416	413	403	310	318	331	375					
		52.50%	53.37%	51.56%	55.55%	57.03%	44.41%	51.75%	54.17%	56.13%	51.75%	53.87%	57.98%	54.99%	53.21%	51.86%	50.12%	59.60%	48.97%	48.90%	48.33%	46.42%	55.39%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	266	8	15	15	9	3	16	7	10	15	12	8	16	14	13	15	18	15	8	17	18	14					
		1.82%	1.20%	2.03%	1.37%	1.39%	0.42%	2.44%	1.94%	3.07%	1.94%	1.66%	1.24%	2.28%	1.87%	1.72%	1.81%	2.60%	1.82%	1.26%	2.58%	2.52%	2.07%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
