Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Павловская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11133	1115	1267	1321	736	383	304	186	465	388	522	89	429	62	198	306	695	62	86	521	457	215	116	429	578	203									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10598	1000	1200	1300	700	350	270	180	450	350	500	90	400	65	180	280	700	66	87	550	450	200	100	400	550	180									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7209	641	728	845	416	245	227	118	352	285	363	60	287	35	124	212	454	44	63	386	283	160	91	285	392	113									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	971	125	76	82	42	34	22	13	32	31	51	10	49	9	17	31	86	9	7	36	57	17	9	61	45	20									
6	Число погашенных избирательных бюллетеней	2418	234	396	373	242	71	21	49	66	34	86	20	64	21	39	37	160	13	17	128	110	23	0	54	113	47									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	971	125	76	82	42	34	22	13	32	31	51	10	49	9	17	31	86	9	7	36	57	17	9	61	45	20									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7208	641	728	845	415	245	227	118	352	285	363	60	287	35	124	212	454	44	63	386	283	160	91	285	392	113									
9	Число недействительных избирательных бюллетеней	92	12	4	31	9	0	0	2	2	2	7	2	0	0	0	2	16	0	0	1	2	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	8087	754	800	896	448	279	249	129	382	314	407	68	336	44	141	241	524	53	70	421	338	177	100	346	437	133									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	800	50	50	60	30	20	20	20	30	30	30	10	40	10	40	40	90	10	10	50	40	10	10	40	40	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	334	50	34	60	20	1	3	20	29	1	0	0	7	0	7	4	36	2	1	41	13	0	0	0	5	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	88	21	11	8	6	2	1	0	10	3	1	1	2	1	0	3	2	0	2	2	2	2	2	2	4	0									
14	Число погашенных неиспользованных открепительных удостоверений	466	0	16	0	10	19	17	0	1	29	30	10	33	10	33	36	54	8	9	9	27	10	10	40	35	20									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	92	20	16	17	14	1	0	3	2	0	2	0	3	0	4	0	6	0	0	1	2	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	53	8	6	6	1	1	0	3	1	1	1	0	2	1	1	1	3	0	2	1	2	0	0	1	9	2									
		0.65%	1.04%	0.75%	0.65%	0.22%	0.36%	0.00%	2.29%	0.26%	0.32%	0.24%	0.00%	0.60%	2.27%	0.71%	0.41%	0.56%	0.00%	2.86%	0.24%	0.59%	0.00%	0.00%	0.29%	2.06%	1.50%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	187	19	23	18	14	3	5	4	2	5	19	0	8	2	7	5	22	0	0	7	7	0	0	10	7	0									
		2.29%	2.48%	2.86%	1.94%	3.06%	1.08%	2.01%	3.05%	0.52%	1.58%	4.59%	0.00%	2.38%	4.55%	4.96%	2.06%	4.07%	0.00%	0.00%	1.66%	2.06%	0.00%	0.00%	2.89%	1.60%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	109	12	12	24	9	7	0	0	5	3	0	3	3	0	0	2	4	1	1	4	8	3	4	2	2	0									
		1.33%	1.57%	1.49%	2.59%	1.97%	2.51%	0.00%	0.00%	1.30%	0.95%	0.00%	4.29%	0.89%	0.00%	0.00%	0.82%	0.74%	1.89%	1.43%	0.95%	2.35%	1.69%	4.00%	0.58%	0.46%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5913	510	541	626	300	237	201	67	322	260	314	40	281	29	89	170	355	41	55	338	240	143	81	242	338	93									
		72.29%	66.58%	67.29%	67.53%	65.65%	84.95%	80.72%	51.15%	83.85%	82.28%	75.85%	57.14%	83.63%	65.91%	63.12%	69.96%	65.74%	77.36%	78.57%	80.09%	70.59%	80.79%	81.00%	69.94%	77.35%	69.92%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	3	3	1	1	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	2	0	0	0	1	1									
		0.21%	0.39%	0.37%	0.11%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.86%	0.00%	0.00%	0.71%	0.41%	0.19%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.23%	0.75%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	5	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	755	105	105	103	51	14	23	22	23	21	15	12	13	5	14	29	42	2	4	24	34	20	6	38	12	18									
		9.23%	13.71%	13.06%	11.11%	11.16%	5.02%	9.24%	16.79%	5.99%	6.65%	3.62%	17.14%	3.87%	11.36%	9.93%	11.93%	7.78%	3.77%	5.71%	5.69%	10.00%	11.30%	6.00%	10.98%	2.75%	13.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	34	12	3	2	1	0	0	0	1	3	0	0	1	0	0	0	2	1	0	4	0	1	0	2	1	0									
		0.42%	1.57%	0.37%	0.22%	0.22%	0.00%	0.00%	0.00%	0.26%	0.95%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.37%	1.89%	0.00%	0.95%	0.00%	0.56%	0.00%	0.58%	0.23%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	5	1	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0									
		0.21%	0.65%	0.12%	0.22%	0.44%	0.36%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.59%	0.56%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0									
		0.06%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	0.00%	0.29%	0.00%	0.00%	0.29%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	3	5	4	4	0	0	0	0	0	0	0	0	0	0	1	4	1	0	3	0	0	0	2	1	0									
		0.34%	0.39%	0.62%	0.43%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.74%	1.89%	0.00%	0.71%	0.00%	0.00%	0.00%	0.58%	0.23%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	825	74	80	78	56	16	17	33	21	17	57	10	22	6	29	26	79	7	7	31	34	6	8	44	53	14									
		10.09%	9.66%	9.95%	8.41%	12.25%	5.73%	6.83%	25.19%	5.47%	5.38%	13.77%	14.29%	6.55%	13.64%	20.57%	10.70%	14.63%	13.21%	10.00%	7.35%	10.00%	3.39%	8.00%	12.72%	12.13%	10.53%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	0	3	2	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	4	3									
		0.22%	0.00%	0.37%	0.22%	0.22%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	2.27%	0.00%	0.00%	0.19%	0.00%	0.00%	0.24%	0.29%	0.00%	0.00%	0.00%	0.92%	2.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	119	3	18	30	7	0	3	0	6	3	0	0	6	0	0	5	11	0	0	6	7	3	1	4	4	2									
		1.45%	0.39%	2.24%	3.24%	1.53%	0.00%	1.20%	0.00%	1.56%	0.95%	0.00%	0.00%	1.79%	0.00%	0.00%	2.06%	2.04%	0.00%	0.00%	1.42%	2.06%	1.69%	1.00%	1.16%	0.92%	1.50%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
