Выборы Президента Российской Федерации																																																																																																																								
Дата голосования: 04.03.2012																																																																																																																								
																																																																																																																								
Наименование Избирательной комиссии:    Уссурийская																																																																																																																								
																																																																																																																								
Сводная таблица итогов голосования																																																																																																																								
																																																																																																																								
	Число участковых избирательных комиссий	109																																																																																																																						
	Число участковых избирательных комиссий, приступивших к передаче сведений	109																																																																																																																						
																																																																																																																								
		Сумма	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1025	УИК №1026	УИК №1357	УИК №1358	УИК №1359	УИК №1362	УИК №1367									
1	Число избирателей, включенных в список избирателей	140992	2128	2175	2063	2001	647	764	1843	1707	2487	2156	970	1823	1657	1020	2399	1760	2362	2732	2674	1378	1489	1605	2808	310	1910	1260	2048	2449	2155	1276	2327	1740	1112	2579	2488	284	2557	2350	1673	2565	2019	665	1159	1384	1795	1762	802	1484	1391	563	1849	1773	2257	1677	1501	1279	2674	1051	1827	1565	1494	1981	576	2259	1317	1633	327	87	52	527	478	116	177	404	204	201	128	1191	450	227	1846	2009	556	1362	2133	873	157	74	252	299	106	355	193	168	209	739	796	198	778	2186	2402	1466	746	665	195	472	325	1362	33									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	142240	2000	2000	2200	2000	650	900	2000	1850	2500	2200	1000	2000	1600	1050	2400	1900	2200	2700	2700	1300	1550	1600	2800	350	1800	1200	2000	2500	2000	1200	2000	1700	1200	2500	2400	300	2600	2300	1600	2500	2000	700	1100	1300	2000	1800	800	1500	1500	600	1800	1800	2300	1700	1550	1300	2600	1050	1700	1500	1500	2000	600	2000	1400	1700	400	200	100	600	600	150	170	500	300	300	200	1200	500	250	2000	2000	600	1400	2000	1000	200	130	300	350	140	400	200	200	200	800	800	200	800	2000	2300	1500	850	700	200	500	350	1500	100									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	109915	1882	1833	1554	1601	483	636	1520	1629	2109	1788	950	1484	1412	972	1643	1710	1986	2370	2104	1183	1447	1266	2245	247	1481	856	1606	1946	1701	716	1611	826	1010	2060	1401	107	2009	1863	1546	2135	1123	507	956	776	1418	1211	665	1301	1113	289	1221	1474	1411	1413	1287	1183	2208	770	1518	1267	1350	1649	344	1925	1182	1492	327	87	52	527	342	90	106	334	177	147	101	894	293	156	1069	1646	306	832	1792	595	108	57	154	199	80	261	127	110	129	400	218	125	444	1222	1996	803	584	665	189	472	325	1362	31									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4759	27	34	220	21	13	13	18	25	18	62	20	10	15	26	301	26	23	54	62	19	24	19	79	11	81	19	45	136	53	18	48	28	13	17	21	1	41	33	19	45	35	19	21	50	60	19	31	33	23	20	33	33	59	7	31	18	64	27	28	48	33	35	11	37	41	30	0	0	0	0	93	16	0	19	25	21	8	34	90	21	478	21	120	12	54	104	25	17	11	50	0	31	24	14	17	97	493	12	20	162	28	38	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	27465	91	133	426	378	154	251	462	196	373	350	30	506	173	52	456	164	191	276	534	98	79	315	476	92	238	325	349	418	246	466	341	846	177	423	978	192	550	404	35	320	842	174	123	474	522	570	104	166	364	291	546	293	830	280	232	99	328	253	154	185	117	316	245	38	177	178	73	113	48	73	165	44	22	147	98	132	91	213	117	73	453	333	174	556	154	301	67	56	135	101	60	108	49	76	54	303	89	63	336	616	276	659	266	35	11	28	25	138	69									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4860	27	34	220	21	13	13	18	25	18	62	20	10	15	26	301	26	23	54	62	19	24	19	79	11	81	19	45	136	53	18	48	28	13	17	21	1	41	33	19	45	35	19	21	50	60	19	31	33	23	20	33	33	59	7	31	18	64	27	28	48	33	35	11	37	41	30	0	0	0	0	93	16	42	19	25	21	8	93	90	21	478	21	120	12	54	104	25	17	11	50	0	31	24	14	17	97	493	12	20	162	28	38	0	0	0	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	107880	1882	1833	1554	1601	483	636	1519	1325	2107	1785	847	1484	1412	972	1643	1428	1982	2370	2104	1180	1427	1101	2245	247	1481	856	1606	1946	1701	716	1611	826	1010	2060	1401	107	2009	1863	1493	2135	1118	507	953	776	1416	1211	528	928	1113	289	1221	1474	1411	1413	1277	1179	2208	770	1518	1267	1346	1647	344	1923	921	1223	327	87	52	526	342	90	106	334	177	147	101	894	293	156	1069	1645	306	832	1791	595	108	57	154	199	80	261	127	110	129	400	216	124	444	1222	1995	788	584	664	189	472	325	1362	31									
9	Число недействительных избирательных бюллетеней	1118	7	3	6	0	3	16	19	13	21	6	7	5	8	7	6	27	6	27	17	7	13	9	17	0	15	17	2	20	2	14	10	21	14	52	24	0	22	35	16	12	19	11	6	10	12	17	0	14	23	8	19	15	12	12	30	6	27	10	18	5	7	4	8	7	19	33	3	0	1	18	4	3	3	2	2	1	2	14	3	0	10	8	6	13	4	9	0	0	3	6	2	6	1	0	8	6	7	3	5	28	8	11	12	7	1	2	5	12	1									
10	Число действительных избирательных бюллетеней	111622	1902	1864	1768	1622	493	633	1518	1337	2104	1841	860	1489	1419	991	1938	1427	1999	2397	2149	1192	1438	1111	2307	258	1547	858	1649	2062	1752	720	1649	833	1009	2025	1398	108	2028	1861	1496	2168	1134	515	968	816	1464	1213	559	947	1113	301	1235	1492	1458	1408	1278	1191	2245	787	1528	1310	1372	1678	347	1953	943	1220	324	87	51	508	431	103	145	351	200	167	107	973	380	177	1537	1658	420	831	1841	690	133	74	162	243	78	286	150	124	138	491	702	133	459	1356	2015	815	572	657	188	470	320	1350	30									
11	Число полученных открепительных  удостоверений	3575	60	67	50	70	10	10	55	15	80	105	34	20	15	43	75	37	60	71	113	58	55	31	74	5	60	15	40	55	70	20	67	25	55	55	30	10	60	21	25	50	40	15	10	20	56	20	10	65	45	4	50	63	40	65	55	10	75	15	25	20	20	60	10	90	50	65	0	0	0	0	100	25	5	41	15	40	20	30	20	5	55	20	15	10	10	35	25	10	10	10	5	10	10	10	15	25	5	10	15	25	60	15	0	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	3482	58	67	49	70	8	10	53	14	80	105	34	17	15	43	68	37	58	71	113	57	55	31	66	2	60	15	40	54	70	14	62	25	48	55	29	3	60	19	20	50	40	15	6	20	56	20	9	65	45	3	50	63	40	65	54	10	75	13	25	20	19	60	7	90	50	65	0	0	0	0	100	25	5	41	15	40	20	30	20	3	55	20	15	10	10	35	25	10	10	8	5	8	10	10	15	25	5	2	15	25	60	15	0	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2429	24	11	24	11	18	8	17	13	19	16	12	13	13	13	12	16	19	14	13	18	22	11	24	6	12	6	9	20	19	12	278	9	3	118	16	4	22	17	8	22	18	8	9	9	11	9	10	12	7	6	10	13	8	13	27	47	13	10	24	11	4	30	5	14	7	10	29	2	1	161	5	3	7	7	7	6	4	17	4	4	12	8	4	10	7	10	11	0	2	5	5	6	6	7	3	8	83	4	8	9	8	8	18	11	62	271	276	15	8									
