Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Академический район																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №3160	УИК №3161					
1	"Число избирателей, внесенных в список"	63386	1718	2544	2616	2938	2589	2642	2894	2256	2125	2712	2909	2063	3000	2750	2943	2611	1971	2171	2209	2272	1925	2466	2656	1926	1910	1896	597	77					
2	Число полученных избирательных бюллетеней	59400	1600	2300	2400	2700	2600	2500	2700	2100	2000	2600	2700	2000	2700	2600	2700	2400	1800	1900	2000	2100	1800	2300	2500	1800	1700	1800	900	200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	35282	1151	1266	1445	1703	1411	1529	1558	1328	1062	1382	1558	1030	1517	1636	1792	1401	1065	1165	1240	1147	993	1390	1750	1027	1052	1010	597	77					
5	"Число избирательных бюллетеней, выданных вне помещения"	889	5	18	35	21	43	37	37	28	24	47	47	23	40	66	31	57	30	31	34	19	39	18	32	35	48	44	0	0					
6	Число погашенных избирательных бюллетеней	23229	444	1016	920	976	1146	934	1105	744	914	1171	1095	947	1143	898	877	942	705	704	726	934	768	892	718	738	600	746	303	123					
7	Число избирательных бюллетеней в переносных ящиках	889	5	18	35	21	43	37	37	28	24	47	47	23	40	66	31	57	30	31	34	19	39	18	32	35	48	44	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	35007	1150	1260	1441	1688	1361	1482	1553	1303	1061	1381	1553	1027	1510	1600	1780	1401	1057	1160	1236	1144	993	1357	1750	1027	1052	1006	597	77					
9	Число недействительных избирательных бюллетеней	879	13	9	13	12	142	42	11	56	3	13	94	3	9	75	47	24	12	12	88	7	5	64	98	4	13	9	0	1					
10	Число действительных избирательных бюллетеней	35017	1142	1269	1463	1697	1262	1477	1579	1275	1082	1415	1506	1047	1541	1591	1764	1434	1075	1179	1182	1156	1027	1311	1684	1058	1087	1041	597	76					
11	Число полученных открепительных  удостоверений	1604	84	50	70	100	70	80	80	50	80	70	50	70	50	80	50	50	50	50	50	50	50	50	70	50	50	50	0	0					
12	Число выданных открепительных удостоверений	1034	63	30	41	47	51	57	62	38	54	48	36	51	36	53	31	37	26	19	25	31	35	30	41	29	36	27	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1020	27	26	30	33	40	42	56	35	27	24	21	38	58	53	28	59	158	51	28	31	14	16	19	18	27	21	34	6					
14	Число неиспользованных открепительных удостоверений	570	21	20	29	53	19	23	18	12	26	22	14	19	14	27	19	13	24	31	25	19	15	20	29	21	14	23	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	13	0	0	0	0	0	1	0	0	1	1	0	1	1	0	3	1	1	2	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	2497	66	83	118	90	108	118	122	77	65	93	96	64	110	110	110	103	80	91	75	91	75	111	140	90	89	84	34	4					
		6.96%	5.71%	6.49%	7.99%	5.27%	7.69%	7.77%	7.67%	5.79%	5.99%	6.51%	6.00%	6.10%	7.10%	6.60%	6.07%	7.06%	7.36%	7.64%	5.91%	7.82%	7.27%	8.07%	7.86%	8.47%	8.09%	8.00%	5.70%	5.19%					
19	. Малышкин Олег Александрович	440	18	11	15	20	19	29	15	18	14	14	22	16	15	26	26	30	10	14	13	7	7	7	46	8	7	9	4	0					
		1.23%	1.56%	0.86%	1.02%	1.17%	1.35%	1.91%	0.94%	1.35%	1.29%	0.98%	1.38%	1.52%	0.97%	1.56%	1.44%	2.06%	0.92%	1.18%	1.02%	0.60%	0.68%	0.51%	2.58%	0.75%	0.64%	0.86%	0.67%	0.00%					
20	. Миронов Сергей Михайлович	270	11	6	5	28	13	6	7	5	10	11	11	9	9	18	12	7	8	2	6	5	3	4	44	13	4	7	5	1					
		0.75%	0.95%	0.47%	0.34%	1.64%	0.93%	0.39%	0.44%	0.38%	0.92%	0.77%	0.69%	0.86%	0.58%	1.08%	0.66%	0.48%	0.74%	0.17%	0.47%	0.43%	0.29%	0.29%	2.47%	1.22%	0.36%	0.67%	0.84%	1.30%					
21	. Путин Владимир Владимирович	22147	809	756	952	1013	772	950	1107	886	740	959	998	653	831	907	1079	985	708	706	781	722	659	738	962	634	707	623	461	49					
		61.70%	70.04%	59.15%	64.50%	59.27%	54.99%	62.54%	69.62%	66.57%	68.20%	67.16%	62.38%	62.19%	53.61%	54.44%	59.58%	67.56%	65.13%	59.28%	61.50%	62.08%	63.86%	53.67%	53.98%	59.70%	64.27%	59.33%	77.22%	63.64%					
22	. Хакамада Ирина Муцуовна	4305	87	211	144	246	161	156	126	129	108	122	161	158	269	246	255	114	124	171	134	135	128	232	216	153	124	162	26	7					
		11.99%	7.53%	16.51%	9.76%	14.39%	11.47%	10.27%	7.92%	9.69%	9.95%	8.54%	10.06%	15.05%	17.35%	14.77%	14.08%	7.82%	11.41%	14.36%	10.55%	11.61%	12.40%	16.87%	12.12%	14.41%	11.27%	15.43%	4.36%	9.09%					
