Выборы Президента Российской Федерации																						
																						
Наименование Избирательной комиссии:    Завьяловская																						
																						
Итоги голосования 																						
																						
		Сумма	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734					
1	"Число избирателей, внесенных в список"	17240	1982	2270	1873	244	877	603	1068	345	1256	1484	1046	767	480	1689	1256					
2	Число полученных избирательных бюллетеней	17108	2000	2200	1938	251	870	615	1020	350	1240	1490	1080	700	420	1700	1234					
3	"Число избирательных бюллетеней, выданных  досрочно"	9	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11335	1231	1387	1082	168	588	484	713	299	778	981	722	536	365	1138	863					
5	"Число избирательных бюллетеней, выданных вне помещения"	676	50	59	124	20	36	11	59	14	67	32	49	31	22	40	62					
6	Число погашенных избирательных бюллетеней	5088	715	749	732	63	246	120	248	37	395	477	309	133	33	522	309					
7	Число избирательных бюллетеней в переносных ящиках	685	54	64	124	20	36	11	59	14	67	32	49	31	22	40	62					
8	Число бюллетеней в стационарных ящиках для голосования	11331	1228	1387	1082	168	588	484	713	299	778	981	722	535	365	1138	863					
9	Число недействительных избирательных бюллетеней	114	7	20	13	7	0	7	9	4	6	15	4	5	5	5	7					
10	Число действительных избирательных бюллетеней	11902	1275	1431	1193	181	624	488	763	309	839	998	767	561	382	1173	918					
11	Число полученных открепительных  удостоверений	196	25	25	25	5	10	10	10	5	15	15	10	5	5	16	15					
12	Число выданных открепительных удостоверений	37	7	4	4	0	0	1	0	1	3	0	5	3	1	5	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	16	0	5	2	0	1	0	0	0	3	0	2	0	0	0	3					
14	Число неиспользованных открепительных удостоверений	159	18	21	21	5	10	9	10	4	12	15	5	2	4	11	12					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																						
18	. Глазьев Сергей Юрьевич	252	27	36	39	0	9	15	16	2	18	12	10	8	11	30	19					
		2.10%	2.11%	2.48%	3.23%	0.00%	1.44%	3.03%	2.07%	0.64%	2.13%	1.18%	1.30%	1.41%	2.84%	2.55%	2.05%					
19	. Малышкин Олег Александрович	317	17	25	29	10	15	35	21	3	31	40	11	11	17	25	27					
		2.64%	1.33%	1.72%	2.40%	5.32%	2.40%	7.07%	2.72%	0.96%	3.67%	3.95%	1.43%	1.94%	4.39%	2.12%	2.92%					
20	. Миронов Сергей Михайлович	66	8	10	4	5	4	2	3	1	1	5	5	1	4	10	3					
		0.55%	0.62%	0.69%	0.33%	2.66%	0.64%	0.40%	0.39%	0.32%	0.12%	0.49%	0.65%	0.18%	1.03%	0.85%	0.32%					
21	. Путин Владимир Владимирович	8094	923	977	824	107	423	318	535	206	456	687	518	409	238	813	660					
		67.36%	72.00%	67.33%	68.33%	56.91%	67.79%	64.24%	69.30%	65.81%	53.96%	67.82%	67.19%	72.26%	61.50%	69.02%	71.35%					
22	. Хакамада Ирина Муцуовна	141	23	30	15	0	1	5	1	0	9	15	6	2	8	18	8					
		1.17%	1.79%	2.07%	1.24%	0.00%	0.16%	1.01%	0.13%	0.00%	1.07%	1.48%	0.78%	0.35%	2.07%	1.53%	0.86%					
23	. Харитонов Николай Михайлович	2896	259	332	272	57	164	108	179	97	314	232	205	122	99	261	195					
		24.10%	20.20%	22.88%	22.55%	30.32%	26.28%	21.82%	23.19%	30.99%	37.16%	22.90%	26.59%	21.55%	25.58%	22.16%	21.08%					
																						
24	Против всех	136	18	21	10	2	8	5	8	0	10	7	12	8	5	16	6					
		1.13%	1.40%	1.45%	0.83%	1.06%	1.28%	1.01%	1.04%	0.00%	1.18%	0.69%	1.56%	1.41%	1.29%	1.36%	0.65%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
