Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Хохольская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №3801	УИК №3802	УИК №3803	УИК №3804	УИК №3805	УИК №3806	УИК №3807	УИК №3808	УИК №3809	УИК №3810	УИК №3811	УИК №3812	УИК №3813	УИК №3814	УИК №3815	УИК №3816	УИК №3817	УИК №3818	УИК №3819	УИК №3820	УИК №3821	УИК №3822	УИК №3823	УИК №3824	УИК №3825	УИК №3826	УИК №3827	УИК №3828	УИК №3829	УИК №3830	УИК №3831	УИК №3832	УИК №3833	УИК №3834	УИК №3835	УИК №3836									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	24848	1054	1293	777	1053	1146	1360	280	1110	566	760	77	214	316	571	433	459	425	358	220	673	702	873	1342	996	1641	107	783	1149	651	512	220	373	331	734	209	1080									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24540	1000	1200	780	1000	1100	1300	280	1100	570	760	80	200	320	580	430	450	420	370	220	670	700	890	1300	1000	1650	100	790	1150	660	520	200	380	400	770	200	1000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	13469	507	837	484	719	667	510	39	295	231	131	38	127	151	250	188	242	236	208	96	326	333	292	954	564	1387	70	473	539	537	376	87	291	331	172	103	678									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	6680	254	284	155	123	325	513	215	538	264	284	24	72	135	250	210	149	169	139	120	91	90	46	151	302	139	30	269	569	85	116	113	74	0	51	84	247									
6	Число погашенных избирательных бюллетеней	4391	239	79	141	158	108	277	26	267	75	345	18	1	34	80	32	59	15	23	4	253	277	552	195	134	124	0	48	42	38	28	0	15	69	547	13	75									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	6680	254	284	155	123	325	513	215	538	264	284	24	72	135	250	210	149	169	139	120	91	90	46	151	302	139	30	269	569	85	116	113	74	0	51	84	247									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	13469	507	837	484	719	667	510	39	295	231	131	38	127	151	250	188	242	236	208	96	326	333	292	954	564	1387	70	473	539	537	376	87	291	331	172	103	678									
9	Число недействительных избирательных бюллетеней	54	3	0	0	0	6	1	0	1	0	3	0	0	0	0	0	0	3	1	0	2	0	9	4	0	7	0	3	0	1	0	0	0	6	0	2	2									
10	Число действительных избирательных бюллетеней	20095	758	1121	639	842	986	1022	254	832	495	412	62	199	286	500	398	391	402	346	216	415	423	329	1101	866	1519	100	739	1108	621	492	200	365	325	223	185	923									
