Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Район Хамовники																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040					
1	"Число избирателей, внесенных в списки"	64210	2184	2101	2455	2304	2327	2426	2035	2164	1837	1993	1579	2511	2240	2570	2782	2300	2107	2357	2354	2648	2765	2275	2056	2300	1539	2363	2779	1925	79	452	131	127	43	93	9					
2	"Число бюллетеней, полученных участковыми комиссиями"	56888	1841	1811	2048	1994	2012	2134	1757	1901	1584	1794	1317	2291	1734	2222	2518	2082	1849	1998	2024	2360	2333	2003	1850	1885	2329	2174	2401	1664	88	432	142	162	50	95	9					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	36662	997	1195	1490	1368	1323	1315	1073	1270	1053	1041	869	1329	1157	1544	1207	1393	1258	1435	1467	1531	1555	1234	1161	1125	1497	1348	1516	1094	73	372	104	127	43	90	8					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1318	23	29	58	37	70	44	38	43	44	28	24	63	40	34	36	52	90	54	58	48	58	68	63	30	42	48	46	50	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	18908	821	587	500	589	619	775	646	588	487	725	424	899	537	644	1275	637	501	509	499	781	720	701	626	730	790	778	839	520	15	60	38	35	7	5	1					
7	Число бюллетеней в переносных ящиках для голосования	1318	23	29	58	37	70	44	38	43	44	28	24	63	40	34	36	52	90	54	58	48	58	68	63	30	42	48	46	50	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	36550	997	1191	1487	1368	1320	1313	1072	1261	1052	1041	869	1323	1156	1532	1203	1388	1258	1430	1462	1526	1544	1231	1154	1121	1495	1331	1515	1093	73	372	104	127	43	90	8					
9	Число недействительных бюллетеней	262	2	6	6	1	1	5	11	9	7	7	6	18	7	12	21	8	11	6	17	8	12	9	9	9	17	9	12	5	1	7	0	1	1	1	0					
10	Число действительных бюллетеней	37606	1018	1214	1539	1404	1389	1352	1099	1295	1089	1062	887	1368	1189	1554	1218	1432	1337	1478	1503	1566	1590	1290	1208	1142	1520	1370	1549	1138	72	365	104	126	42	89	8					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1750	40	40	40	40	40	160	40	50	40	40	40	100	60	100	250	40	40	40	40	40	40	40	40	50	40	40	180	40	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1197	22	26	26	29	22	148	20	38	13	19	18	37	41	50	210	25	31	11	30	18	28	29	28	38	24	30	166	20	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1663	70	138	110	44	112	31	22	41	19	28	114	43	31	20	25	26	67	138	18	19	22	19	32	32	63	20	78	118	57	37	6	32	31	0	0					
14	Число погашенных открепительных удостоверений	553	18	14	14	11	18	12	20	12	27	21	22	63	19	50	40	15	9	29	10	22	12	11	12	12	16	10	14	20	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	20	0	0	1	1	1	3	1	1	0	1	0	0	0	4	2	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	190	4	2	7	4	1	6	4	10	3	10	2	8	12	9	8	6	1	5	9	11	11	9	6	9	4	8	5	10	0	4	2	0	0	0	0					
		0.50%	0.39%	0.16%	0.45%	0.28%	0.07%	0.44%	0.36%	0.76%	0.27%	0.93%	0.22%	0.57%	1.00%	0.57%	0.64%	0.41%	0.07%	0.33%	0.59%	0.69%	0.68%	0.69%	0.49%	0.78%	0.26%	0.58%	0.32%	0.87%	0.0%	1.07%	1.92%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	5024	199	220	240	173	208	205	174	230	165	144	120	155	123	170	74	248	168	189	244	232	207	153	158	159	202	181	137	106	10	15	6	6	0	2	1					
		13.26%	19.50%	18.03%	15.53%	12.31%	14.96%	15.10%	15.67%	17.63%	15.05%	13.47%	13.43%	11.18%	10.28%	10.85%	5.97%	17.22%	12.46%	12.73%	16.05%	14.73%	12.92%	11.77%	12.98%	13.81%	13.14%	13.12%	8.77%	9.27%	13.69%	4.03%	5.76%	4.72%	0.0%	2.22%	12.5%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	686	15	13	24	14	18	20	21	17	24	23	10	21	22	24	28	27	27	19	23	31	36	26	25	22	31	35	23	37	3	12	2	3	3	6	1					
		1.81%	1.47%	1.06%	1.55%	0.99%	1.29%	1.47%	1.89%	1.30%	2.18%	2.15%	1.11%	1.51%	1.83%	1.53%	2.25%	1.87%	2.00%	1.28%	1.51%	1.96%	2.24%	2.00%	2.05%	1.91%	2.01%	2.53%	1.47%	3.23%	4.10%	3.22%	1.92%	2.36%	6.97%	6.66%	12.5%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	5365	177	238	281	252	245	194	165	226	145	130	118	172	135	176	85	229	168	232	211	223	255	168	185	161	233	178	203	112	8	34	8	13	1	3	1					
		14.16%	17.35%	19.50%	18.18%	17.93%	17.62%	14.29%	14.86%	17.33%	13.22%	12.16%	13.21%	12.40%	11.28%	11.23%	6.86%	15.90%	12.46%	15.63%	13.88%	14.16%	15.91%	12.93%	15.20%	13.98%	15.15%	12.90%	13.00%	9.79%	10.95%	9.13%	7.69%	10.23%	2.32%	3.33%	12.5%					
22	"5. ""За Русь Святую"""	173	2	9	6	4	7	4	4	4	8	4	3	6	3	6	5	2	3	8	12	10	1	6	7	12	7	9	5	13	0	2	0	1	0	0	0					
		0.45%	0.19%	0.73%	0.38%	0.28%	0.50%	0.29%	0.36%	0.30%	0.72%	0.37%	0.33%	0.43%	0.25%	0.38%	0.40%	0.13%	0.22%	0.53%	0.78%	0.63%	0.06%	0.46%	0.57%	1.04%	0.45%	0.65%	0.32%	1.13%	0.0%	0.53%	0.0%	0.78%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	74	2	0	5	2	4	4	0	2	2	2	2	4	5	6	1	1	0	4	1	4	2	1	4	6	2	1	3	2	0	1	0	1	0	0	0					
		0.19%	0.19%	0.0%	0.32%	0.14%	0.28%	0.29%	0.0%	0.15%	0.18%	0.18%	0.22%	0.28%	0.41%	0.38%	0.08%	0.06%	0.0%	0.26%	0.06%	0.25%	0.12%	0.07%	0.32%	0.52%	0.13%	0.07%	0.19%	0.17%	0.0%	0.26%	0.0%	0.78%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	468	14	14	14	14	15	10	16	16	16	15	6	24	15	17	22	16	10	31	16	13	27	19	19	10	21	7	20	23	2	4	0	0	0	1	1					
		1.23%	1.37%	1.14%	0.90%	0.99%	1.07%	0.73%	1.44%	1.22%	1.45%	1.40%	0.67%	1.73%	1.25%	1.08%	1.77%	1.11%	0.74%	2.08%	1.05%	0.82%	1.68%	1.46%	1.56%	0.86%	1.36%	0.50%	1.28%	2.01%	2.73%	1.07%	0.0%	0.0%	0.0%	1.11%	12.5%					
25	"8. ""Народно-республиканская партия России"""	20	0	1	3	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	3	0	1	2	1	0	0	0	0	0	0	0					
		0.05%	0.0%	0.08%	0.19%	0.07%	0.07%	0.07%	0.09%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.06%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.07%	0.12%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
