Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Игринская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839					
1	"Число избирателей, внесенных в списки"	32202	1224	1067	1260	2393	1337	1832	1354	631	425	1027	980	767	2353	981	135	1471	1105	106	424	1264	144	993	137	655	578	472	867	626	533	695	415	991	437	472	425	627	547	259	193					
2	"Число бюллетеней, полученных участковыми комиссиями"	32690	1200	1100	1240	2440	1350	1700	1300	610	450	1100	1000	820	2250	950	150	1500	1150	100	450	1300	150	1000	150	700	600	500	880	650	500	750	450	1000	450	500	500	700	550	300	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20789	772	726	777	1583	845	1191	744	384	257	599	596	408	1338	478	104	854	648	62	279	905	111	681	124	558	555	377	532	506	419	451	341	655	298	324	284	403	335	161	124					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1090	18	21	5	15	21	12	18	14	7	20	13	18	30	15	7	9	29	9	38	48	4	31	7	12	23	25	128	48	25	56	39	54	55	41	33	25	92	11	14					
6	Число погашенных бюллетеней	10811	410	353	458	842	484	497	538	212	186	481	391	394	882	457	39	637	473	29	133	347	35	288	19	130	22	98	220	96	56	243	70	291	97	135	183	272	123	128	62					
7	Число бюллетеней в переносных ящиках для голосования	1090	18	21	5	15	21	12	18	14	7	20	13	18	30	15	7	9	29	9	38	48	4	31	7	12	23	25	128	48	25	56	39	54	55	41	33	25	92	11	14					
8	Число бюллетеней в стационарных ящиках для голосования	20602	770	726	777	1583	845	1179	744	384	256	582	594	408	1308	478	104	854	648	62	279	905	111	681	124	558	432	377	532	506	419	451	341	655	298	324	284	403	335	161	124					
9	Число недействительных бюллетеней	456	18	14	16	33	13	22	14	12	4	14	20	12	17	17	1	20	21	2	1	24	6	6	0	2	11	18	11	5	16	5	10	19	6	0	9	12	16	6	3					
10	Число действительных бюллетеней	21236	770	733	766	1565	853	1169	748	386	259	588	587	414	1321	476	110	843	656	69	316	929	109	706	131	568	444	384	649	549	428	502	370	690	347	365	308	416	411	166	135					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	289	9	6	9	18	15	10	9	3	5	8	8	8	15	8	3	9	9	3	5	9	3	8	3	9	2	5	7	18	5	7	5	8	14	5	5	2	9	4	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	168	6	6	3	16	11	9	4	2	1	6	3	3	6	3	0	5	5	1	3	6	1	4	0	9	0	1	1	16	1	1	2	6	10	0	3	1	8	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	124	10	2	7	5	13	3	4	2	2	2	5	0	8	1	0	8	5	0	1	8	0	6	0	2	3	2	2	2	4	5	0	2	2	1	2	2	2	1	0					
14	Число погашенных открепительных удостоверений	121	3	0	6	2	4	1	5	1	4	2	5	5	9	5	3	4	4	2	2	3	2	4	3	0	2	4	6	2	4	6	3	2	4	5	2	1	1	0	0					
15	Число открепительных удостоверений выданных ТИК	7	0	1	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	399	13	6	8	25	13	17	16	4	1	10	23	8	38	16	1	12	12	2	4	21	2	11	4	11	12	6	11	6	11	5	3	17	6	5	10	16	8	1	4					
		1.83%	1.64%	0.80%	1.02%	1.56%	1.50%	1.42%	2.09%	1.00%	0.38%	1.66%	3.78%	1.87%	2.84%	3.24%	0.90%	1.39%	1.77%	2.81%	1.26%	2.20%	1.73%	1.54%	3.05%	1.92%	2.63%	1.49%	1.66%	1.08%	2.47%	0.98%	0.78%	2.39%	1.69%	1.36%	3.15%	3.73%	1.87%	0.58%	2.89%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	486	20	30	28	83	23	52	18	2	6	12	18	4	42	9	2	16	9	0	3	9	1	10	0	4	27	0	9	7	4	6	1	10	1	1	3	9	5	0	2					
		2.24%	2.53%	4.01%	3.58%	5.19%	2.65%	4.36%	2.36%	0.50%	2.28%	1.99%	2.96%	0.93%	3.13%	1.82%	1.80%	1.85%	1.32%	0.0%	0.94%	0.94%	0.86%	1.40%	0.0%	0.70%	5.93%	0.0%	1.36%	1.26%	0.90%	1.18%	0.26%	1.41%	0.28%	0.27%	0.94%	2.10%	1.17%	0.0%	1.44%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	356	10	9	7	9	14	14	26	15	4	21	16	10	18	15	0	22	19	2	3	9	1	16	0	5	3	2	10	1	1	17	9	9	4	1	7	9	7	7	4					
		1.64%	1.26%	1.20%	0.89%	0.56%	1.61%	1.17%	3.41%	3.76%	1.52%	3.48%	2.63%	2.34%	1.34%	3.04%	0.0%	2.54%	2.80%	2.81%	0.94%	0.94%	0.86%	2.24%	0.0%	0.87%	0.65%	0.49%	1.51%	0.18%	0.22%	3.35%	2.36%	1.26%	1.13%	0.27%	2.20%	2.10%	1.63%	4.06%	2.89%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	203	9	8	18	20	7	11	9	2	6	12	9	9	14	3	0	10	4	0	0	7	0	9	2	2	1	0	2	2	0	8	1	8	1	1	0	1	1	3	3					
		0.93%	1.14%	1.07%	2.30%	1.25%	0.80%	0.92%	1.18%	0.50%	2.28%	1.99%	1.48%	2.11%	1.04%	0.60%	0.0%	1.15%	0.59%	0.0%	0.0%	0.73%	0.0%	1.26%	1.52%	0.35%	0.21%	0.0%	0.30%	0.36%	0.0%	1.57%	0.26%	1.12%	0.28%	0.27%	0.0%	0.23%	0.23%	1.74%	2.17%					
22	"5. ""За Русь Святую"""	103	4	1	1	9	4	2	6	1	2	2	1	1	12	5	1	5	3	0	0	5	0	3	0	1	1	2	4	0	0	7	1	5	1	1	2	2	4	2	2					
		0.47%	0.50%	0.13%	0.12%	0.56%	0.46%	0.16%	0.78%	0.25%	0.76%	0.33%	0.16%	0.23%	0.89%	1.01%	0.90%	0.57%	0.44%	0.0%	0.0%	0.52%	0.0%	0.42%	0.0%	0.17%	0.21%	0.49%	0.60%	0.0%	0.0%	1.38%	0.26%	0.70%	0.28%	0.27%	0.63%	0.46%	0.93%	1.16%	1.44%					
23	"6. ""Объединенная Российская партия ""Русь"""	57	1	1	0	3	1	1	3	0	0	1	0	2	4	5	0	3	2	1	2	2	2	4	1	0	2	1	1	0	1	2	2	1	1	2	1	3	0	0	1					
		0.26%	0.12%	0.13%	0.0%	0.18%	0.11%	0.08%	0.39%	0.0%	0.0%	0.16%	0.0%	0.46%	0.29%	1.01%	0.0%	0.34%	0.29%	1.40%	0.63%	0.20%	1.73%	0.56%	0.76%	0.0%	0.43%	0.24%	0.15%	0.0%	0.22%	0.39%	0.52%	0.14%	0.28%	0.54%	0.31%	0.70%	0.0%	0.0%	0.72%					
24	"7. ""Новый курс - Автомобильная Россия"""	87	2	4	7	13	2	10	1	2	1	1	2	1	4	2	0	6	2	1	0	2	0	3	0	1	3	1	1	6	1	2	2	2	0	0	1	1	0	0	0					
		0.40%	0.25%	0.53%	0.89%	0.81%	0.23%	0.83%	0.13%	0.50%	0.38%	0.16%	0.32%	0.23%	0.29%	0.40%	0.0%	0.69%	0.29%	1.40%	0.0%	0.20%	0.0%	0.42%	0.0%	0.17%	0.65%	0.24%	0.15%	1.08%	0.22%	0.39%	0.52%	0.28%	0.0%	0.0%	0.31%	0.23%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	41	2	1	0	0	0	3	1	0	0	1	5	1	1	1	0	1	2	1	1	3	1	0	0	2	1	1	0	1	3	1	1	0	0	0	0	1	4	0	1					
		0.18%	0.25%	0.13%	0.0%	0.0%	0.0%	0.25%	0.13%	0.0%	0.0%	0.16%	0.82%	0.23%	0.07%	0.20%	0.0%	0.11%	0.29%	1.40%	0.31%	0.31%	0.86%	0.0%	0.0%	0.35%	0.21%	0.24%	0.0%	0.18%	0.67%	0.19%	0.26%	0.0%	0.0%	0.0%	0.0%	0.23%	0.93%	0.0%	0.72%					
26	"9. ""Российская экологическая партия ""Зеленые"""	47	2	2	3	1	2	3	1	2	0	2	2	2	3	4	0	3	0	1	2	1	0	3	0	1	0	0	2	0	0	2	0	1	0	1	0	0	0	0	1					
		0.21%	0.25%	0.26%	0.38%	0.06%	0.23%	0.25%	0.13%	0.50%	0.0%	0.33%	0.32%	0.46%	0.22%	0.81%	0.0%	0.34%	0.0%	1.40%	0.63%	0.10%	0.0%	0.42%	0.0%	0.17%	0.0%	0.0%	0.30%	0.0%	0.0%	0.39%	0.0%	0.14%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.72%					
27	"10. ""Аграрная партия России"""	1243	27	27	25	44	39	61	22	16	12	21	23	7	44	12	10	36	21	0	42	61	19	53	12	45	31	69	58	101	28	9	12	51	32	34	25	22	68	12	12					
		5.73%	3.42%	3.61%	3.19%	2.75%	4.50%	5.12%	2.88%	4.02%	4.56%	3.48%	3.78%	1.64%	3.28%	2.43%	9.00%	4.17%	3.10%	0.0%	13.24%	6.40%	16.52%	7.44%	9.16%	7.89%	6.81%	17.16%	8.78%	18.23%	6.30%	1.77%	3.15%	7.19%	9.06%	9.31%	7.88%	5.14%	15.92%	6.97%	8.69%					
28	"11. ""Истинные патриоты России"""	14	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1					
		0.06%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.16%	0.23%	0.0%	0.20%	0.0%	0.0%	0.14%	0.0%	0.31%	0.10%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.46%	0.0%	0.58%	0.72%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	155	1	3	6	5	8	11	10	3	2	5	0	4	11	4	0	10	5	1	0	11	3	14	0	8	3	1	2	0	2	0	2	8	3	1	0	1	5	1	1					
		0.71%	0.12%	0.40%	0.76%	0.31%	0.92%	0.92%	1.31%	0.75%	0.76%	0.83%	0.0%	0.93%	0.82%	0.81%	0.0%	1.15%	0.73%	1.40%	0.0%	1.15%	2.60%	1.96%	0.0%	1.40%	0.65%	0.24%	0.30%	0.0%	0.45%	0.0%	0.52%	1.12%	0.84%	0.27%	0.0%	0.23%	1.17%	0.58%	0.72%					
30	"13. ""Демократическая партия России"""	48	3	1	4	1	4	2	1	3	0	0	3	1	3	3	0	1	2	0	1	1	1	0	0	1	0	0	2	0	2	2	0	0	0	0	0	0	5	0	1					
		0.22%	0.38%	0.13%	0.51%	0.06%	0.46%	0.16%	0.13%	0.75%	0.0%	0.0%	0.49%	0.23%	0.22%	0.60%	0.0%	0.11%	0.29%	0.0%	0.31%	0.10%	0.86%	0.0%	0.0%	0.17%	0.0%	0.0%	0.30%	0.0%	0.45%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.17%	0.0%	0.72%					
31	"14. ""Великая Россия - Евразийский Союз"""	36	2	2	0	3	0	2	0	0	3	3	2	0	2	1	0	5	0	1	0	2	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	2	0	0	1					
		0.16%	0.25%	0.26%	0.0%	0.18%	0.0%	0.16%	0.0%	0.0%	1.14%	0.49%	0.32%	0.0%	0.14%	0.20%	0.0%	0.57%	0.0%	1.40%	0.0%	0.20%	0.0%	0.14%	0.0%	0.0%	0.21%	0.0%	0.15%	0.0%	0.0%	0.0%	0.26%	0.14%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.72%					
32	"15. ""Партия СЛОН"""	27	1	2	0	1	3	2	1	0	0	1	0	0	3	0	0	2	0	1	2	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	1	1	1	0	0					
		0.12%	0.12%	0.26%	0.0%	0.06%	0.34%	0.16%	0.13%	0.0%	0.0%	0.16%	0.0%	0.0%	0.22%	0.0%	0.0%	0.23%	0.0%	1.40%	0.63%	0.10%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.31%	0.23%	0.23%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1087	65	56	54	142	62	71	40	17	16	29	30	18	88	19	1	47	28	0	8	58	3	37	1	12	17	15	21	16	9	15	15	12	6	8	8	12	12	10	9					
		5.01%	8.24%	7.49%	6.90%	8.88%	7.15%	5.96%	5.24%	4.27%	6.08%	4.81%	4.94%	4.22%	6.57%	3.85%	0.90%	5.44%	4.13%	0.0%	2.52%	6.08%	2.60%	5.19%	0.76%	2.10%	3.73%	3.73%	3.18%	2.88%	2.02%	2.95%	3.94%	1.69%	1.69%	2.19%	2.52%	2.80%	2.81%	5.81%	6.52%					
