Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Вичугская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216					
1	"Число избирателей, внесенных в список избирателей"	28060	1128	1002	1048	1582	1750	1346	1728	1205	1690	1631	1874	1029	1313	1044	1178	1171	1652	1023	1124	1195	1347					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28300	1150	1050	1050	1600	1800	1350	1750	1200	1750	1650	1950	1050	1300	1050	1150	1100	1600	1050	1150	1200	1350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12281	513	490	538	681	668	644	854	516	715	627	819	397	582	436	540	479	821	329	466	547	619					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2910	108	101	90	173	163	123	130	142	112	131	165	137	144	135	109	190	217	119	139	114	168					
6	Число погашенных избирательных бюллетеней	13109	529	459	422	746	969	583	766	542	923	892	966	516	574	479	501	431	562	602	545	539	563					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2910	108	101	90	173	163	123	130	142	112	131	165	137	144	135	109	190	217	119	139	114	168					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12279	513	490	538	681	668	643	854	516	715	627	819	397	582	436	540	479	821	329	466	546	619					
9	Число недействительных избирательных бюллетеней	181	6	2	9	10	13	9	7	6	11	17	12	8	9	6	0	8	7	4	5	14	18					
10	Число действительных избирательных бюллетеней	15008	615	589	619	844	818	757	977	652	816	741	972	526	717	565	649	661	1031	444	600	646	769					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	679	34	30	25	33	30	35	62	30	50	45	30	15	30	25	45	35	30	10	25	35	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	642	34	30	20	32	27	35	61	30	50	45	30	15	22	21	45	34	30	8	20	32	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	506	45	16	11	22	16	60	18	17	20	26	30	27	39	19	17	40	25	15	14	13	16					
14	Число погашенных неиспользованных открепительных удостоверений	37	0	0	5	1	3	0	1	0	0	0	0	0	8	4	0	1	0	2	5	3	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	0	0	2	0	2	3	1	2	2	0	0	1	0	0	0	2	4	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2196	108	89	99	126	116	111	168	111	109	141	146	57	88	70	71	72	119	85	102	101	107					
		14.46%	17.39%	15.06%	15.76%	14.75%	13.96%	14.49%	17.07%	16.87%	13.18%	18.60%	14.84%	10.67%	12.12%	12.26%	10.94%	10.76%	11.46%	18.97%	16.86%	15.30%	13.60%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2184	103	82	91	157	116	117	141	96	137	107	140	67	98	79	88	58	140	71	79	96	121					
		14.38%	16.59%	13.87%	14.49%	18.38%	13.96%	15.27%	14.33%	14.59%	16.57%	14.12%	14.23%	12.55%	13.50%	13.84%	13.56%	8.67%	13.49%	15.85%	13.06%	14.55%	15.37%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	131	3	4	3	5	11	11	17	4	6	5	6	6	6	2	2	8	9	2	5	8	8					
		0.86%	0.48%	0.68%	0.48%	0.59%	1.32%	1.44%	1.73%	0.61%	0.73%	0.66%	0.61%	1.12%	0.83%	0.35%	0.31%	1.20%	0.87%	0.45%	0.83%	1.21%	1.02%					
