Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Койгородская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435					
1	"Число избирателей, внесенных в списки"	7746	129	887	341	344	159	258	322	211	2092	188	1202	279	103	110	931	190					
2	"Число бюллетеней, полученных участковыми комиссиями"	7805	135	900	350	350	165	265	345	220	2020	200	1215	275	100	130	940	195					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4070	84	398	170	171	91	171	213	157	997	103	596	181	79	92	418	149					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	212	4	15	1	28	3	25	17	10	40	3	31	10	2	0	23	0					
6	Число погашенных бюллетеней	3523	47	487	179	151	71	69	115	53	983	94	588	84	19	38	499	46					
7	Число бюллетеней в переносных ящиках для голосования	212	4	15	1	28	3	25	17	10	40	3	31	10	2	0	23	0					
8	Число бюллетеней в стационарных ящиках для голосования	4071	84	398	170	171	91	171	213	157	998	103	596	181	79	92	418	149					
9	Число недействительных бюллетеней	87	3	10	2	5	3	4	3	2	17	5	14	4	4	1	8	2					
10	Число действительных бюллетеней	4196	85	403	169	194	91	192	227	165	1021	101	613	187	77	91	433	147					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	105	2	10	5	3	3	5	6	5	35	4	10	3	3	3	5	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	51	0	2	0	2	3	0	4	3	24	1	7	0	1	1	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	23	0	4	0	1	0	4	3	2	0	0	3	1	3	1	1	0					
14	Число погашенных открепительных удостоверений	54	2	8	5	1	0	5	2	2	11	3	3	3	2	2	2	3					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	57	3	2	2	4	2	5	4	4	11	0	5	1	0	1	12	1					
		1.33%	3.40%	0.48%	1.16%	2.01%	2.12%	2.55%	1.73%	2.39%	1.05%	0.0%	0.79%	0.52%	0.0%	1.08%	2.72%	0.67%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	94	1	11	0	5	2	2	1	4	34	1	20	1	1	1	9	1					
		2.19%	1.13%	2.66%	0.0%	2.51%	2.12%	1.02%	0.43%	2.39%	3.27%	0.94%	3.18%	0.52%	1.23%	1.08%	2.04%	0.67%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	153	2	20	8	7	6	7	13	6	26	3	25	5	4	2	12	7					
		3.57%	2.27%	4.84%	4.67%	3.51%	6.38%	3.57%	5.65%	3.59%	2.50%	2.83%	3.98%	2.61%	4.93%	2.17%	2.72%	4.69%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	123	5	15	1	18	0	3	10	3	25	1	13	7	3	3	13	3					
		2.87%	5.68%	3.63%	0.58%	9.04%	0.0%	1.53%	4.34%	1.79%	2.40%	0.94%	2.07%	3.66%	3.70%	3.26%	2.94%	2.01%					
22	"5. ""За Русь Святую"""	22	2	2	1	0	0	1	1	2	7	0	2	2	0	0	1	1					
		0.51%	2.27%	0.48%	0.58%	0.0%	0.0%	0.51%	0.43%	1.19%	0.67%	0.0%	0.31%	1.04%	0.0%	0.0%	0.22%	0.67%					
23	"6. ""Объединенная Российская партия ""Русь"""	9	0	2	1	0	0	0	1	0	3	0	1	1	0	0	0	0					
		0.21%	0.0%	0.48%	0.58%	0.0%	0.0%	0.0%	0.43%	0.0%	0.28%	0.0%	0.15%	0.52%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	37	0	3	2	1	0	2	2	0	12	1	4	1	1	0	7	1					
		0.86%	0.0%	0.72%	1.16%	0.50%	0.0%	1.02%	0.86%	0.0%	1.15%	0.94%	0.63%	0.52%	1.23%	0.0%	1.58%	0.67%					
25	"8. ""Народно-республиканская партия России"""	8	0	1	0	1	0	0	0	0	4	0	1	0	0	0	1	0					
		0.18%	0.0%	0.24%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.15%	0.0%	0.0%	0.0%	0.22%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	10	0	1	0	1	0	0	0	0	2	0	5	1	0	0	0	0					
		0.23%	0.0%	0.24%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.79%	0.52%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	198	1	26	6	30	8	1	7	7	65	8	15	3	3	2	13	3					
		4.62%	1.13%	6.29%	3.50%	15.07%	8.51%	0.51%	3.04%	4.19%	6.26%	7.54%	2.39%	1.57%	3.70%	2.17%	2.94%	2.01%					
28	"11. ""Истинные патриоты России"""	12	0	1	1	0	1	0	1	0	2	0	1	1	0	1	3	0					
		0.28%	0.0%	0.24%	0.58%	0.0%	1.06%	0.0%	0.43%	0.0%	0.19%	0.0%	0.15%	0.52%	0.0%	1.08%	0.68%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	80	2	12	3	3	0	4	2	0	22	8	11	2	0	3	7	1					
		1.86%	2.27%	2.90%	1.75%	1.50%	0.0%	2.04%	0.86%	0.0%	2.11%	7.54%	1.75%	1.04%	0.0%	3.26%	1.58%	0.67%					
30	"13. ""Демократическая партия России"""	21	0	3	2	2	1	0	0	1	5	0	3	2	1	0	0	1					
		0.49%	0.0%	0.72%	1.16%	1.00%	1.06%	0.0%	0.0%	0.59%	0.48%	0.0%	0.47%	1.04%	1.23%	0.0%	0.0%	0.67%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	2	3	0	2	0	0	0	3	0	1	0	1	0	0	2	0					
		0.32%	2.27%	0.72%	0.0%	1.00%	0.0%	0.0%	0.0%	1.79%	0.0%	0.94%	0.0%	0.52%	0.0%	0.0%	0.45%	0.0%					
32	"15. ""Партия СЛОН"""	4	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.09%	0.0%	0.15%	0.0%	0.0%	0.0%	0.22%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	262	5	36	19	11	1	5	22	16	62	6	44	13	1	2	15	4					
		6.11%	5.68%	8.71%	11.11%	5.52%	1.06%	2.55%	9.56%	9.58%	5.97%	5.66%	7.01%	6.80%	1.23%	2.17%	3.40%	2.68%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	8	0	1	0	1	0	1	0	0	1	0	3	0	0	0	1	0					
		0.18%	0.0%	0.24%	0.0%	0.50%	0.0%	0.51%	0.0%	0.0%	0.09%	0.0%	0.47%	0.0%	0.0%	0.0%	0.22%	0.0%					
35	"18. ""ЛДПР"""	706	24	59	24	14	23	61	20	25	156	18	102	47	15	8	83	27					
		16.48%	27.27%	14.28%	14.03%	7.03%	24.46%	31.12%	8.69%	14.97%	15.02%	16.98%	16.26%	24.60%	18.51%	8.69%	18.82%	18.12%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	117	0	20	6	4	3	0	8	3	23	1	16	11	1	2	17	2					
		2.73%	0.0%	4.84%	3.50%	2.01%	3.19%	0.0%	3.47%	1.79%	2.21%	0.94%	2.55%	5.75%	1.23%	2.17%	3.85%	1.34%					
37	"20. ""Политическая партия ""Единая Россия"""	1555	27	120	64	63	36	77	62	45	389	42	216	73	29	58	185	69					
		36.30%	30.68%	29.05%	37.42%	31.65%	38.29%	39.28%	26.95%	26.94%	37.47%	39.62%	34.44%	38.21%	35.80%	63.04%	41.95%	46.30%					
38	"21. ""Российская Конституционно-демократическая партия"""	8	0	1	0	1	0	0	0	1	0	1	2	0	0	0	1	1					
		0.18%	0.0%	0.24%	0.0%	0.50%	0.0%	0.0%	0.0%	0.59%	0.0%	0.94%	0.31%	0.0%	0.0%	0.0%	0.22%	0.67%					
39	"22. ""Развитие предпринимательства"""	8	0	1	0	3	0	0	0	0	0	0	3	0	0	0	0	1					
		0.18%	0.0%	0.24%	0.0%	1.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.67%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	487	6	34	22	16	3	11	64	36	125	7	75	8	10	4	42	24					
		11.37%	6.81%	8.23%	12.86%	8.04%	3.19%	5.61%	27.82%	21.55%	12.04%	6.60%	11.96%	4.18%	12.34%	4.34%	9.52%	16.10%					
																							
41	Против всех	203	5	29	7	7	5	11	9	9	46	3	45	7	8	4	8	0					
		4.73%	5.68%	7.02%	4.09%	3.51%	5.31%	5.61%	3.91%	5.38%	4.43%	2.83%	7.17%	3.66%	9.87%	4.34%	1.81%	0.0%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
