Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Надеждинская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625					
1	"Число избирателей, внесенных в списки избирателей"	29705	317	171	269	381	194	1247	1037	1243	1674	1332	672	276	189	684	598	302	407	945	1584	1723	1159	1548	1669	1204	1602	420	1476	545	1095	1158	1081	1160	343					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	28038	260	145	270	375	185	1178	960	1120	1540	1160	645	260	200	700	570	285	390	900	1450	1615	1110	1425	1595	1150	1575	385	1420	530	1060	1100	1045	1115	320					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14368	183	99	150	200	134	571	434	642	995	801	321	136	78	301	228	190	200	361	731	893	555	793	817	581	805	199	773	282	373	435	525	414	168					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	764	10	6	10	14	21	6	16	79	28	40	18	20	6	23	40	3	6	17	59	51	22	4	25	4	64	24	33	11	36	14	26	19	9					
6	Число погашенных избирательных бюллетеней	12906	67	40	110	161	30	601	510	399	517	319	306	104	116	376	302	92	184	522	660	671	533	628	753	565	706	162	614	237	651	651	494	682	143					
7	Число избирательных бюллетеней в переносных ящиках для голосования	764	10	6	10	14	21	6	16	79	28	40	18	20	6	23	40	3	6	17	59	51	22	4	25	4	64	24	33	11	36	14	26	19	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14353	183	99	150	200	134	571	434	642	995	801	321	136	78	301	228	190	200	361	727	893	555	783	817	581	805	199	773	282	373	435	525	413	168					
9	Число недействительных избирательных бюллетеней	224	5	2	0	6	0	2	8	9	11	7	3	3	3	8	3	8	6	6	12	31	9	11	14	5	2	0	14	3	11	5	13	4	0					
10	Число действительных избирательных бюллетеней	14893	188	103	160	208	155	575	442	712	1012	834	336	153	81	316	265	185	200	372	774	913	568	776	828	580	867	223	792	290	398	444	538	428	177					
