Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Колышлейская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841					
1	"Число избирателей, внесенных в списки"	21450	454	1261	400	436	402	942	778	1358	725	684	703	786	1396	697	926	861	640	407	645	1514	1549	1632	744	737	773					
2	"Число бюллетеней, полученных участковыми комиссиями"	20987	452	1240	405	418	399	897	771	1359	719	684	682	775	1367	694	926	856	637	412	675	1488	1458	1501	735	695	742					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12337	302	814	252	308	167	602	455	623	363	469	393	391	818	386	571	409	408	268	386	866	898	955	385	447	401					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1297	32	137	19	0	62	119	110	79	86	25	41	72	40	88	24	65	60	44	14	29	22	70	9	27	23					
6	Число погашенных бюллетеней	7353	118	289	134	110	170	176	206	657	270	190	248	312	509	220	331	382	169	100	275	593	538	476	341	221	318					
7	Число бюллетеней в переносных ящиках для голосования	1297	32	137	19	0	62	119	110	79	86	25	41	72	40	88	24	65	60	44	14	29	22	70	9	27	23					
8	Число бюллетеней в стационарных ящиках для голосования	12336	302	813	252	308	167	602	455	623	363	469	393	391	818	386	571	409	408	268	386	866	898	955	385	447	401					
9	Число недействительных бюллетеней	208	3	3	5	8	0	17	31	12	2	11	3	4	12	0	19	5	5	0	5	17	11	16	3	12	4					
10	Число действительных бюллетеней	13425	331	947	266	300	229	704	534	690	447	483	431	459	846	474	576	469	463	312	395	878	909	1009	391	462	420					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	260	5	15	5	5	5	10	10	15	15	10	10	10	15	10	10	10	5	5	10	15	10	25	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	85	2	3	0	0	0	7	0	0	3	4	7	0	3	0	1	3	3	0	6	10	6	15	3	1	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	135	2	5	1	1	3	4	6	1	6	4	4	6	4	1	0	4	3	1	1	3	4	67	2	1	1					
14	Число погашенных открепительных удостоверений	175	3	12	5	5	5	3	10	15	12	6	3	10	12	10	9	7	2	5	4	5	4	10	7	9	2					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	245	5	17	5	2	5	10	7	15	9	13	8	7	22	1	15	9	14	11	4	13	10	16	7	9	11					
		1.79%	1.49%	1.78%	1.84%	0.64%	2.18%	1.38%	1.23%	2.13%	2.00%	2.63%	1.84%	1.51%	2.56%	0.21%	2.52%	1.89%	2.99%	3.52%	1.0%	1.45%	1.08%	1.56%	1.77%	1.89%	2.59%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	99	3	7	13	1	0	4	4	2	1	5	3	4	4	3	4	3	2	4	2	2	9	11	3	1	4					
		0.72%	0.89%	0.73%	4.79%	0.32%	0.0%	0.55%	0.70%	0.28%	0.22%	1.01%	0.69%	0.86%	0.46%	0.63%	0.67%	0.63%	0.42%	1.28%	0.5%	0.22%	0.97%	1.07%	0.76%	0.21%	0.94%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	366	6	20	3	4	12	8	8	9	1	20	18	29	26	7	24	16	4	2	15	20	30	32	17	22	13					
		2.68%	1.79%	2.10%	1.10%	1.29%	5.24%	1.10%	1.41%	1.28%	0.22%	4.04%	4.14%	6.26%	3.03%	1.47%	4.03%	3.37%	0.85%	0.64%	3.75%	2.23%	3.26%	3.12%	4.31%	4.64%	3.06%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	171	2	12	6	0	1	4	15	9	3	9	6	8	9	4	3	0	2	0	5	13	22	20	7	6	5					
		1.25%	0.59%	1.26%	2.21%	0.0%	0.43%	0.55%	2.65%	1.28%	0.66%	1.82%	1.38%	1.72%	1.04%	0.84%	0.50%	0.0%	0.42%	0.0%	1.25%	1.45%	2.39%	1.95%	1.77%	1.26%	1.17%					
22	"5. ""За Русь Святую"""	53	2	3	0	2	0	0	1	3	2	5	0	4	1	0	3	4	3	1	2	7	6	4	0	0	0					
		0.38%	0.59%	0.31%	0.0%	0.64%	0.0%	0.0%	0.17%	0.42%	0.44%	1.01%	0.0%	0.86%	0.11%	0.0%	0.50%	0.84%	0.64%	0.32%	0.5%	0.78%	0.65%	0.39%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	28	0	5	5	0	1	1	0	3	0	3	2	0	0	0	0	0	0	1	0	0	1	1	0	4	1					
		0.20%	0.0%	0.52%	1.84%	0.0%	0.43%	0.13%	0.0%	0.42%	0.0%	0.60%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.10%	0.09%	0.0%	0.84%	0.23%					
24	"7. ""Новый курс - Автомобильная Россия"""	73	0	7	1	2	2	5	3	4	2	2	3	2	3	0	1	4	2	0	2	2	9	9	1	5	2					
		0.53%	0.0%	0.73%	0.36%	0.64%	0.87%	0.69%	0.53%	0.56%	0.44%	0.40%	0.69%	0.43%	0.34%	0.0%	0.16%	0.84%	0.42%	0.0%	0.5%	0.22%	0.97%	0.87%	0.25%	1.05%	0.47%					
25	"8. ""Народно-республиканская партия России"""	22	0	0	1	0	0	1	2	4	1	1	1	2	2	0	0	1	1	0	0	2	0	2	1	0	0					
		0.16%	0.0%	0.0%	0.36%	0.0%	0.0%	0.13%	0.35%	0.56%	0.22%	0.20%	0.23%	0.43%	0.23%	0.0%	0.0%	0.21%	0.21%	0.0%	0.0%	0.22%	0.0%	0.19%	0.25%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	13	0	2	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	3	1	1	0	0					
		0.09%	0.0%	0.21%	0.36%	0.0%	0.0%	0.0%	0.17%	0.14%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.16%	0.0%	0.0%	0.0%	0.25%	0.0%	0.32%	0.09%	0.25%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	605	13	43	15	23	3	26	18	29	22	35	30	31	50	35	12	21	20	11	8	34	26	44	20	15	21					
		4.43%	3.89%	4.52%	5.53%	7.46%	1.31%	3.60%	3.18%	4.13%	4.89%	7.08%	6.91%	6.69%	5.82%	7.38%	2.01%	4.43%	4.27%	3.52%	2.0%	3.79%	2.82%	4.29%	5.07%	3.16%	4.95%					
28	"11. ""Истинные патриоты России"""	8	0	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0					
		0.05%	0.0%	0.0%	0.36%	0.0%	0.0%	0.27%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	106	1	4	2	1	5	8	1	11	6	1	3	2	12	0	2	3	5	2	3	5	8	10	5	5	1					
		0.77%	0.29%	0.42%	0.73%	0.32%	2.18%	1.10%	0.17%	1.56%	1.33%	0.20%	0.69%	0.43%	1.39%	0.0%	0.33%	0.63%	1.06%	0.64%	0.75%	0.55%	0.86%	0.97%	1.26%	1.05%	0.23%					
30	"13. ""Демократическая партия России"""	39	0	3	0	0	0	1	1	4	0	0	0	0	3	2	1	2	0	0	0	3	7	8	0	2	2					
		0.28%	0.0%	0.31%	0.0%	0.0%	0.0%	0.13%	0.17%	0.56%	0.0%	0.0%	0.0%	0.0%	0.34%	0.42%	0.16%	0.42%	0.0%	0.0%	0.0%	0.33%	0.76%	0.78%	0.0%	0.42%	0.47%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	1	1	1	0	0	3	4	2	1	0	0	2	5	0	0	0	1	0	0	1	2	2	0	1	0					
		0.19%	0.29%	0.10%	0.36%	0.0%	0.0%	0.41%	0.70%	0.28%	0.22%	0.0%	0.0%	0.43%	0.58%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.11%	0.21%	0.19%	0.0%	0.21%	0.0%					
32	"15. ""Партия СЛОН"""	13	0	0	0	0	0	1	2	2	0	1	0	1	0	0	0	0	0	0	0	3	1	1	1	0	0					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.35%	0.28%	0.0%	0.20%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.10%	0.09%	0.25%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	551	15	30	8	18	7	24	16	31	17	26	13	12	22	19	15	18	19	6	32	44	45	47	16	27	24					
		4.04%	4.49%	3.15%	2.95%	5.84%	3.05%	3.32%	2.83%	4.41%	3.78%	5.26%	2.99%	2.59%	2.56%	4.00%	2.52%	3.79%	4.05%	1.92%	8.0%	4.91%	4.89%	4.58%	4.06%	5.69%	5.66%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	50	0	1	2	1	1	2	3	5	1	2	3	1	4	1	2	0	2	1	4	3	2	3	2	3	1					
		0.36%	0.0%	0.10%	0.73%	0.32%	0.43%	0.27%	0.53%	0.71%	0.22%	0.40%	0.69%	0.21%	0.46%	0.21%	0.33%	0.0%	0.42%	0.32%	1.0%	0.33%	0.21%	0.29%	0.50%	0.63%	0.23%					
35	"18. ""ЛДПР"""	1313	29	91	20	32	12	49	60	43	55	50	41	37	68	59	72	43	49	11	30	92	94	96	55	73	52					
		9.63%	8.68%	9.57%	7.38%	10.38%	5.24%	6.79%	10.61%	6.12%	12.24%	10.12%	9.44%	7.99%	7.92%	12.44%	12.10%	9.07%	10.47%	3.52%	7.5%	10.27%	10.21%	9.36%	13.95%	15.40%	12.26%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	289	2	24	3	8	8	12	5	4	17	4	5	8	8	9	5	6	3	3	10	49	22	38	14	13	9					
		2.11%	0.59%	2.52%	1.10%	2.59%	3.49%	1.66%	0.88%	0.56%	3.78%	0.80%	1.15%	1.72%	0.93%	1.89%	0.84%	1.26%	0.64%	0.96%	2.5%	5.47%	2.39%	3.70%	3.55%	2.74%	2.12%					
37	"20. ""Политическая партия ""Единая Россия"""	6946	220	570	131	149	130	485	326	404	229	228	237	242	484	238	367	226	273	224	202	326	312	426	165	165	187					
		50.94%	65.86%	60.0%	48.33%	48.37%	56.76%	67.26%	57.69%	57.54%	51.00%	46.15%	54.60%	52.26%	56.41%	50.21%	61.68%	47.67%	58.33%	71.79%	50.5%	36.42%	33.91%	41.56%	41.87%	34.81%	44.10%					
38	"21. ""Российская Конституционно-демократическая партия"""	32	0	1	0	0	1	0	1	3	1	2	4	3	1	0	1	1	3	0	0	3	5	1	0	0	1					
		0.23%	0.0%	0.10%	0.0%	0.0%	0.43%	0.0%	0.17%	0.42%	0.22%	0.40%	0.92%	0.64%	0.11%	0.0%	0.16%	0.21%	0.64%	0.0%	0.0%	0.33%	0.54%	0.09%	0.0%	0.0%	0.23%					
39	"22. ""Развитие предпринимательства"""	29	1	2	6	1	0	0	2	3	0	0	1	0	1	1	0	1	0	1	0	3	0	2	3	1	0					
		0.21%	0.29%	0.21%	2.21%	0.32%	0.0%	0.0%	0.35%	0.42%	0.0%	0.0%	0.23%	0.0%	0.11%	0.21%	0.0%	0.21%	0.0%	0.32%	0.0%	0.33%	0.0%	0.19%	0.76%	0.21%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1923	25	85	29	49	39	41	33	88	68	64	38	45	103	88	37	99	45	32	54	216	261	184	58	81	61					
		14.10%	7.48%	8.94%	10.70%	15.90%	17.03%	5.68%	5.84%	12.53%	15.14%	12.95%	8.75%	9.71%	12.00%	18.56%	6.21%	20.88%	9.61%	10.25%	13.5%	24.13%	28.36%	17.95%	14.72%	17.08%	14.38%					
																																
41	Против всех	424	6	19	13	7	2	17	19	11	11	12	15	19	16	7	11	12	13	2	21	37	34	51	15	29	25					
