Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Чапаевская городская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146					
1	"Число избирателей, внесенных в списки избирателей"	58497	1795	2090	1309	1678	1510	1502	1305	1451	1629	1724	1720	1562	2419	1487	1856	1512	1991	1228	1415	1180	1458	1203	858	1408	1155	1767	1409	1718	2125	2145	1630	2337	1398	2161	2041	1321					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	48700	1500	1800	1100	1400	1200	1200	1100	1200	1400	1400	1400	1200	2000	1200	1500	1200	1600	1100	1200	1000	1200	1100	700	1200	1000	1500	1200	1400	1800	1800	1400	1900	1100	1800	1800	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23941	867	986	556	623	648	696	553	600	754	669	748	551	1064	625	703	471	782	415	620	460	716	478	272	293	291	815	557	635	957	836	610	741	555	1066	899	829					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1543	60	49	58	46	37	35	65	40	33	30	33	29	47	11	75	55	44	30	54	45	28	46	15	18	40	47	60	37	49	97	45	35	42	39	50	19					
6	Число погашенных избирательных бюллетеней	23216	573	765	486	731	515	469	482	560	613	701	619	620	889	564	722	674	774	655	526	495	456	576	413	889	669	638	583	728	794	867	745	1124	503	695	851	252					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1543	60	49	58	46	37	35	65	40	33	30	33	29	47	11	75	55	44	30	54	45	28	46	15	18	40	47	60	37	49	97	45	35	42	39	50	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23935	867	986	556	623	648	696	553	600	754	669	748	550	1064	625	703	470	782	415	620	460	716	477	272	293	291	814	557	635	957	836	610	741	555	1066	899	827					
9	Число недействительных избирательных бюллетеней	275	6	21	10	4	3	8	5	2	10	9	6	4	14	1	10	8	7	5	5	4	19	8	11	3	5	8	2	6	7	8	9	7	5	15	13	7					
10	Число действительных избирательных бюллетеней	25203	921	1014	604	665	682	723	613	638	777	690	775	575	1097	635	768	517	819	440	669	501	725	515	276	308	326	853	615	666	999	925	646	769	592	1090	936	839					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1110	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	550	16	23	15	19	17	12	20	13	8	16	14	6	25	21	15	16	15	2	13	10	10	8	8	8	4	14	14	13	28	21	23	14	7	19	17	46					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	272	9	4	9	10	17	15	2	2	4	4	6	11	6	4	2	12	9	3	7	10	7	5	4	4	8	6	4	8	15	6	4	14	19	2	7	13					
14	Число погашенных неиспользованных открепительных удостоверений	560	14	7	15	11	13	18	10	17	22	14	16	24	5	9	15	14	15	28	17	20	20	22	22	22	26	16	16	17	2	9	7	16	23	11	13	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	1.Политическая партия «Аграрная партия России»	500	31	29	17	15	12	10	16	12	14	23	10	6	16	13	14	9	14	9	16	7	18	11	2	5	5	19	11	10	23	21	11	13	12	25	13	8					
		1.96%	3.34%	2.80%	2.77%	2.24%	1.75%	1.37%	2.59%	1.88%	1.78%	3.29%	1.28%	1.04%	1.44%	2.04%	1.80%	1.71%	1.69%	2.02%	2.37%	1.39%	2.42%	2.10%	0.70%	1.61%	1.51%	2.21%	1.78%	1.49%	2.29%	2.25%	1.68%	1.68%	2.01%	2.26%	1.37%	0.95%					
19	2.Всероссийская политическая партия «Гражданская Сила»	225	11	9	11	9	15	9	11	7	9	5	5	5	6	7	7	7	4	5	3	3	6	7	1	0	4	6	4	2	6	6	7	0	5	11	9	3					
		0.88%	1.19%	0.87%	1.79%	1.35%	2.19%	1.23%	1.78%	1.09%	1.14%	0.72%	0.64%	0.86%	0.54%	1.10%	0.90%	1.33%	0.48%	1.12%	0.45%	0.59%	0.81%	1.34%	0.35%	0.00%	1.21%	0.70%	0.65%	0.30%	0.60%	0.64%	1.07%	0.00%	0.84%	0.99%	0.95%	0.35%					
20	3.Политическая партия «Демократическая партия России»	25	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	3	0	0	0	0	1	0	0	0	2	1	1	1	1	4	2					
		0.10%	0.11%	0.10%	0.16%	0.00%	0.00%	0.00%	0.16%	0.16%	0.00%	0.14%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.20%	0.40%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.21%	0.15%	0.13%	0.17%	0.09%	0.42%	0.24%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3431	120	175	85	90	91	116	99	82	108	86	106	75	165	62	76	94	80	57	95	66	120	89	21	10	28	118	101	111	165	145	87	107	55	166	130	50					
