Выборы Президента Российской Федерации																																																						
Дата голосования: 02.03.2008																																																						
																																																						
"Наименование Избирательной комиссии:    Ульяновск, Засвияжская N2"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
	Число участковых избирательных комиссий	47																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																				
																																																						
		Сумма	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960					
1	"Число избирателей, включенных в списки избирателей"	95861	1529	1530	1245	2235	1840	1992	1949	2731	2602	2680	2830	2556	1939	2671	2150	2183	2434	2268	1771	1599	1860	2030	2032	1867	1715	1985	2621	2797	2343	2311	2749	2764	2809	2740	2070	2357	2391	2019	1549	2056	1654	164	1568	2496	1100	473	607					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	91070	1450	1450	1200	2130	1760	1900	1860	2600	2480	2570	2700	2460	1850	2540	2030	2090	2320	2180	1680	1450	1790	1940	1940	1770	1620	1700	2500	2660	2250	2200	2600	2630	2670	2540	2070	2240	2300	1900	1460	1930	1550	150	1500	2400	1040	440	580					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	47293	870	795	664	1264	991	986	917	1367	1433	1317	1472	1305	1022	1393	1175	1071	1150	1221	775	782	950	1058	945	962	860	1002	1223	1339	1115	1270	1335	1370	1474	1450	976	1088	1141	858	499	838	638	80	772	1047	532	197	304					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1499	28	32	19	27	38	49	24	35	18	31	35	31	22	34	16	21	61	39	10	27	18	43	41	41	44	45	47	59	64	22	29	16	18	11	16	25	14	52	45	43	58	11	46	47	19	8	20					
6	Число погашенных избирательных бюллетеней	42278	552	623	517	839	731	865	919	1198	1029	1222	1193	1124	806	1113	839	998	1109	920	895	641	822	839	954	767	716	653	1230	1262	1071	908	1236	1244	1178	1079	1078	1127	1145	990	916	1049	854	59	682	1306	489	235	256					
