Выборы Президента Российской Федерации																																																					
																																																					
"Наименование Избирательной комиссии:    Ульяновск, Засвияжская N2"																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971					
1	"Число избирателей, внесенных в список"	95989	1634	1574	1338	2350	1910	2044	1946	2740	2659	2725	2877	2653	2076	2722	1759	2208	2491	2397	1655	1630	1920	2105	2064	1953	1776	2041	2711	2846	2504	2379	2927	2346	2907	2891	2848	2874	2056	1536	2054	1699	173	1533	2462	971	410	615					
2	Число полученных избирательных бюллетеней	90649	1543	1489	1270	2208	1812	1956	1841	2559	2524	2601	2721	2532	1960	2574	1659	2077	2357	2242	1554	1549	1842	1992	1957	1847	1668	1938	2563	2698	2376	2248	2757	2232	2739	2687	2697	2684	1929	1449	1938	1593	154	1449	2314	899	387	584					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	52380	1000	933	779	1336	1085	1054	1008	1496	1590	1481	1675	1508	1173	1616	1024	1200	1295	1373	779	991	1122	1164	1117	1068	1002	1151	1369	1566	1327	1408	1690	1280	1656	1672	1508	1571	899	530	986	693	85	870	1204	502	208	336					
5	"Число избирательных бюллетеней, выданных вне помещения"	933	5	22	21	23	22	22	6	18	6	18	24	27	19	9	13	16	47	28	8	14	21	24	28	30	28	29	37	23	36	21	17	24	11	8	13	18	13	25	22	31	13	35	37	3	9	9					
6	Число погашенных избирательных бюллетеней	37336	538	534	470	849	705	880	827	1045	928	1102	1022	997	768	949	622	861	1015	841	767	544	699	804	812	749	638	758	1157	1109	1013	819	1050	928	1072	1007	1176	1095	1017	894	930	869	56	544	1073	394	170	239					
7	Число избирательных бюллетеней в переносных ящиках	933	5	22	21	23	22	22	6	18	6	18	24	27	19	9	13	16	47	28	8	14	21	24	28	30	28	29	37	23	36	21	17	24	11	8	13	18	13	25	22	31	13	35	37	3	9	9					
8	Число бюллетеней в стационарных ящиках для голосования	52337	998	933	779	1313	1085	1054	1008	1496	1588	1472	1675	1508	1173	1614	1024	1200	1295	1373	779	991	1122	1164	1117	1068	1002	1151	1369	1566	1327	1406	1690	1280	1656	1670	1507	1571	899	530	986	693	85	870	1204	502	208	336					
9	Число недействительных избирательных бюллетеней	684	11	9	8	14	16	17	11	18	12	12	11	6	6	8	16	18	12	20	14	114	13	8	15	12	10	8	12	10	12	5	10	20	19	19	16	8	25	10	21	20	0	18	25	6	2	7					
10	Число действительных избирательных бюллетеней	52586	992	946	792	1322	1091	1059	1003	1496	1582	1478	1688	1529	1186	1615	1021	1198	1330	1381	773	891	1130	1180	1130	1086	1020	1172	1394	1579	1351	1422	1697	1284	1648	1659	1504	1581	887	545	987	704	98	887	1216	499	215	338					
