Выборы Президента Российской Федерации																																																				
Дата голосования: 04.03.2012																																																				
																																																				
Наименование Избирательной комиссии:    Октябрьская																																																				
																																																				
Сводная таблица итогов голосования																																																				
																																																				
	Число участковых избирательных комиссий	41																																																		
	Число участковых избирательных комиссий, приступивших к передаче сведений	41																																																		
																																																				
		Сумма	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548									
1	Число избирателей, включенных в список избирателей	79359	709	1507	2004	2705	2439	2155	1806	2170	1180	500	1885	1109	2116	2334	2005	1964	1532	2640	2647	1087	2775	1679	2054	2515	2642	1914	2177	2201	2605	1642	2741	1897	2328	2395	2525	825	1280	1651	1605	1658	1756									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	79300	650	1500	2000	2700	2500	2200	1800	2200	1150	500	1850	1100	2150	2300	2050	2000	1550	2700	2650	1100	2750	1700	2050	2550	2650	1900	2150	2250	2550	1550	2800	1850	2350	2450	2450	800	1250	1650	1600	1550	1800									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	47821	408	806	1145	1932	1274	1121	1322	1483	693	322	898	874	1176	1113	1430	1309	1082	1812	1546	704	1599	896	943	1389	1393	1019	1168	1209	1203	1176	2026	972	1263	1213	2239	549	759	1367	1157	866	965									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1686	20	38	43	76	34	51	30	41	8	176	99	23	32	32	60	41	24	47	94	25	54	21	52	22	17	53	130	34	8	1	13	8	13	15	43	15	45	13	11	113	11									
6	Число погашенных избирательных бюллетеней	29793	222	656	812	692	1192	1028	448	676	449	2	853	203	942	1155	560	650	444	841	1010	371	1097	783	1055	1139	1240	828	852	1007	1339	373	761	870	1074	1222	168	236	446	270	432	571	824									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1686	20	38	43	76	34	51	30	41	8	176	99	23	32	32	60	41	24	47	94	25	54	21	52	22	17	53	130	34	8	1	13	8	13	15	43	15	45	13	11	113	11									
8	Число бюллетеней в стационарных ящиках для голосования	47765	408	806	1145	1932	1274	1121	1322	1483	693	322	898	874	1176	1081	1430	1309	1082	1812	1546	704	1599	896	943	1367	1393	1019	1168	1209	1203	1176	2026	970	1263	1213	2239	549	759	1367	1157	866	965									
9	Число недействительных избирательных бюллетеней	341	0	10	7	0	10	11	3	0	6	1	13	2	20	24	19	7	21	13	3	5	15	2	0	13	0	0	6	7	14	4	6	7	4	5	27	3	6	9	11	23	4									
10	Число действительных избирательных бюллетеней	49110	428	834	1181	2008	1298	1161	1349	1524	695	497	984	895	1188	1089	1471	1343	1085	1846	1637	724	1638	915	995	1376	1410	1072	1292	1236	1197	1173	2033	971	1272	1223	2255	561	798	1371	1157	956	972									
11	Число полученных открепительных  удостоверений	1106	10	25	20	30	40	25	24	20	15	4	20	25	50	42	30	25	25	35	38	15	35	24	19	30	34	20	34	28	20	30	46	29	35	30	35	20	25	19	25	20	30									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	977	6	14	19	26	29	23	22	18	14	4	20	13	50	41	23	24	25	31	38	6	35	24	19	30	33	16	34	26	20	20	46	27	35	28	32	15	15	19	18	16	23									
13	Число избирателей, проголосовавших по открепительным удостоверениям	548	8	7	9	5	8	6	10	9	5	0	9	14	18	8	31	8	6	6	8	3	17	9	18	8	26	6	7	8	31	15	8	12	13	17	123	16	3	16	7	3	7									
14	Число неиспользованных открепительных удостоверений	129	4	11	1	4	11	2	2	2	1	0	0	12	0	1	7	1	0	4	0	9	0	0	0	0	1	4	0	2	0	10	0	2	0	2	3	5	10	0	7	4	7									
15	Число открепительных удостоверений, выданных избирателям ТИК	94	1	3	1	2	4	4	1	2	0	0	1	3	6	1	5	3	3	3	5	2	1	2	0	2	3	3	3	1	3	5	3	1	1	4	1	0	3	1	6	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	Жириновский Владимир Вольфович	1767	10	26	71	52	63	7	21	38	17	9	39	31	45	43	14	31	60	82	12	20	83	49	55	77	70	51	64	53	77	44	79	71	54	20	72	12	12	40	27	24	42									
