Выборы Президента Российской Федерации																																																																																					
Дата голосования: 04.03.2012																																																																																					
																																																																																					
Наименование Избирательной комиссии:    Казань, Ново-Савиновская																																																																																					
																																																																																					
Сводная таблица итогов голосования																																																																																					
																																																																																					
	Число участковых избирательных комиссий	74																																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	74																																																																																			
																																																																																					
		Сумма	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261									
1	Число избирателей, включенных в список избирателей	168712	2097	1945	2025	2193	2316	2644	1843	1798	2118	2102	2159	2191	2276	2328	2268	1903	2010	1882	2352	2423	2366	2374	2687	2309	2622	2547	2574	2470	2230	2500	2460	2334	1745	2432	2711	2264	2285	2506	2247	2506	2222	2669	2154	2377	1956	2341	2258	2467	2739	2604	2497	2780	2439	2373	2523	2780	2199	2328	2711	2662	2456	2604	1656	2376	1988	2150	2757	2441	2520	2688	1958	487	177	2333									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	161680	2000	1800	1900	2100	2200	2600	1700	1700	2100	1900	2100	2100	2200	2200	2100	1800	1900	2300	2300	2300	2300	2300	2600	2300	2500	2400	2500	2400	2100	2400	2400	2300	1600	2300	2600	2200	2200	2400	2200	2400	2200	2500	2100	2300	1800	2300	2200	2100	2600	2500	2400	2700	2300	2300	2500	2500	2100	2200	2600	2600	2400	2500	1600	2300	1700	2100	2700	2300	2500	2600	1900	500	180	1900									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	114939	1668	1310	1266	1458	1475	1554	1075	1108	1395	1312	1310	1282	1305	1445	1491	1207	1212	1804	1892	1859	1692	1817	2258	1700	1752	2005	2017	1788	1420	1735	1672	2018	1325	1510	1645	1497	1500	1591	1512	1775	1672	1831	1450	1638	1440	1542	1536	1658	1868	1720	1657	1849	1641	1622	1715	1945	1691	1811	1834	1782	1556	1842	1334	1512	1253	1398	2023	1368	1447	1419	1414	252	170	1392									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3280	32	47	50	56	61	71	97	23	45	63	28	73	64	43	67	34	19	78	36	52	44	58	72	47	44	98	71	55	18	40	82	30	29	39	35	44	23	18	18	17	32	30	37	30	10	62	12	12	30	39	32	48	64	39	36	20	28	28	38	39	64	35	39	14	9	25	25	56	54	40	70	235	7	20									
6	Число погашенных избирательных бюллетеней	43461	300	443	584	586	664	975	528	569	660	525	762	745	831	712	542	559	669	418	372	389	564	425	270	553	704	297	412	557	662	625	646	252	246	751	920	659	677	791	670	608	496	639	613	632	350	696	652	430	702	741	711	803	595	639	749	535	381	361	728	779	780	623	227	774	438	677	652	876	999	1141	416	13	3	488									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3280	32	47	50	56	61	71	97	23	45	63	28	73	64	43	67	34	19	78	36	52	44	58	72	47	44	98	71	55	18	40	82	30	29	39	35	44	23	18	18	17	32	30	37	30	10	62	12	12	30	39	32	48	64	39	36	20	28	28	38	39	64	35	39	14	9	25	25	56	54	40	70	235	7	20									
8	Число бюллетеней в стационарных ящиках для голосования	114800	1668	1310	1266	1432	1475	1554	1075	1108	1395	1312	1308	1282	1305	1445	1489	1207	1212	1804	1892	1859	1692	1813	2258	1693	1752	2005	2017	1788	1420	1735	1672	2018	1325	1510	1645	1497	1500	1590	1509	1775	1668	1831	1448	1630	1440	1540	1525	1618	1866	1718	1656	1849	1641	1620	1707	1945	1691	1808	1834	1782	1556	1840	1334	1512	1253	1397	2023	1368	1444	1417	1414	252	170	1391									
