Выборы Президента Российской Федерации																																																																																
Дата голосования: 02.03.2008																																																																																
																																																																																
"Наименование Избирательной комиссии:    Казань, Ново-Савиновская"																																																																																
																																																																																
Сводная таблица результатов выборов																																																																																
																																																																																
	Число участковых избирательных комиссий	73																																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	73																																																																														
																																																																																
		Сумма	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264					
1	"Число избирателей, включенных в списки избирателей"	166750	2168	1976	2124	2223	2369	2724	2188	1996	2322	2233	2275	2286	2372	2441	2486	1942	2045	2429	2468	2464	2481	2493	2812	2434	2621	2775	2370	2557	2288	2625	2412	2453	1759	2502	2828	2413	2912	2839	1316	2484	2355	2418	2305	2460	1770	2535	1697	2324	2945	2665	2316	2915	2305	2441	2597	1279	2214	2334	2657	3041	2382	2539	1204	2343	1455	2162	1978	2465	1876	2661	2788	314	105					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	161470	2150	1900	2000	2150	2300	2700	2100	1900	2250	2200	2200	2200	2300	2400	2350	1900	2000	2400	2400	2400	2400	2450	2700	2400	2600	2700	2300	2500	2200	2500	2400	2400	1700	2400	2800	2350	2850	2800	1200	2400	2300	2300	2200	2350	1700	2400	1550	2200	2900	2600	2200	2900	2300	2450	2500	1100	2100	2300	2550	2900	2350	2500	1150	2250	1300	2100	1900	2400	1800	2550	2700	315	105					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	115668	1475	1305	1481	1511	1623	1860	1489	1341	1586	1532	1603	1523	1644	1665	1681	1343	1419	1654	1697	1663	1688	1711	1932	1692	1802	1982	1647	1734	1572	1797	1705	1767	1223	1736	1972	1668	2011	1931	910	1834	1716	1571	1580	1759	1248	1859	1227	1720	2051	1857	1611	2036	1555	1752	1847	910	1601	1667	1834	2184	1655	1741	815	1742	1025	1470	1321	1584	1306	1794	1873	243	105					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3820	65	94	90	100	40	60	107	61	57	46	55	87	69	77	90	53	47	47	39	90	69	65	59	59	58	67	59	62	50	69	35	43	36	55	42	45	67	67	33	34	41	32	59	55	24	70	14	12	44	28	36	43	65	45	43	6	44	32	32	29	39	72	26	32	19	45	69	68	33	63	81	71	0					
6	Число погашенных избирательных бюллетеней	41982	610	501	429	539	637	780	504	498	607	622	542	590	587	658	579	504	534	699	664	647	643	674	709	649	740	651	594	704	578	634	660	590	441	609	786	637	772	802	257	532	543	697	561	536	428	471	309	468	805	715	553	821	680	653	610	184	455	601	684	687	656	687	309	476	256	585	510	748	461	693	746	1	0					
