Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Уржумская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226					
1	"Число избирателей, внесенных в списки"	25390	1307	1094	1851	1456	1366	1716	643	407	684	1087	113	538	782	163	359	532	183	60	293	262	1050	241	151	316	549	169	148	386	570	375	1110	247	349	458	467	117	140	765	426	128	72	414	1129	346	106	265					
2	"Число бюллетеней, полученных участковыми комиссиями"	24383	1200	940	1700	1300	1250	1500	630	400	670	1090	113	530	770	160	357	520	180	80	290	260	1040	230	150	310	530	160	140	380	570	370	1120	250	350	450	460	117	138	780	420	203	68	410	1100	340	100	257					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12974	587	546	910	710	718	913	317	119	267	480	79	233	354	92	229	248	96	60	138	91	560	120	63	160	342	85	95	229	326	241	641	114	187	203	300	69	103	328	212	123	49	253	586	185	72	141					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1045	27	19	35	29	15	35	21	61	3	21	1	30	93	26	2	6	1	0	5	0	24	30	33	31	24	7	10	4	8	27	122	27	24	73	11	0	0	26	16	5	0	32	35	35	2	9					
6	Число погашенных бюллетеней	10364	586	375	755	561	517	552	292	220	400	589	33	267	323	42	126	266	83	20	147	169	456	80	54	119	164	68	35	147	236	102	357	109	139	174	149	48	35	426	192	75	19	125	479	120	26	107					
7	Число бюллетеней в переносных ящиках для голосования	1045	27	19	35	29	15	35	21	61	3	21	1	30	93	26	2	6	1	0	5	0	24	30	33	31	24	7	10	4	8	27	122	27	24	73	11	0	0	26	16	5	0	32	35	35	2	9					
8	Число бюллетеней в стационарных ящиках для голосования	12973	587	546	910	710	718	913	317	119	267	479	79	233	354	92	229	248	96	60	138	91	560	120	63	160	342	85	95	229	326	241	641	114	187	203	300	69	103	328	212	123	49	253	586	185	72	141					
9	Число недействительных бюллетеней	221	6	11	7	5	9	3	8	1	4	12	4	5	3	2	2	9	4	0	2	2	16	1	0	0	13	4	0	5	13	1	16	5	7	5	6	0	3	6	4	0	4	1	4	5	1	2					
10	Число действительных бюллетеней	13797	608	554	938	734	724	945	330	179	266	488	76	258	444	116	229	245	93	60	141	89	568	149	96	191	353	88	105	228	321	267	747	136	204	271	305	69	100	348	224	128	45	284	617	215	73	148					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	181	7	3	7	7	7	7	4	3	4	7	2	4	4	2	3	5	2	2	2	2	6	3	3	3	6	2	7	6	4	4	6	3	3	4	3	3	2	4	4	3	2	4	5	3	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	44	0	2	7	6	2	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	3	0	0	4	0	0	0	2	0	0	0	2	0	0	1	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	52	2	2	7	2	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	3	0	0	1	1	0	4	0	0	0	0	0	0	0	0	2	2	4	8	2	1	2					
14	Число погашенных открепительных удостоверений	137	7	1	0	1	5	3	4	2	4	7	2	4	4	2	3	4	2	2	2	2	6	3	3	3	6	2	0	3	4	4	2	3	3	4	1	3	2	4	2	3	2	3	3	3	2	2					
15	Число открепительных удостоверений выданных ТИК	19	0	1	1	0	1	0	0	0	0	0	2	0	0	1	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	"1. ""ЕДИНЕНИЕ"""	197	8	7	11	8	13	10	4	3	3	7	0	1	14	1	7	4	2	0	6	1	11	1	1	3	4	4	3	1	2	6	12	5	6	3	3	0	0	3	2	4	0	2	4	2	1	4					
		1.40%	1.30%	1.23%	1.16%	1.08%	1.77%	1.05%	1.18%	1.66%	1.11%	1.4%	0.0%	0.38%	3.13%	0.84%	3.03%	1.57%	2.06%	0.0%	4.19%	1.09%	1.88%	0.66%	1.04%	1.57%	1.09%	4.34%	2.85%	0.42%	0.59%	2.23%	1.57%	3.54%	2.84%	1.08%	0.96%	0.0%	0.0%	0.84%	0.87%	3.12%	0.0%	0.70%	0.64%	0.90%	1.35%	2.66%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	153	10	17	14	6	8	12	3	0	3	1	0	1	3	0	3	1	0	1	0	0	7	0	0	6	3	5	2	4	2	2	7	2	3	3	1	1	0	5	1	3	0	5	1	5	1	1					
		1.09%	1.62%	3.00%	1.48%	0.81%	1.09%	1.26%	0.88%	0.0%	1.11%	0.2%	0.0%	0.38%	0.67%	0.0%	1.29%	0.39%	0.0%	1.66%	0.0%	0.0%	1.19%	0.0%	0.0%	3.14%	0.81%	5.43%	1.90%	1.71%	0.59%	0.74%	0.91%	1.41%	1.42%	1.08%	0.32%	1.44%	0.0%	1.41%	0.43%	2.34%	0.0%	1.75%	0.16%	2.27%	1.35%	0.66%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	472	21	16	23	16	18	19	12	8	10	7	4	7	21	3	9	16	0	7	9	1	13	1	7	5	17	3	6	4	15	3	25	9	3	10	15	9	3	13	5	1	6	13	40	4	0	15					
