Выборы Президента Российской Федерации																						
																						
Наименование Избирательной комиссии:    Свечинская																						
																						
Итоги голосования 																						
																						
		Сумма	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027					
1	"Число избирателей, внесенных в список"	7822	1765	1085	1317	795	607	310	187	299	170	184	104	108	210	168	513					
2	Число полученных избирательных бюллетеней	8200	1806	1121	1366	852	635	330	206	310	200	196	117	120	217	181	543					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	4872	1128	628	822	460	296	196	119	187	114	141	87	86	170	125	313					
5	"Число избирательных бюллетеней, выданных вне помещения"	650	52	57	82	78	124	33	15	51	15	22	8	13	16	14	70					
6	Число погашенных избирательных бюллетеней	2678	626	436	462	314	215	101	72	72	71	33	22	21	31	42	160					
7	Число избирательных бюллетеней в переносных ящиках	650	52	57	82	78	124	33	15	51	15	22	8	13	16	14	70					
8	Число бюллетеней в стационарных ящиках для голосования	4872	1128	628	822	460	296	196	119	187	114	141	87	86	170	125	313					
9	Число недействительных избирательных бюллетеней	20	4	3	5	2	0	0	1	1	0	0	0	0	1	1	2					
10	Число действительных избирательных бюллетеней	5502	1176	682	899	536	420	229	133	237	129	163	95	99	185	138	381					
11	Число полученных открепительных  удостоверений	90	10	10	10	5	5	5	5	5	5	5	5	5	5	5	5					
12	Число выданных открепительных удостоверений	30	7	1	7	4	3	4	0	0	3	0	0	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	26	8	6	0	2	3	4	0	0	0	0	0	0	2	0	1					
14	Число неиспользованных открепительных удостоверений	60	3	9	3	1	2	1	5	5	2	5	5	5	5	5	4					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																						
18	. Глазьев Сергей Юрьевич	156	41	21	34	15	16	1	1	2	0	5	0	4	0	11	5					
		2.83%	3.47%	3.07%	3.76%	2.79%	3.81%	0.44%	0.75%	0.84%	0.00%	3.07%	0.00%	4.04%	0.00%	7.91%	1.31%					
19	. Малышкин Олег Александрович	147	31	23	15	18	10	2	4	2	2	4	5	2	17	3	9					
		2.66%	2.63%	3.36%	1.66%	3.35%	2.38%	0.87%	2.99%	0.84%	1.55%	2.45%	5.26%	2.02%	9.14%	2.16%	2.35%					
20	. Миронов Сергей Михайлович	58	19	4	10	8	4	1	2	0	0	2	0	1	1	0	6					
		1.05%	1.61%	0.58%	1.11%	1.49%	0.95%	0.44%	1.49%	0.00%	0.00%	1.23%	0.00%	1.01%	0.54%	0.00%	1.57%					
21	. Путин Владимир Владимирович	3888	814	495	626	377	323	172	103	160	114	123	75	62	114	81	249					
		70.41%	68.98%	72.26%	69.25%	70.07%	76.90%	75.11%	76.87%	67.23%	88.37%	75.46%	78.95%	62.63%	61.29%	58.27%	65.01%					
22	. Хакамада Ирина Муцуовна	109	29	16	26	7	6	7	3	6	0	3	0	1	0	3	2					
		1.97%	2.46%	2.34%	2.88%	1.30%	1.43%	3.06%	2.24%	2.52%	0.00%	1.84%	0.00%	1.01%	0.00%	2.16%	0.52%					
23	. Харитонов Николай Михайлович	1057	214	116	173	100	57	42	17	66	13	26	15	28	51	34	105					
		19.14%	18.14%	16.93%	19.14%	18.59%	13.57%	18.34%	12.69%	27.73%	10.08%	15.95%	15.79%	28.28%	27.42%	24.46%	27.42%					
																						
24	Против всех	87	28	7	15	11	4	4	3	1	0	0	0	1	2	6	5					
		1.58%	2.37%	1.02%	1.66%	2.04%	0.95%	1.75%	2.24%	0.42%	0.00%	0.00%	0.00%	1.01%	1.08%	4.32%	1.31%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
