Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Боханская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100					
1	"Число избирателей, внесенных в списки"	16193	407	400	188	1105	551	107	169	186	177	618	265	208	1188	1862	364	298	505	308	711	299	1348	84	106	208	732	634	163	126	77	78	716	92	305	312	641	132	523					
2	"Число бюллетеней, полученных участковыми комиссиями"	16400	407	420	150	1120	590	110	170	148	175	620	300	190	1160	1800	360	260	650	260	680	280	1430	95	115	220	730	630	160	105	90	95	765	110	325	260	700	180	540					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9594	226	282	102	496	410	86	118	122	113	396	177	134	665	1105	228	163	319	187	438	102	847	63	72	103	409	370	78	57	61	59	426	66	181	75	496	40	322					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1455	47	23	27	122	39	5	31	10	15	30	17	13	40	48	7	63	40	30	42	157	67	5	10	30	43	33	49	14	4	4	51	6	2	165	42	57	67					
6	Число погашенных бюллетеней	5351	134	115	21	502	141	19	21	16	47	194	106	43	455	647	125	34	291	43	200	21	516	27	33	87	278	227	33	34	25	32	288	38	142	20	162	83	151					
7	Число бюллетеней в переносных ящиках для голосования	1455	47	23	27	122	39	5	31	10	15	30	17	13	40	48	7	63	40	30	42	157	67	5	10	30	43	33	49	14	4	4	51	6	2	165	42	57	67					
8	Число бюллетеней в стационарных ящиках для голосования	9593	226	282	102	496	410	86	118	122	113	396	177	134	665	1105	228	163	319	187	438	102	847	63	72	103	409	369	78	57	61	59	426	66	181	75	496	40	322					
9	Число недействительных бюллетеней	250	11	8	4	3	14	0	8	6	1	13	3	3	17	23	3	2	10	3	7	3	6	6	2	10	6	20	1	6	2	0	18	1	6	9	12	2	1					
10	Число действительных бюллетеней	10798	262	297	125	615	435	91	141	126	127	413	191	144	688	1130	232	224	349	214	473	256	908	62	80	123	446	382	126	65	63	63	459	71	177	231	526	95	388					
