Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Новониколаевская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286					
1	"Число избирателей, внесенных в список"	19771	1005	1056	2144	1121	1170	788	1203	226	214	1257	309	780	231	834	662	120	921	226	893	138	1109	110	651	167	122	815	173	97	112	689	73	265	90					
2	Число полученных избирательных бюллетеней	17982	913	919	1890	1001	1033	712	1060	210	208	1121	299	699	209	764	605	121	868	220	794	130	1008	112	620	178	122	741	177	99	114	635	75	235	90					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9781	419	487	951	459	522	383	577	107	165	410	192	446	141	404	348	76	445	157	394	66	575	78	352	101	76	442	105	71	83	438	57	188	66					
5	"Число избирательных бюллетеней, выданных вне помещения"	1704	53	40	65	95	72	59	80	65	28	264	38	37	19	63	47	5	73	24	139	58	78	10	101	12	19	53	14	0	0	75	0	14	4					
6	Число погашенных избирательных бюллетеней	6494	441	392	871	447	439	270	403	38	15	447	69	216	49	297	210	40	350	39	261	6	355	24	167	65	27	246	58	28	31	122	18	33	20					
7	Число избирательных бюллетеней в переносных ящиках	1704	53	40	65	95	72	59	80	65	28	264	38	37	19	63	47	5	73	24	139	58	78	10	101	12	19	53	14	0	0	75	0	14	4					
8	Число бюллетеней в стационарных ящиках для голосования	9778	419	487	948	459	522	383	577	107	165	410	192	446	141	404	348	76	445	157	394	66	575	78	352	101	76	442	105	71	83	438	57	188	66					
9	Число недействительных избирательных бюллетеней	98	4	3	8	5	8	2	3	0	0	8	1	1	3	8	2	0	5	1	6	0	12	1	2	0	0	2	2	2	0	7	0	2	0					
10	Число действительных избирательных бюллетеней	11384	468	524	1005	549	586	440	654	172	193	666	229	482	157	459	393	81	513	180	527	124	641	87	451	113	95	493	117	69	83	506	57	200	70					
11	Число полученных открепительных  удостоверений	200	10	10	10	10	10	10	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
12	Число выданных открепительных удостоверений	52	0	4	10	2	2	1	4	0	2	0	0	5	1	1	0	0	0	0	5	0	0	0	5	4	0	1	0	0	0	5	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	22	0	6	0	1	0	0	0	1	0	0	0	1	0	0	4	0	0	0	1	0	0	0	3	0	0	1	0	0	0	1	0	3	0					
14	Число неиспользованных открепительных удостоверений	148	10	6	0	8	8	9	6	5	3	5	5	0	4	4	5	5	5	5	0	5	5	5	0	1	5	4	5	5	5	0	5	5	5					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	254	15	23	29	13	17	11	24	3	2	18	7	13	0	6	7	1	6	1	8	2	16	2	3	0	1	13	1	0	0	7	0	4	1					
		2.21%	3.18%	4.36%	2.86%	2.35%	2.86%	2.49%	3.65%	1.74%	1.04%	2.67%	3.04%	2.69%	0.00%	1.28%	1.77%	1.23%	1.16%	0.55%	1.50%	1.61%	2.45%	2.27%	0.66%	0.00%	1.05%	2.63%	0.84%	0.00%	0.00%	1.36%	0.00%	1.98%	1.43%					
19	. Малышкин Олег Александрович	342	8	10	22	16	8	9	12	18	16	14	7	10	6	4	6	3	9	5	23	17	26	5	19	8	2	13	5	5	0	20	0	14	2					
		2.98%	1.69%	1.90%	2.17%	2.89%	1.35%	2.04%	1.83%	10.47%	8.29%	2.08%	3.04%	2.07%	3.75%	0.86%	1.52%	3.70%	1.74%	2.76%	4.32%	13.71%	3.98%	5.68%	4.19%	7.08%	2.11%	2.63%	4.20%	7.04%	0.00%	3.90%	0.00%	6.93%	2.86%					
20	. Миронов Сергей Михайлович	66	4	2	4	7	4	3	3	1	0	5	0	2	1	2	1	0	2	4	3	0	5	0	2	2	1	2	0	1	0	3	0	1	1					
		0.57%	0.85%	0.38%	0.39%	1.26%	0.67%	0.68%	0.46%	0.58%	0.00%	0.74%	0.00%	0.41%	0.62%	0.43%	0.25%	0.00%	0.39%	2.21%	0.56%	0.00%	0.77%	0.00%	0.44%	1.77%	1.05%	0.40%	0.00%	1.41%	0.00%	0.58%	0.00%	0.50%	1.43%					
21	. Путин Владимир Владимирович	6968	295	321	609	323	339	261	384	114	141	402	138	294	109	319	290	51	370	123	292	95	378	50	192	60	57	258	85	31	51	287	43	155	51					
		60.69%	62.50%	60.91%	60.12%	58.30%	57.07%	59.05%	58.45%	66.28%	73.06%	59.64%	60.00%	60.87%	68.12%	68.31%	73.42%	62.96%	71.43%	67.96%	54.78%	76.61%	57.89%	56.82%	42.38%	53.10%	60.00%	52.12%	71.43%	43.66%	61.45%	55.95%	75.44%	76.73%	72.86%					
22	. Хакамада Ирина Муцуовна	200	12	11	20	8	13	6	13	1	4	15	3	2	3	8	6	0	8	5	7	0	12	2	3	4	1	12	0	2	0	11	2	4	2					
		1.74%	2.54%	2.09%	1.97%	1.44%	2.19%	1.36%	1.98%	0.58%	2.07%	2.23%	1.30%	0.41%	1.88%	1.71%	1.52%	0.00%	1.54%	2.76%	1.31%	0.00%	1.84%	2.27%	0.66%	3.54%	1.05%	2.42%	0.00%	2.82%	0.00%	2.14%	3.51%	1.98%	2.86%					
23	. Харитонов Николай Михайлович	3268	114	135	272	166	194	133	197	28	29	190	71	155	35	115	69	24	112	41	182	10	193	28	225	38	32	186	25	29	31	166	12	20	11					
		28.46%	24.15%	25.62%	26.85%	29.96%	32.66%	30.09%	29.98%	16.28%	15.03%	28.19%	30.87%	32.09%	21.88%	24.63%	17.47%	29.63%	21.62%	22.65%	34.15%	8.06%	29.56%	31.82%	49.67%	33.63%	33.68%	37.58%	21.01%	40.85%	37.35%	32.36%	21.05%	9.90%	15.71%					
																																								
24	Против всех	286	20	22	49	16	11	17	21	7	1	22	3	6	3	5	14	2	6	1	12	0	11	0	7	1	1	9	1	1	1	12	0	2	2					
		2.49%	4.24%	4.17%	4.84%	2.89%	1.85%	3.85%	3.20%	4.07%	0.52%	3.26%	1.30%	1.24%	1.88%	1.07%	3.54%	2.47%	1.16%	0.55%	2.25%	0.00%	1.68%	0.00%	1.55%	0.88%	1.05%	1.82%	0.84%	1.41%	1.20%	2.34%	0.00%	0.99%	2.86%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
