Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Бердюжская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9492	400	502	451	469	495	481	463	502	433	557	191	400	475	85	123	61	176	70	603	85	585	103	69	66	650	340	98	60	52	92	355									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9584	403	502	458	471	512	486	478	500	435	564	196	401	478	87	123	65	179	72	610	87	580	101	70	68	654	345	100	61	54	93	351									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8140	325	439	435	394	345	440	416	430	383	471	175	365	437	9	116	58	154	64	462	70	511	61	58	47	541	326	95	59	49	77	328									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	520	21	21	7	38	30	21	14	26	21	50	10	14	14	75	3	0	11	3	38	7	24	2	0	6	43	0	0	0	0	10	11									
6	Число погашенных избирательных бюллетеней	924	57	42	16	39	137	25	48	44	31	43	11	22	27	3	4	7	14	5	110	10	45	38	12	15	70	19	5	2	5	6	12									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	520	21	21	7	38	30	21	14	26	21	50	10	14	14	75	3	0	11	3	38	7	24	2	0	6	43	0	0	0	0	10	11									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8140	325	439	435	394	345	440	416	430	383	471	175	365	437	9	116	58	154	64	462	70	511	61	58	47	541	326	95	59	49	77	328									
9	Число недействительных избирательных бюллетеней	26	0	3	2	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	5	0	0	0	0	0	3									
10	Число действительных избирательных бюллетеней	8634	346	457	440	432	372	459	430	456	403	521	185	379	451	84	119	58	165	67	494	77	534	63	58	53	579	326	95	59	49	87	336									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	450	25	25	25	25	25	25	25	25	25	25	10	15	15	5	5	5	10	5	20	5	20	5	5	5	20	15	5	5	5	5	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	76	3	2	5	4	15	2	11	0	1	5	3	0	3	0	0	3	1	0	6	0	6	0	0	1	4	0	0	0	0	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	41	1	4	0	2	1	0	0	2	3	0	0	0	1	0	1	1	1	0	3	1	1	3	1	2	0	1	0	1	1	1	9									
14	Число погашенных неиспользованных открепительных удостоверений	374	22	23	20	21	10	23	14	25	24	20	7	15	12	5	5	2	9	5	14	5	14	5	5	4	16	15	5	5	5	5	14									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	1	0	0	3	1	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	18	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	2	0	2	0	0	0	2	0	0	0	0	1	1									
		0.21%	0.29%	0.22%	0.00%	0.23%	0.27%	0.22%	0.23%	0.00%	0.25%	0.00%	0.00%	0.26%	0.00%	1.19%	0.00%	0.00%	0.61%	0.00%	0.40%	0.00%	0.37%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	1.15%	0.29%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	54	0	4	2	1	0	8	3	0	5	0	0	1	0	0	2	1	1	0	14	0	5	1	0	0	4	0	0	0	0	1	1									
		0.62%	0.00%	0.87%	0.45%	0.23%	0.00%	1.74%	0.70%	0.00%	1.24%	0.00%	0.00%	0.26%	0.00%	0.00%	1.68%	1.72%	0.61%	0.00%	2.80%	0.00%	0.93%	1.59%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	1.15%	0.29%									
