Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Алнашская 																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025					
1	"Число избирателей, внесенных в список"	15958	2546	1758	610	417	345	233	539	583	666	410	502	500	324	624	700	369	787	930	385	496	284	144	774	230	802					
2	Число полученных избирательных бюллетеней	14700	2250	1550	550	400	300	210	500	550	610	500	500	460	300	560	640	350	710	900	350	450	260	140	720	210	730					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11418	1584	1101	371	327	249	168	370	398	547	332	399	405	215	434	541	318	650	667	278	372	230	133	564	196	569					
5	"Число избирательных бюллетеней, выданных вне помещения"	961	32	124	66	37	29	20	47	31	45	23	40	30	47	58	83	6	52	26	16	51	28	6	25	9	30					
6	Число погашенных избирательных бюллетеней	2321	634	325	113	36	22	22	83	121	18	145	61	25	38	68	16	26	8	207	56	27	2	1	131	5	131					
7	Число избирательных бюллетеней в переносных ящиках	961	32	124	66	37	29	20	47	31	45	23	40	30	47	58	83	6	52	26	16	51	28	6	25	9	30					
8	Число бюллетеней в стационарных ящиках для голосования	11413	1584	1101	371	327	249	168	370	398	547	332	399	405	215	434	536	318	650	667	278	372	230	133	564	196	569					
9	Число недействительных избирательных бюллетеней	127	13	7	6	0	3	0	4	8	17	3	5	4	5	10	7	1	5	4	2	3	3	2	8	0	7					
10	Число действительных избирательных бюллетеней	12247	1603	1218	431	364	275	188	413	421	575	352	434	431	257	482	612	323	697	689	292	420	255	137	581	205	592					
11	Число полученных открепительных  удостоверений	353	30	20	5	5	5	5	10	5	15	5	5	20	5	23	20	5	10	100	5	10	5	5	20	5	10					
12	Число выданных открепительных удостоверений	232	21	8	3	1	1	2	7	4	4	5	2	17	0	21	15	3	7	76	1	4	3	2	16	3	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	102	10	4	3	1	2	0	0	0	2	38	1	1	1	6	5	0	2	17	1	1	1	0	1	0	5					
14	Число неиспользованных открепительных удостоверений	121	9	12	2	4	4	3	3	1	11	0	3	3	5	2	5	2	3	24	4	6	2	3	4	2	4					
15	"Число открепительных удостоверений, выданных в ТИК"	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	216	36	23	5	1	8	1	10	2	18	9	12	10	7	2	4	5	10	25	3	8	0	0	6	3	8					
		1.75%	2.23%	1.88%	1.14%	0.27%	2.88%	0.53%	2.40%	0.47%	3.04%	2.54%	2.73%	2.30%	2.67%	0.41%	0.65%	1.54%	1.42%	3.61%	1.02%	1.89%	0.00%	0.00%	1.02%	1.46%	1.34%					
19	. Малышкин Олег Александрович	233	32	26	5	6	3	7	12	7	19	11	8	6	2	8	14	5	7	14	8	8	3	1	10	0	11					
		1.88%	1.98%	2.12%	1.14%	1.65%	1.08%	3.72%	2.88%	1.63%	3.21%	3.10%	1.82%	1.38%	0.76%	1.63%	2.26%	1.54%	1.00%	2.02%	2.72%	1.89%	1.16%	0.72%	1.70%	0.00%	1.84%					
20	. Миронов Сергей Михайлович	77	13	8	5	6	0	3	0	1	3	5	1	2	2	2	1	3	3	2	3	0	1	2	3	3	5					
		0.62%	0.80%	0.65%	1.14%	1.65%	0.00%	1.60%	0.00%	0.23%	0.51%	1.41%	0.23%	0.46%	0.76%	0.41%	0.16%	0.93%	0.43%	0.29%	1.02%	0.00%	0.39%	1.44%	0.51%	1.46%	0.83%					
21	. Путин Владимир Владимирович	10065	1277	996	342	297	234	157	349	343	390	269	348	344	208	430	542	254	600	539	244	350	230	128	495	188	511					
		81.34%	79.02%	81.31%	78.26%	81.59%	84.17%	83.51%	83.69%	79.95%	65.88%	75.77%	79.27%	79.08%	79.39%	87.40%	87.56%	78.40%	85.47%	77.78%	82.99%	82.74%	89.15%	92.09%	84.04%	91.71%	85.31%					
22	. Хакамада Ирина Муцуовна	162	50	21	5	8	5	3	5	6	6	3	2	6	2	0	1	0	7	10	8	5	2	2	2	0	3					
		1.31%	3.09%	1.71%	1.14%	2.20%	1.80%	1.60%	1.20%	1.40%	1.01%	0.85%	0.46%	1.38%	0.76%	0.00%	0.16%	0.00%	1.00%	1.44%	2.72%	1.18%	0.78%	1.44%	0.34%	0.00%	0.50%					
23	. Харитонов Николай Михайлович	1367	169	125	60	43	24	17	35	61	132	50	62	58	34	40	48	51	66	89	24	40	18	3	56	10	52					
		11.05%	10.46%	10.20%	13.73%	11.81%	8.63%	9.04%	8.39%	14.22%	22.30%	14.08%	14.12%	13.33%	12.98%	8.13%	7.75%	15.74%	9.40%	12.84%	8.16%	9.46%	6.98%	2.16%	9.51%	4.88%	8.68%					
																																
24	Против всех	127	26	19	9	3	1	0	2	1	7	5	1	5	2	0	2	5	4	10	2	9	1	1	9	1	2					
		1.03%	1.61%	1.55%	2.06%	0.82%	0.36%	0.00%	0.48%	0.23%	1.18%	1.41%	0.23%	1.15%	0.76%	0.00%	0.32%	1.54%	0.57%	1.44%	0.68%	2.13%	0.39%	0.72%	1.53%	0.49%	0.33%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
