Выборы Президента Российской Федерации																																																																																							
Дата голосования: 04.03.2012																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Иркутск, Свердловская																																																																																							
																																																																																							
Сводная таблица итогов голосования																																																																																							
																																																																																							
	Число участковых избирательных комиссий	76																																																																																					
	Число участковых избирательных комиссий, приступивших к передаче сведений	76																																																																																					
																																																																																							
		Сумма	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827									
1	Число избирателей, включенных в список избирателей	158313	2103	1965	1373	2037	2454	2562	2871	2610	2557	2015	2783	2320	2203	1623	1403	1596	2392	2525	2546	2089	2681	1323	2118	2669	1802	1600	2219	2293	2016	2096	996	818	2821	2064	1594	2533	2446	2881	1963	2208	1359	2002	2563	2516	2159	1450	2329	2421	1757	2384	2519	2209	2007	2995	2776	2157	1326	1968	2716	2105	1215	2132	1597	2128	2038	2481	1044	2181	2640	1422	2740	1588	2651	2493	778	299									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	144494	1800	1800	1200	1800	2200	2500	2800	2500	2450	1800	2000	2050	2150	1450	1250	1400	2300	2400	2500	1850	2500	1150	1900	2600	1550	1550	2200	2200	1800	1750	900	700	2600	1800	1400	2000	2300	2800	1700	2100	1200	1800	2500	2400	2050	1150	2000	2300	1550	2250	2300	2000	1800	2800	2600	1850	1150	1700	2600	2000	1050	1900	1450	1800	1650	2400	770	1950	2550	1250	2600	1450	2500	2450	800	224									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	83146	999	1048	771	1098	1126	1525	1396	1220	1226	998	1081	1330	1245	890	693	857	1215	1274	1352	1088	1262	695	1155	1391	1106	895	1235	1264	782	1179	589	342	1508	1133	852	1210	1240	1623	1046	1066	739	1049	1436	1377	1306	881	1081	1340	1027	1383	1532	1346	1090	1482	1367	991	751	1105	1495	1141	660	1226	767	1060	963	1231	629	1106	1356	638	1350	912	1360	1249	508	207									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2964	102	24	18	15	29	10	74	43	38	32	186	16	20	4	13	14	39	22	27	30	32	19	11	40	7	4	14	8	20	28	10	4	49	17	26	274	119	37	36	30	12	31	37	40	18	15	3	27	20	30	119	28	26	91	15	25	2	22	41	33	26	47	25	125	24	30	107	18	25	9	19	15	27	37	253	1									
6	Число погашенных избирательных бюллетеней	58384	699	728	411	687	1045	965	1330	1237	1186	770	733	704	885	556	544	529	1046	1104	1121	732	1206	436	734	1169	437	651	951	928	998	543	301	354	1043	650	522	516	941	1140	618	1004	449	720	1027	983	726	254	916	933	503	837	649	626	684	1227	1218	834	397	573	1064	826	364	627	658	615	663	1139	34	826	1169	603	1231	523	1113	1164	39	16									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2964	102	24	18	15	29	10	74	43	38	32	186	16	20	4	13	14	39	22	27	30	32	19	11	40	7	4	14	8	20	28	10	4	49	17	26	274	119	37	36	30	12	31	37	40	18	15	3	27	20	30	119	28	26	91	15	25	2	22	41	33	26	47	25	125	24	30	107	18	25	9	19	15	27	37	253	1									
8	Число бюллетеней в стационарных ящиках для голосования	83096	998	1048	771	1098	1125	1525	1396	1220	1226	998	1081	1330	1245	890	693	854	1215	1274	1352	1088	1262	695	1152	1391	1106	895	1235	1264	782	1179	589	342	1508	1131	852	1207	1240	1622	1046	1066	739	1047	1435	1375	1306	881	1080	1340	1027	1382	1532	1344	1090	1482	1367	991	751	1105	1495	1141	660	1226	742	1060	963	1231	629	1106	1354	638	1350	912	1360	1249	508	207									
9	Число недействительных избирательных бюллетеней	1034	12	7	8	7	12	15	14	19	18	9	16	11	19	9	1	3	7	10	12	10	11	14	12	12	14	23	22	7	9	13	13	3	19	12	12	48	16	28	12	12	7	19	17	21	19	9	18	11	13	31	21	15	13	21	12	15	4	18	17	18	7	21	8	9	13	15	13	7	23	5	19	10	13	15	6	0									
10	Число действительных избирательных бюллетеней	85026	1088	1065	781	1106	1142	1520	1456	1244	1246	1021	1251	1335	1246	885	705	865	1247	1286	1367	1108	1283	700	1151	1419	1099	876	1227	1265	793	1194	586	343	1538	1136	866	1433	1343	1631	1070	1084	744	1059	1455	1394	1305	887	1065	1356	1034	1381	1630	1357	1103	1552	1370	1001	749	1109	1519	1156	679	1252	759	1176	974	1246	723	1117	1356	642	1350	917	1374	1271	755	208									
11	Число полученных открепительных  удостоверений	3040	30	50	30	40	40	40	45	35	50	30	40	40	30	30	25	30	40	50	45	40	40	20	45	50	40	240	50	50	30	35	20	10	30	30	30	40	40	50	25	40	20	60	50	30	50	50	190	30	25	35	40	30	30	40	35	30	20	30	50	30	20	40	30	50	40	50	20	40	30	20	40	30	40	30	0	10									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2258	30	45	18	25	34	23	39	29	40	24	28	30	24	21	20	20	28	25	38	22	30	9	31	39	27	231	40	39	14	31	16	4	22	28	23	35	29	42	22	18	19	45	47	21	31	18	130	20	18	28	20	21	13	36	33	20	13	24	35	21	12	24	18	40	21	35	11	36	24	10	37	19	30	29	0	6									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2419	23	16	52	28	18	33	31	44	54	27	23	26	23	19	13	7	23	50	29	4	45	18	30	16	63	14	29	16	19	54	15	16	45	27	16	68	35	46	23	25	17	43	63	27	55	41	62	31	16	18	38	20	22	24	49	36	20	45	18	33	12	34	26	38	25	47	51	33	20	28	23	18	37	29	28	129									
14	Число неиспользованных открепительных удостоверений	782	0	5	12	15	6	17	6	6	10	6	12	10	6	9	5	10	12	25	7	18	10	11	14	11	13	9	10	11	16	4	4	6	8	2	7	5	11	8	3	22	1	15	3	9	19	32	60	10	7	7	20	9	17	4	2	10	7	6	15	9	8	16	12	10	19	15	9	4	6	10	3	11	10	1	0	4									
15	Число открепительных удостоверений, выданных избирателям ТИК	33	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	3	0	1	0	0	0	1	0	1	2	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0									
