Выборы Президента Российской Федерации																																																																											
Дата голосования: 02.03.2008																																																																											
																																																																											
"Наименование Избирательной комиссии:    Иркутск, Свердловская"																																																																											
																																																																											
Сводная таблица результатов выборов																																																																											
																																																																											
	Число участковых избирательных комиссий	68																																																																									
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	68																																																																									
																																																																											
		Сумма	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №1647					
1	"Число избирателей, включенных в списки избирателей"	149932	1938	2130	2006	2010	2455	2597	2473	2223	2367	2080	2213	2774	2772	2834	2987	2749	2726	2694	2667	2250	2544	1642	1055	2320	2594	1825	2152	734	2696	1359	1689	2820	2411	2438	1885	1932	1275	2223	2382	2727	2596	2052	1670	2326	1760	2273	2421	1781	1743	2949	2811	2523	2050	2525	2890	2438	1555	2166	2305	1005	2572	2574	2660	2223	2702	2671	703	340					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	136000	1650	1950	1800	1850	2200	2350	2250	1950	2150	1850	1750	2500	2550	2550	2650	2500	2500	2400	2400	2050	2300	1450	1200	2150	2400	1550	1750	700	2350	1300	1650	2350	2050	2500	1450	2300	1050	1750	2350	2250	2050	1700	2200	2000	1600	2100	2150	1650	1550	2600	2400	2600	1850	2350	2550	2250	1400	1750	2300	1000	2450	2400	2300	2050	2400	2350	1000	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	79689	914	1085	1221	1004	1113	1613	1329	1251	1171	1027	897	1426	1258	1282	1427	1739	1298	1271	1119	1123	1197	930	903	1231	1340	762	1204	363	1428	825	884	1373	1487	1868	1014	850	617	1011	2198	1387	1821	1648	1562	1275	882	1148	1353	959	832	1274	1398	1384	1119	1232	1539	1245	753	1025	1089	560	1186	1219	1300	1086	1253	1351	500	256					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3519	143	29	48	27	32	18	48	32	33	41	212	13	27	45	30	44	25	43	57	21	52	13	0	24	19	16	38	5	64	10	23	309	122	28	49	24	12	34	50	45	43	31	3	34	22	31	58	42	36	134	15	24	20	43	51	70	252	138	45	134	28	33	31	11	29	52	203	1					
6	Число погашенных избирательных бюллетеней	52792	593	836	531	819	1055	719	873	667	946	782	641	1061	1265	1223	1193	717	1177	1086	1224	906	1051	507	297	895	1041	772	508	332	858	465	743	668	441	604	387	1426	421	705	102	818	186	21	635	691	696	921	739	649	682	1192	987	1192	711	1075	960	935	395	587	1166	306	1236	1148	969	953	1118	947	297	43					
